PPN	Signatur	Signatur_PPN	Product	DateCreated	Artist	
366584405	R 2311	R 2311 366584405	Tropical music - Associée Assaka / Buffalo Kimwanga - Tropical Music	1985	Kawongolo, Buffalo Kalo	
366618342	R 2313	R 2313 366618342	Beauté sauvage / Mimi Kazidona - disques SONICS (Eddy'son Consortium Mondial)	1985	Kazi-Ndona	
366620525	R 2315	R 2315 366620525	Sensible / Bibi Den's Tshibayi & The Best - Tangent, Celluloid (Distr.)	1984	Tshibayi, Bibi Den's / The Best	
366625802	R 2317	R 2317 366625802	Soudé Madiaba / Freddy de Majunga et les Kings Stars - Production J.P., ACP (Distr.)	1985	de Majunga, Freddy / Kings Stars	
366626140	R 2318	R 2318 366626140	Dance / 4 Stars/4 Étoiles - Tangent	1985	Wuta Mayi / Nyboma / Mbenza, Syran / Mansiamina, Bopol / Quatres Étoiles - Four Stars	
366626663	R 2319	R 2319 366626663	Tu n'es qu'un gérant / Bakoulé - Production C.B.B.	1980	Bakoulé, Célestin	
366629972	R 2320	R 2320 366629972	Eddy'son présente Tanawa / Mayoukou Come Tanawa - disques SONICS (Eddy'son Consortium Mondial)	1985	Tanawa	
366631411	R 2322	R 2322 366631411	Chérie-Kadette / Dona Mobeti du Clan Langa-Langa - Editions Mualaba Lukusa	1988	Mobeti, Dona	
366631845	R 2323	R 2323 366631845	Anti Balle / Johnny Bokelo Isenge et son groupe Mbonda Africa - Espera	1985	Bokelo, Johnny / Africa-Mbonda	
366636553	R 2324	R 2324 366636553	Attention Ngo-Ngo-Ngo / Coopérative Un Point Un Trait - SAVAS (Distr.)	1980	Coopérative Un Point Un Trait	
366639900	R 2325	R 2325 366639900	Tuna ye / L'orchestre Kadiayi - Disques Musicanova	1980	Orchestre Kadiayi	
366640267	R 2326	R 2326 366640267	Déséquilibre / Jo-Louv "Le Kassapard" - Espera	1980	Jo-Louv	
36666025X	R 2328	R 2328 36666025X	Baby Blue - Kundu dia mama / Sammy Massamba - J. Ackah-Miezan, Crezan Production	1985	Massamba, Sammy	
366675583	R 2329	R 2329 366675583	Mwendi / Yoro - Africana New Records	1985	Eyoto, Norbert / Yoro	
366677640	R 2330	R 2330 366677640	[Vol. 1] / The Kinshasa United Artists featuring-Belmouza, Isagi, and Igazi - Makossa International Records	1980	Isagi De Livulu / Igazi Bogania / Kinshasa United Artists / Orchestre Belmouza	
366683209	R 2331	R 2331 366683209	Bimbeni / Le Peuple - Production Le Vaudou, Safari ambiance (Distr.)	1980	Loubassou, Denis / Muinkoa Mvura, Tino / Mavoungou, Bernard Mav / Orchestre Le Peuple	
366684744	R 2333	R 2333 366684744	Tour d'Afrique / Les Tontons - Éds. Afric'Music	1985	Kawongolo, Buffalo Kalo / Tontons	
366687646	R 2334	R 2334 366687646	Musiques traditionelles Bantandu / interprètées par l'orchestre "Yamba-Yamba Beto Ba" de Maître "Maka Pe" - Edition Musicale Beto Ba	1985	Makengo Kapesa / Yamba-Yamba Beto-Ba	
366688197	R 2335	R 2335 366688197	Five hits, 5 tubes : d'ici à l'an 2000 / Pamelo Mounk'a - A & H Records, Gefraco (Distr.)	1990	Mounk'a, Pamelo	
366691848	R 2336	R 2336 366691848	Le canon du Zaïre : Azalaka occupé / Djoe Mpoy - Eds. Don Dass	1985	Mpoyi, Joe	
366693581	R 2337	R 2337 366693581	Zai͏̈re Folk-Pop / Minzoto ya Zai͏̈re - Arcade Records (Eurovox Music Group)	1985	Orchestre Minzoto	
366861735	R 2341	R 2341 366861735	Mbuku / Roy-Langa Sadrak avec l'accompagnement de Yenga Yenga Junior et l'orchestre Zaïchoc - Albert Youssheff	1980	Langa, Roy / Yenga-Yenga, Junior / Zaïchoc	
366863452	R 2342	R 2342 366863452	Massavi fololo y'Africa / Loubassou Kifoueti Denis, Tino Muinkoa Mvura, Mavoungou Bernard Mav, Mackosso François et l'orchestre Le Peuple - Ed. Moninga Star, Safari ambiance (Distr.)	1980	Loubassou, Denis / Muinkoa Mvura, Tino / Mavoungou, Bernard Mav / Mackosso, François / Orchestre Le Peuple	
366883488	R 2345	R 2345 366883488	Le Seigneur Rochereau et l'orchestre African Fiesta - African, Sofrason (Distr.)	1970	Ley, Tabu / African Fiesta	
366892770	R 2347	R 2347 366892770	Je suis mariée / Shama Shama de Mopero wa Maloba - Star Music, African Record Centre (Distr.)	1980	Mopero Wa Maloba / Orchestre Shama-Shama	
367130777	R 2362	R 2362 367130777	Vol. 3 / Les Bantous - Pathé Marconi (EMI)	1975	Bantous	
367451468	R 2373	R 2373 367451468	Tango ya ba vieux Kalle n° 2 / Le Seigneur Rochereau et l'orchestre African Fiesta National - African, Sofrason (Distr.)	1970	Ley, Tabu / African Fiesta	
367460890	R 2376	R 2376 367460890	Samoura / Abeti - Bade Stars Music	1985	Abeti	
367465124	R 2379	R 2379 367465124	Missa Koongo - Missa N'Kaandu / Chorale mixte de Lemfu ; Chorale mixte de N'Kaandu (Kisantu) - Philips	1970	Chorale mixte de Lemfu / Chorale Mixte du N'Kaandu	
36746585X	R 2380	R 2380 36746585X	Musique Kongo : ba bembé, ba-congo, ba-congo-nséké, ba-lari / enregistrements sonores, photogr.: Charles Duvelle - Disques Ocora (Radio France)	1980	Duvelle, Charles	
368951790	R 2538	R 2538 368951790	Bongo bouger / Le Trio los Julemo et Yenga -Yenga Junior - 	1985	Yenga-Yenga, Junior / Yenga-Yenga, Junior / Trio los Julemo	
368952886	R 2539	R 2539 368952886	Lula / Celi Bitshu - Kina-Rama Selection	1985	Bitshou, Celi / Bitshou, Celi	
368974936	R 2541	R 2541 368974936	N'simba éli, Bolingo-collé collé / Sam Mangwana et l'African All Stars - OIR Ogoua International Records	1982	Mangwana, Sam / African All Stars	
368975258	R 2542	R 2542 368975258	Affaire vidéo / Sam Mangwana et l'African All Stars - OIR Ogoua International Records	1982	Mangwana, Sam / Mandjèkou, Dizzy / Moya, Ringo / Mangwana, Sam / African All Stars	
368983501	R 2544	R 2544 368983501	Conseil PANU / L'Orchestre Grand Zaïko avec en vedette: Djo El - Productions/Editions Mayala	1985	Djo El / Djo El / Grand Zaiko Wawa	
368985555	R 2545	R 2545 368985555	Mombasa / Orchestre Lipua-Lipua - African	1974	Nyboma / Mulembu / Vata Mombassa / Orchestre Lipua-Lipua	
368993736	R 2546	R 2546 368993736	Guyo Guyo / Sec Bidens - Production S.B	1985	Bidens, Sec / Bidens, Sec	
368994767	R 2547	R 2547 368994767	Souffrance / Les 4 Étoiles - Celluloid	1985	Nyboma / Mansiamina, Bopol / Mbenza, Syran / Wuta Mayi / Quatres Étoiles - Four Stars	
369259599	R 2548	R 2548 369259599	Ba bokilo balingui mbongo ya quantité / Le grand-père Bozi-Boziana et l'Anti-Choc 90 - Anytha-Ngapy Productions, Les Editions Maxim Foutou	1990	Bozi Boziana / Wally / Mukangi, Déesse / Bozi Boziana / Anti Choc	
36926228X	R 2550	R 2550 36926228X	Bozi-Boziana / Bozi-Boziana, Joly.Detta et Desse avec l'Anti-Choc - Bade Star Music	1989	Bozi Boziana / Bozi Boziana / Detta, Jolie / Mukangi, Déesse / Anti Choc	
369264460	R 2551	R 2551 369264460	Bilombe bakutani / Le Trio N'YO.BI.WE du Clan Langa-Langa - REM-Rythmes et Musique Production	1980	Papa Wemba / N'Yoka-Longo / Ombale, Bimi / Trio N'YO.BI.WE	
369276930	R 2554	R 2554 369276930	Maïka / Maika Munan - Maika Munan	1986	Munan, Maika / Munan, Maika	
369290917	R 2555	R 2555 369290917	Bayaya / Wawali Bonané accompagné par Generation Soukouss Enzenzé - Maciste Production	1985	Wawali / Wawali / Generation Soukouss Enzenzé	
369685121	R 2587	R 2587 369685121	Méchant garçon / Abeba Lipordo et Viva-la-Musica de Papa Wemba - AL (Abeba Lipordo)	1985	Lipordo, Abeba / Lipordo, Abeba / Viva la Musica	
369688449	R 2589	R 2589 369688449	Procès verbal / L'honorable Chancelier Royce & Viva la Musica de Papa Wemba - Sonodisc	1995	Chancelier Royce / Chancelier Royce / Viva la Musica	
36969838X	R 2593	R 2593 36969838X	Tochino / Tochino - safari sound	1985	Tochino / Tochino	
369754425	R 2619	R 2619 369754425	Monument / Pierre Moutouari et sa fille Michaelle Moutouari - Ets. P.M. (Pierre Moutouari)	1985	Moutouari, Pierre / Moutouari, Pierre / Moutouari, Michaelle	
369761197	R 2620	R 2620 369761197	Dynamo / Pierre Moutouari et sa fille Michael Moutouari - Ets. P.M.	1984	Moutouari, Pierre / Moutouari, Pierre / Moutouari, Michaelle	
369761944	R 2621	R 2621 369761944	Kuassa Kuassa / Yakini Kiese (en duo avec Koffi Olomide dans Celya-Ba) - Yakini Struggling Man Productions	1988	Kiese, Yakini / Kiese, Yakini / Olomidé, Koffi	
369772830	R 2624	R 2624 369772830	Tedys na nga / André Pamomiel Miegakanda - Kvir Production Records	1985	Pamomiel, André / Pamomiel, André	
369870794	R 2645	R 2645 369870794	Franklin Boukaka à Paris / Franklin Boukaka. Arr. et dir. orchestre Manu Dibango - Sonafric	1977	Boukaka, Franklin / Dibango, Manu / Boukaka, Franklin	
370296729	R 2652	R 2652 370296729	Maray Maray / Chant: Josky Kiambukuta, Espérant et Maray - Tonton Mayala	1985	Maray Maray / Josky / Kisangani, Ndjeinga Espérant	
370298101	R 2654	R 2654 370298101	L' avenir / Bozi-Boziana et l'Anti-Choc - Flash Diffusion Business	1990	Bozi Boziana / Anti Choc	
370528603	R 2656	R 2656 370528603	Statue de la liberté / Modogo Gian Franco Ferré et l'orchestre Viva la Musica - Disques Espérance	1991	Ferré, Modogo Gianfranco / Ferré, Modogo Gianfranco / Viva la Musica	
370534409	R 2657	R 2657 370534409	Bozi Boziana chante : pot pourri 18 ans de succès / Bozi Boziana, Joly Detta et Anti-Choc - S.I.C.-Société International de commerce	1988	Bozi Boziana / Detta, Jolie / Choc Stars / Zaïko Langa Langa / Anti Choc	
371169119	R 2663	R 2663 371169119	Nkolo kwanga / Lita Bembo et l'Orchestre Stukas Mombombo - C.I.D.	1985	Bembo, Lita / Bembo, Lita / Stukas	
373879105	CD 1093	CD 1093 373879105	Afroplastique / Niasony - Membran Media GmbH	2014	Niasony / Niasony	
373964188	CD 1098	CD 1098 373964188	20 years history : the very best of Syllart Productions - Syllart Productions	2002	Bensignor, François / Sylla, Ibrahima	
374342415	R 2664	R 2664 374342415	Likambo-ya-soudure / Koffi Olomide - Production Tchika	1985	Olomidé, Koffi / Olomidé, Koffi	
377707171	R 2674	R 2674 377707171	Aï aï aï : la bombe éclate / Rigo & Koffi - Mayala Ma-Mpangu	1985	Rigo Star / Olomidé, Koffi	
377709239	R 2675	R 2675 377709239	Hit parade / D'Jenga-K Espérant, Koffi-O "AGR", N'Tesa Daliens, Josky Kiambukuta - Production Tchika	1985	Kisangani, Ndjeinga Espérant / Olomidé, Koffi / Dalienst, Ntesa / Josky	
386978891	RS 1957	RS 1957 386978891	Dansons... avec le Ry-Co Jazz : special danse / Ry-Co Jazz. Casino, Justin Bécaud - Disques Vogue	1963	M'bilia, Casimir / Becaud, Justin / Ry-Co Jazz	
395820006	R 2703	R 2703 395820006	Le Seigneur Rochereau dans la musique congolaise de variétés / Tabu Ley Rochereau & L'Orchestre African Fiesta National "Le Peuple" - African	1970	Ley, Tabu / African Fiesta	
395820812	R 2704	R 2704 395820812	Seigneur Rochereau : accompagné par l'Orchestre African Fiesta National (le peuple) / Seigneur Rochereau. Orchestre African Fiesta National - Sonafric	1970	Ley, Tabu / African Fiesta	
395836522	R 2709	R 2709 395836522	Kass tout / Kass Kass - Bleu Caraïbes	1988	Passy-Jo <Musiker> / Passy-Jo <Musiker> / Kass-Kass	
395840163	R 2710	R 2710 395840163	Domingo / Sam Mangwana et le Festival des Maquisards - African	1971	Mangwana, Sam / Mangwana, Sam / Festival des Maquisards	
395858003	R 2720	R 2720 395858003	Moustique / Zao - Bleu Caraïbes	1988	Zao	
395879531	R 2727	R 2727 395879531	Dikenga / Kapia le griot du Zaire - ARS studiofrance	1980	Kapia / Kapia	
395879906	R 2728	R 2728 395879906	Mr. L'Argent / Le Grand Orchestre Les Redoutables - IAD Industrie Africaine du Disque - Congo	1980	Redoutables	
396668259	R 2752	R 2752 396668259	Découvrez l'Afrique noire : chansons africaines d'hier et d'aujourd'hui / Gnonnas Pedro y sus Panchos de Cotonou (Bénin), Claude et Mondo Mingole (Cameroun), Franklin Boukaka, ses Sanzas et son Orchestre Congolais (Congo) - Barclay	1967	Sala, Gilles / Gnonnas Pedro y Sus Panchos / Claude et Mondo Mingolé / Franklin Boukaka, ses Sanzas et son Orchestre Congolais	
396678378	R 2755	R 2755 396678378	Oka polisson chauffe / Choc Stars - Espera Records	1989	Choc Stars	
396678823	R 2756	R 2756 396678823	Jetez l'éponge / Zaïko Langa-Langa - New Deal records	1989	Zaïko Langa Langa	
396680267	R 2757	R 2757 396680267	Les Redoutables d'Abeti / Les Redoutables - ANS - Africa New Sound (O.TO.DI.)	1984	Redoutables	
398072450	R 2758	R 2758 398072450	Eh ngoss! Eh ngoss! Eh ngoss! / Zaïko Langa-Langa - PROZAL	1985	Zaïko Langa Langa	
398073554	R 2761	R 2761 398073554	En Europe / Zaïko L.L. - Editions K.K.M.	1984	Zaïko Langa Langa	
398073945	R 2762	R 2762 398073945	Nouvelle génération à Paris / Papa Wemba, Modogo Gian Franco Ferre et l'orchestre Viva la Musica - Disques Espérance	1988	Ferré, Modogo Gianfranco / Papa Wemba / Ferré, Modogo Gianfranco / Viva la Musica	
398074852	R 2765	R 2765 398074852	Le tube de vos vacances : Liya Liya Faina / Pepe Kalle & Empire Bakuba - Les Editions Simon Lowé	1990	Pépé Kallé / Empire Bakuba	
398075530	R 2766	R 2766 398075530	Kabambare / Empire Bakuba - Gabon-Music	1985	Empire Bakuba	
398243824	R 2770	R 2770 398243824	Bolingo se bolingo / Orchestre Bota du Congo - Soul Posters	1985	Orchestre Bota du Congo	
39824507X	R 2771	R 2771 39824507X	Mon mari est soulard / Denis Loubassou - Syllart Record	1986	Loubassou, Denis / Loubassou, Denis	
398415315	R 2773	R 2773 398415315	Le second souffle / Clotaire Douley - IAD/Sound	1984	Douley, Clotaire / Douley, Clotaire	
398416087	R 2774	R 2774 398416087	Les grands succès des Éditions Veve, vol. 4 / Direction, production: Verckys - sonafric	1978	Verckys / Orchestre Lipua-Lipua / Orchestre Kiam	
398417032	R 2775	R 2775 398417032	Mansanga / Djo-Nolo - Gefraco	1985	Djonolo, Givé / Djonolo, Givé	
398417555	R 2776	R 2776 398417555	Empire Bakuba / Pepe Kalle et Nyboma. Empire Bakuba - Syllart Records	1985	Pépé Kallé / Nyboma / Empire Bakuba	
398418012	R 2777	R 2777 398418012	Aladji / Sam Mangwana - Syllart Records	1987	Mangwana, Sam / Mangwana, Sam	
398418500	R 2778	R 2778 398418500	Paris Match / Espérant. Accompagnée par Papa Wema et Viva la Musicak - Flash Diffusion Business	1988	Kisangani, Ndjeinga Espérant / Kisangani, Ndjeinga Espérant / Papa Wemba / Viva la Musica	
398418837	R 2779	R 2779 398418837	Diva / Koffi Olomide "Gangi ya film" - Espera	1986	Olomidé, Koffi / Olomidé, Koffi	
398419574	R 2780	R 2780 398419574	Abumba du Zaire / Abumba Masikini - Capriccio	1980	Masikini, Abumba / Masikini, Abumba	
398579946	R 2783	R 2783 398579946	Canon du Zaïre / Josky et Djo-Mpoy - Zika Music	1985	Josky / Mpoyi, Joe	
398595399	R 2784	R 2784 398595399	Tout haut en ciel / Salancoud - New-King Production	1984	Salancoud / Salancoud	
398669651	R 2785	R 2785 398669651	Dynamite Verckys / Verckys et l'orchestre Veve - African	1970	Verckys / Verckys / Orchestre Veve	
398856672	R 2786	R 2786 398856672	Ya toupas / Les Ya Toupas du Zaïre - Songhoï Records	1978	Les Ya Toupas du Zaïre	
398884013	R 2787	R 2787 398884013	Wuta May / Wuta May et l'ensemble Bongo-Rama - Kina-Rama	1982	Wuta Mayi / Wuta Mayi / Bongo-Rama	
398890412	R 2791	R 2791 398890412	Amanda / Black Blood - biram (phonogram)	1976	Banda Kalenga, Steve / Black Blood	
398896208	R 2794	R 2794 398896208	Zaiko Wawawa / Pelasimba et Manuaku - Tessy Records	1980	Pelasimba, Jacques / Pelasimba, Jacques / Waku, Manuaku	
398896380	R 2795	R 2795 398896380	Sambara de Bananikhouré / Pela - Ledoux Records	1981	Pelasimba, Jacques / Pelasimba, Jacques	
398896755	R 2796	R 2796 398896755	Bilongo / L'International Rumbaya sous la direction de Loko Massengo - MC Production-Distribution MUSICLUB	1980	Massengo, Loko / L'International Rumbaya	
398922128	R 2797	R 2797 398922128	Ba décidé na kufua / Emi Caroll - Belolo P. Roll	1985	Emi Caroll / Emi Caroll	
398923728	R 2799	R 2799 398923728	Métiss'age / Bovick Bondo Gala - Disques Espérance	1987	Bovick / Bovick	
398925615	R 2800	R 2800 398925615	Dit Moninga / Eyenga & Abeti - IAD Sound	1984	Eyenga / Eyenga / Abeti / Redoutables	
398926077	R 2801	R 2801 398926077	Souci / Fede Lawu et le groupe Matchatcha - Maciste Productions	1985	Lawu, Fédé / Matchatcha	
398926379	R 2802	R 2802 398926379	Qui vivra verra / Yenga Yenga Junior - 	1985	Yenga-Yenga, Junior / Zaïko Langa Langa	
398937206	R 2804	R 2804 398937206	Nsusu yi kubidi / A.B. Lolita - Edition Makani	1982	Lolita / Lolita	
39893794X	R 2805	R 2805 39893794X	Vivre à deux / Trois S Essous J. Serge - Black Music	1985	Essous, Jean Serge / Essous, Jean Serge	
398945624	R 2806	R 2806 398945624	Expérimental / M'Bamina - Fiesta	1978	Ngo, Samba / M'Bamina	
398946477	R 2809	R 2809 398946477	Adiza / Lokassa ya Mbongo - Syllart Records	1990	Lokassa ya M'Bongo / Lokassa ya M'Bongo	
398946981	R 2810	R 2810 398946981	À tout cœur / Lita Bembo avec Stukas Orchestra - Disques Espérance	1987	Bembo, Lita / Bembo, Lita / Stukas	
398949271	R 2811	R 2811 398949271	Mpongo Love chante Alexandre Sambat / Mpongo Love - Ivindo	1985	Sambat, Alexandre / Love, M'Pongo	
398950180	R 2812	R 2812 398950180	Partager / Mpongo Love - Syllart Records	1987	Love, M'Pongo	
398950784	R 2813	R 2813 398950784	Maliga system / Geo Bilongo avec son groupe Malinga System - Afro-Rythmes A.F.R.	1985	Bilongo, Géo / Bilongo, Géo / Malinga System	
398951438	R 2814	R 2814 398951438	Dovi / Bumba Massa - Syllart Records	1983	Bumba Massa / Bumba Massa	
398952299	R 2815	R 2815 398952299	Nzinzi / Jo Kester Emeneya - Kaluila	1987	Emeneya / Emeneya	
39899837X	R 2816	R 2816 39899837X	Passi ya moto / Fundu et son ensemble - Pathé Marconi/ EMI	1977	Fundu / Fundu et son ensemble	
399036709	R 2817	R 2817 399036709	Au fond du cœur / Kiyika Masamba (Flamy). Orchestre Kara de Kinshasa - Kina-Rama Selection	1985	Kiyika Masamba / Kiyika Masamba / Kara de Kinshasa	
399067949	R 2818	R 2818 399067949	Isambe - Monie / Kanda Bongo Man - Editions de Bertholène	1990	Kanda Bongo Man / Kanda Bongo Man	
399069526	R 2822	R 2822 399069526	Destin ya moto / Papa Wemba - Disques Espérance	1988	Papa Wemba	
399070281	R 2823	R 2823 399070281	Malimba / Hector Zazou (music), Papa Wemba (vocals & lyrics) - Crammed Discs	1983	Zazou, Hector / Zazou, Hector / Papa Wemba	
399102264	CD 1143	CD 1143 399102264	Tenue correcte / Gloria Tukhadio de Viva la Musica - Sonodisc	1994	Tukhadio, Gloria / Papa Wemba / Tukhadio, Gloria	
399107851	CD 1147	CD 1147 399107851	Sangana / Nico, Rochereau, Kwamy & l'African Fiesta - African	1997	Nico <Docteur> / Ley, Tabu / Kwamy / African Fiesta	
399169938	CD 1167	CD 1167 399169938	Zairemusique : rumba & kwassa kwassa / Damien Aziwa, Bozi Anti-Choc, Olomide & Grand Zaiko - Voix d'Afrique	1990	Aziwa, Damien / Boziana, Bozi / Olomidé, Koffi / Grand Zaiko Wawa	
399195793	R 2824	R 2824 399195793	La vie est belle / Papa Wemba, Tshala Muana, Klody. Zaiko Langa Langa - Polydor	1987	Papa Wemba / Muana, Tshala / Ndongala, Klody / Zaïko Langa Langa	
39919617X	R 2732	R 2732 39919617X	La vie est belle / Papa Wemba, Tshala Muana, Klody. Zaiko Langa Langa - Miracle Records/EMI Belgium	1987	Papa Wemba / Muana, Tshala / Ndongala, Klody / Zaïko Langa Langa	
399197303	R 2825	R 2825 399197303	Je préfère balancer la sauce / Delly Mputu - Anvers-Musique	1985	Mputu, Dely Doh / Mputu, Dely Doh	
399198482	R 2826	R 2826 399198482	Zouk eh ba / Buffalo et l'African Soukouss - Kadance	1985	Kawongolo, Buffalo Kalo / African Soukouss	
399209859	R 2827	R 2827 399209859	Mayela / Orchestre Yanga-Yanga - Pathé Marconi/EMI	1977	Yanga-Yanga	
399210814	R 2828	R 2828 399210814	La vie continue / Souzy Kasseya - Mercury/Publication Phonogram	1985	Kasseya, Souzy / Kasseya, Souzy	
399212175	R 2830	R 2830 399212175	Ami Yelélé / Jearrys Fimbo - Sacodisc International	1985	Fimbo, Jearrys / Fimbo, Jearrys	
39948731X	R 2833	R 2833 39948731X	Livre d'or / Papi-Tex avec l'orch. Empire Bakuba - Mini Disco Les Vedettes Shaba	1987	Papy Tex / Papy Tex / Empire Bakuba	
399574131	TK 339	TK 339 399574131	Déviation : sexy soukouss / Yondo Sister - [Aladji Touré]	1990	Yondo Sister	
399574549	TK 173	TK 173 399574549	Déviation sexy soukouss / Yondo Sister - [ABC]	1990	Yondo Sister	
399652647	TK 184	TK 184 399652647	Virunga / Samba Mapangala - ABC	1995	Mapangala, Samba	
399654631	TK 185	TK 185 399654631	Pentagone / Wenge Musica BC-BG - Simon Music & S.I.P.E. Productions	1990	Wenge Musica BC BG	
399659854	TK 127	TK 127 399659854	Mahele / Dally Kimoko & Les Top Swing - [Verlag nicht ermittelbar]	1996	Kimoko, Dally / Les Top Swing	
399664378	TK 966	TK 966 399664378	Mahele / Dally Kimoko & Les Top Swing - A.C.P./CG	1996	Kimoko, Dally / Kimoko, Dally / Les Top Swing	
399757813	TK 195	TK 195 399757813	O mona wapi / Dindo Yogo - Flash Diffusion Business	1990	Yogo, Dindo / Yogo, Dindo	
399794727	R 2834	R 2834 399794727	Atinze mwana popi / Pepe Kalle et l'Empire Bakuba - Production BABI	1985	Pépé Kallé / Empire Bakuba	
399795812	R 2835	R 2835 399795812	L'oiseau rare / Zaiko Langa Langa Familia Dei - Espera	1985	Zaïko Langa Langa	
399798269	R 2837	R 2837 399798269	20 ans de carrière / Pamelo Mounk'a. Orchestre Afrisa International avec Rochereau et M'Bilia Bel. - Genidia	1983	Mounk'a, Pamelo / Mounk'a, Pamelo / Ley, Tabu / Bel, M'bilia / Afrisa International Orchestra	
