PPN	GND-ID	GND-Name	GND-JSON	Kategorie	Rolle	Name	Bemerkung	
121930564	135431611	Kabasele, Joseph	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)311121616 (DE-588a)135431611 African Jazz Allgemeines, Interdisziplinäre Allgemeinwörter Frankreich Grand Kallé Kabasele, Tshamala Joseph Kabasellé, Joseph Kabaselé, Joseph Kabasselé, Joseph Kalle Kallé Kallé, Jeff Kalléjeff Kalé Kare Kongo (Demokratische Republik) Le Grand Kallé Musiker Männlich Paris Singstimme Tshamala, Kabasele "},"conceptURI":"https://d-nb.info/135431611","_standard":{"text":"Kabasele, Joseph"},"conceptName":"Kabasele, Joseph"}	028E/02	$B:	Kabasele, Joseph	1930-1983	
121930564	1062802179	Bokelo, Johnny	{"frontendLanguage":"de","_fulltext":{"text":"Bokelo Essenge, Jean Bokelo Essenge, Johnny Bokelo Isenge, Johnny Bokelo, J. Bokelo, Johny Demokratische Republik Kongo Dewayon Johnny Kongo (Demokratische Republik) Léopoldville Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1062802179","_standard":{"text":"Bokelo, Johnny"},"conceptName":"Bokelo, Johnny"}	028E/03	$B:	Bokelo, Johnny	193X-1995	
121930564	3058909-5	African Fiesta	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3058909-5 African-Fiesta Nationale Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. African Fiesta Nationale Le Peuple Orchestre African Fiesta Orchestre African Fiesta Nationale Orchestre African Fiesta Sukisa Orchestre Fiesta National Republik Kongo "},"conceptURI":"https://d-nb.info/3058909-5","_standard":{"text":"African Fiesta"},"conceptName":"African Fiesta"}	029E	$B:	African Fiesta		
121930564	3020346-6	African Jazz	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)320656691 (DE-588b)10338870-9 (DE-588b)3020346-6 African-Jazz Allgemeines, Interdisziplinäre Allgemeinwörter Grand Kalle & l'African Jazz Grand Kalle et l'African Jazz Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Orchestre African Jazz "},"conceptURI":"https://d-nb.info/3020346-6","_standard":{"text":"African Jazz"},"conceptName":"African Jazz"}	029E/01	$B:	African Jazz		
121930564	3072366-8	Conga Succès (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3058819-4 (DE-588b)3059068-1 (DE-588b)3072366-8 Allgemeines, Interdisziplinäre Allgemeinwörter Bokelo, Johnny Kongo (Demokratische Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Conga International Orch. Conga Success Orchestra Conga Orchestre Conga Orchestre Conga 68 (Musikgruppe) Orchestre Conga International Orchestre Conga Succès Orchestre Conga de la Capitale "},"conceptURI":"https://d-nb.info/3072366-8","_standard":{"text":"Conga Succès (Musikgruppe)"},"conceptName":"Conga Succès (Musikgruppe)"}	029E/02	$B:	Conga Succès		
121946371	135147484	Nico, Docteur	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310837480 (DE-588a)135147484 Allgemeines, Interdisziplinäre Allgemeinwörter Brüssel Demokratische Republik Kongo Docteur Nico Dr. Kasanda Nico Dr. Nico Dr. Nico Kasanda Gitarre Kasanda Wa Mikalay, Nicholas Kasanda wa Mikalaya, Nicolas Kasanda wa Mikalayi, Nicolas Kasanda, Nico Kassanda Wa Mikalaya, Nicholas Kassanda, Nico Kongo (Demokratische Republik) Luluabourg Mikalay, Kassanda wa Musiker Männlich Nico "},"conceptURI":"https://d-nb.info/135147484","_standard":{"text":"Nico, Docteur"},"conceptName":"Nico, Docteur"}	028E	$B:	Nico <Docteur>	1939-1985	
121946371	3058909-5	African Fiesta	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3058909-5 African-Fiesta Nationale Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. African Fiesta Nationale Le Peuple Orchestre African Fiesta Orchestre African Fiesta Nationale Orchestre African Fiesta Sukisa Orchestre Fiesta National Republik Kongo "},"conceptURI":"https://d-nb.info/3058909-5","_standard":{"text":"African Fiesta"},"conceptName":"African Fiesta"}	029E	$B:	African Fiesta		
121946584	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
121946584	3028408-9	Afrisa International Orchestra	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3028408-9 Afrisa International Afrisa International de l´an 2000 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Afrisa Orchestre Afrisa International Orchestre L'International Afrisa "},"conceptURI":"https://d-nb.info/3028408-9","_standard":{"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029E	$B:	Afrisa International Orchestra		
121946819	135431611	Kabasele, Joseph	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)311121616 (DE-588a)135431611 African Jazz Allgemeines, Interdisziplinäre Allgemeinwörter Frankreich Grand Kallé Kabasele, Tshamala Joseph Kabasellé, Joseph Kabaselé, Joseph Kabasselé, Joseph Kalle Kallé Kallé, Jeff Kalléjeff Kalé Kare Kongo (Demokratische Republik) Le Grand Kallé Musiker Männlich Paris Singstimme Tshamala, Kabasele "},"conceptURI":"https://d-nb.info/135431611","_standard":{"text":"Kabasele, Joseph"},"conceptName":"Kabasele, Joseph"}	028E	$B:	Kabasele, Joseph	1930-1983	
121946819	3020346-6	African Jazz	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)320656691 (DE-588b)10338870-9 (DE-588b)3020346-6 African-Jazz Allgemeines, Interdisziplinäre Allgemeinwörter Grand Kalle & l'African Jazz Grand Kalle et l'African Jazz Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Orchestre African Jazz "},"conceptURI":"https://d-nb.info/3020346-6","_standard":{"text":"African Jazz"},"conceptName":"African Jazz"}	029E	$B:	African Jazz		
122024680				028C	$B:	Ma-Ta-Vi, Lilian		
122024680	1060584751	Galant, Lucide	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Demokratische Republik) Kongo (Republik) Lucide-Galant Musiker Religion Unbekannt "},"conceptURI":"https://d-nb.info/1060584751","_standard":{"text":"Galant, Lucide"},"conceptName":"Galant, Lucide"}	028E	$B:	Galant, Lucide		
122024850	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028C	$B:	Ley, Tabu	1940-2013	
122024850	1034498649	Franco, Musiker	{"frontendLanguage":"de","_fulltext":{"text":"Bavon Marie-Marie Brüssel Demokratische Republik Kongo Grand Maître Grand Maître Franco Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) L'Okanga La Ndju Pene Luambo Makiadi Lokanga La Djo Péné, Franc̜ois Luambo Makiadi Luambo Makiadi, Franco Luambo, Franco Makiadi, Franco Luambo Makiadi, François Luambo Makiadi, Luambo Musiker Männlich Religion Sona Bata Tout-Puissant OK Jazz "},"conceptURI":"https://d-nb.info/1034498649","_standard":{"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028E	$B:	Franco <Musiker>	1938-1989	
122024850	3028408-9	Afrisa International Orchestra	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3028408-9 Afrisa International Afrisa International de l´an 2000 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Afrisa Orchestre Afrisa International Orchestre L'International Afrisa "},"conceptURI":"https://d-nb.info/3028408-9","_standard":{"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029E	$B:	Afrisa International Orchestra		
122024982	1074023617	Bel, M'bilia	{"frontendLanguage":"de","_fulltext":{"text":"Bel, Mbilia Demokratische Republik Kongo Kinshasa Kongo (Demokratische Republik) Mbilia Bel Mbilia-Bel Mboyo Moseka, Marie-Claire Musikerin Religion Unbekannt "},"conceptURI":"https://d-nb.info/1074023617","_standard":{"text":"Bel, M'bilia"},"conceptName":"Bel, M'bilia"}	028E	$B:	Bel, M'bilia	1959-	
122025067	1074023617	Bel, M'bilia	{"frontendLanguage":"de","_fulltext":{"text":"Bel, Mbilia Demokratische Republik Kongo Kinshasa Kongo (Demokratische Republik) Mbilia Bel Mbilia-Bel Mboyo Moseka, Marie-Claire Musikerin Religion Unbekannt "},"conceptURI":"https://d-nb.info/1074023617","_standard":{"text":"Bel, M'bilia"},"conceptName":"Bel, M'bilia"}	028E	$B:	Bel, M'bilia	1959-	
122025164	1074023617	Bel, M'bilia	{"frontendLanguage":"de","_fulltext":{"text":"Bel, Mbilia Demokratische Republik Kongo Kinshasa Kongo (Demokratische Republik) Mbilia Bel Mbilia-Bel Mboyo Moseka, Marie-Claire Musikerin Religion Unbekannt "},"conceptURI":"https://d-nb.info/1074023617","_standard":{"text":"Bel, M'bilia"},"conceptName":"Bel, M'bilia"}	028E	$B:	Bel, M'bilia	1959-	
122025237	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028C	$B:	Ley, Tabu	1940-2013	
122025237	1074023617	Bel, M'bilia	{"frontendLanguage":"de","_fulltext":{"text":"Bel, Mbilia Demokratische Republik Kongo Kinshasa Kongo (Demokratische Republik) Mbilia Bel Mbilia-Bel Mboyo Moseka, Marie-Claire Musikerin Religion Unbekannt "},"conceptURI":"https://d-nb.info/1074023617","_standard":{"text":"Bel, M'bilia"},"conceptName":"Bel, M'bilia"}	028E	$B:	Bel, M'bilia	1959-	
122025350	103491118X	Detta, Jolie	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Detta, Joliet Detta, Joly Joly.Detta Kamenga Koyabote Kongo (Demokratische Republik) Musikerin Religion Singstimme Weiblich "},"conceptURI":"https://d-nb.info/103491118X","_standard":{"text":"Detta, Jolie"},"conceptName":"Detta, Jolie"}	028E	$B:	Detta, Jolie	1968-2008	
122025571	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
122025571	3028408-9	Afrisa International Orchestra	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3028408-9 Afrisa International Afrisa International de l´an 2000 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Afrisa Orchestre Afrisa International Orchestre L'International Afrisa "},"conceptURI":"https://d-nb.info/3028408-9","_standard":{"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029E	$B:	Afrisa International Orchestra		
122025873	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
122025873	3028408-9	Afrisa International Orchestra	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3028408-9 Afrisa International Afrisa International de l´an 2000 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Afrisa Orchestre Afrisa International Orchestre L'International Afrisa "},"conceptURI":"https://d-nb.info/3028408-9","_standard":{"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029E	$B:	Afrisa International Orchestra		
122025903	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
122025903	3028408-9	Afrisa International Orchestra	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3028408-9 Afrisa International Afrisa International de l´an 2000 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Afrisa Orchestre Afrisa International Orchestre L'International Afrisa "},"conceptURI":"https://d-nb.info/3028408-9","_standard":{"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029E	$B:	Afrisa International Orchestra		
122026195	135147484	Nico, Docteur	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310837480 (DE-588a)135147484 Allgemeines, Interdisziplinäre Allgemeinwörter Brüssel Demokratische Republik Kongo Docteur Nico Dr. Kasanda Nico Dr. Nico Dr. Nico Kasanda Gitarre Kasanda Wa Mikalay, Nicholas Kasanda wa Mikalaya, Nicolas Kasanda wa Mikalayi, Nicolas Kasanda, Nico Kassanda Wa Mikalaya, Nicholas Kassanda, Nico Kongo (Demokratische Republik) Luluabourg Mikalay, Kassanda wa Musiker Männlich Nico "},"conceptURI":"https://d-nb.info/135147484","_standard":{"text":"Nico, Docteur"},"conceptName":"Nico, Docteur"}	028E	$B:	Nico <Docteur>	1939-1985	
122026195	3058937-X	Redoutables (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3058937-X Allgemeines, Interdisziplinäre Allgemeinwörter Grand Orchestre Les Redoutable Kongo (Republik) Les Redoutables Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Les Redoutables Republik Kongo "},"conceptURI":"https://d-nb.info/3058937-X","_standard":{"text":"Redoutables (Musikgruppe)"},"conceptName":"Redoutables (Musikgruppe)"}	029E	$B:	Redoutables		
122026543	3059061-9	Trio Madjesi (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3059061-9 Demokratische Republik Kongo Katalogisierungslevel 1 Kongo (Demokratische Republik) Kongo (Republik) Le Trio Madjesi Massengo, Loko Matadini Mabele, Mario Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Sosoliso Orchestre Trio Madjesi Republik Kongo Saakul, Saak Trio Madjesi & Orchestre Sosoliso "},"conceptURI":"https://d-nb.info/3059061-9","_standard":{"text":"Trio Madjesi (Musikgruppe)"},"conceptName":"Trio Madjesi (Musikgruppe)"}	029E	$B:	Trio Madjesi		
122026543	3058938-1	Orchestre Sosoliso	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3058938-1 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Sosoliso Republik Kongo Trio Madjesi (Musikgruppe) "},"conceptURI":"https://d-nb.info/3058938-1","_standard":{"text":"Orchestre Sosoliso"},"conceptName":"Orchestre Sosoliso"}	029E/01	$B:	Orchestre Sosoliso		
122026632	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
122026632	3058909-5	African Fiesta	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3058909-5 African-Fiesta Nationale Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. African Fiesta Nationale Le Peuple Orchestre African Fiesta Orchestre African Fiesta Nationale Orchestre African Fiesta Sukisa Orchestre Fiesta National Republik Kongo "},"conceptURI":"https://d-nb.info/3058909-5","_standard":{"text":"African Fiesta"},"conceptName":"African Fiesta"}	029E	$B:	African Fiesta		
122026683	138677433	Pépé Kallé	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588a)138677433 Demokratische Republik Kongo Kabasele Ya Mpanya Kabasele Yampanya Kabasele, Jean Yampanya Kabasele, Ya Mpanya Kabasele, Yampanya Kabasele, Yampanya Jean Kalle Kallé Kongo (Demokratische Republik) Mulanga, Jean Kabasele Yamanya wa ba Musiker Männlich Paris Pepe Kalle Religion Yampanya, Pepe Kalle Kabasele "},"conceptURI":"https://d-nb.info/138677433","_standard":{"text":"Pépé Kallé"},"conceptName":"Pépé Kallé"}	028E	$B:	Pépé Kallé	1951-1998	
122026683	3029979-2	Empire Bakuba	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3029979-2 (DE-588b)3072388-7 Allgemeines, Interdisziplinäre Allgemeinwörter Empire des Bakuba Kongo (Demokratische Republik)(Zaire) Kongo (Republik) L'Empire Bakumba Les Bakuba Musik (Allgemeines), Musikgeschichte Orchestre Empire Bakuba Orchestre Empire des Bakuba Orchestre les Bakuba Pépé Kallé "},"conceptURI":"https://d-nb.info/3029979-2","_standard":{"text":"Empire Bakuba"},"conceptName":"Empire Bakuba"}	029E	$B:	Empire Bakuba		
122050762	138677433	Pépé Kallé	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588a)138677433 Demokratische Republik Kongo Kabasele Ya Mpanya Kabasele Yampanya Kabasele, Jean Yampanya Kabasele, Ya Mpanya Kabasele, Yampanya Kabasele, Yampanya Jean Kalle Kallé Kongo (Demokratische Republik) Mulanga, Jean Kabasele Yamanya wa ba Musiker Männlich Paris Pepe Kalle Religion Yampanya, Pepe Kalle Kabasele "},"conceptURI":"https://d-nb.info/138677433","_standard":{"text":"Pépé Kallé"},"conceptName":"Pépé Kallé"}	028E	$B:	Pépé Kallé	1951-1998	
122050983	134442881	Lema, Ray	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310132886 (DE-588a)134442881 (DE-588c)7659721-0 Allgemeines, Interdisziplinäre Allgemeinwörter Arrangeur Demokratische Republik Kongo Frankreich Gitarrist Jazzmusiker Klavier Komponist Kongo (Demokratische Republik) Lema A NS Ray Lema A Nsi Lema-A-N'si Lufu-Toto Musiker Männlich Personen zu Musik Pianist Schlagzeuger Singstimme Sänger "},"conceptURI":"https://d-nb.info/134442881","_standard":{"text":"Lema, Ray"},"conceptName":"Lema, Ray"}	028E	$B:	Lema, Ray	1946-	
122063317	1034498649	Franco, Musiker	{"frontendLanguage":"de","_fulltext":{"text":"Bavon Marie-Marie Brüssel Demokratische Republik Kongo Grand Maître Grand Maître Franco Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) L'Okanga La Ndju Pene Luambo Makiadi Lokanga La Djo Péné, Franc̜ois Luambo Makiadi Luambo Makiadi, Franco Luambo, Franco Makiadi, Franco Luambo Makiadi, François Luambo Makiadi, Luambo Musiker Männlich Religion Sona Bata Tout-Puissant OK Jazz "},"conceptURI":"https://d-nb.info/1034498649","_standard":{"text":"Franco, Musiker"},"conceptName":"Franco, Musiker"}	028E	$B:	Franco <Musiker>	1938-1989	
122063317	3015656-7	Tout-Puissant OK Jazz	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3015656-7 Demokratische Republik Kongo Franco & OK Jazz Franco & TPOK Jazz Franco et OK Jazz Franco et TPOK Jazz Franco, Musiker Josky Katalogisierungslevel 1 Kinshasa Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe O.K. Jazz OK Jazz Orch. T.P.OK. Jazz Orchestra OK Jazz Orchestre Franco Orchestre O.K. Jazz Orchestre OK Jazz T.P. OK Jazz T.P.O.K. Jazz TPOK Jazz Tout Puissant Orchestre Kinois Jazz "},"conceptURI":"https://d-nb.info/3015656-7","_standard":{"text":"Tout-Puissant OK Jazz"},"conceptName":"Tout-Puissant OK Jazz"}	029E	$B:	Tout-Puissant OK Jazz		
122063813	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028C	$4:msd	Ley, Tabu	1940-2013	
122063813	1074023277	Tess, Faya	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Musikerin Ngoyi, Kishila Religion Republik Kongo Singstimme Unbekannt "},"conceptURI":"https://d-nb.info/1074023277","_standard":{"text":"Tess, Faya"},"conceptName":"Tess, Faya"}	028E	$B:	Tess, Faya	1966-	
122063813	3028408-9	Afrisa International Orchestra	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3028408-9 Afrisa International Afrisa International de l´an 2000 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Afrisa Orchestre Afrisa International Orchestre L'International Afrisa "},"conceptURI":"https://d-nb.info/3028408-9","_standard":{"text":"Afrisa International Orchestra"},"conceptName":"Afrisa International Orchestra"}	029E	$B:	Afrisa International Orchestra		
122064283				028E	$B:	Afi		
122065603	1012128296	Abeti	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588a)1012128296 Demokratische Republik Kongo Finant, Elisabeth Kisangani Kongo (Demokratische Republik) Masikini, Abeti Masikini, Abumba Musikerin Religion Weiblich "},"conceptURI":"https://d-nb.info/1012128296","_standard":{"text":"Abeti"},"conceptName":"Abeti"}	028E	$B:	Abeti	1951-1994	
122065603	3058937-X	Redoutables (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3058937-X Allgemeines, Interdisziplinäre Allgemeinwörter Grand Orchestre Les Redoutable Kongo (Republik) Les Redoutables Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Les Redoutables Republik Kongo "},"conceptURI":"https://d-nb.info/3058937-X","_standard":{"text":"Redoutables (Musikgruppe)"},"conceptName":"Redoutables (Musikgruppe)"}	029E	$B:	Redoutables		
