PPN	GND-ID	GND-Name	GND-JSON	Kategorie	Rolle	Name	Bemerkung	
366626663	1054105154	Bakoulé, Célestin	{"frontendLanguage":"de","_fulltext":{"text":"Bakoulé Kongo (Republik) Musiker Religion Republik Kongo Unbekannt "},"conceptURI":"https://d-nb.info/1054105154","_standard":{"text":"Bakoulé, Célestin"},"conceptName":"Bakoulé, Célestin"}	028E	$B:	Bakoulé, Célestin		
366629972	1054616795	Tanawa	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Kongo (Republik) Mayoukou Come Tanawa Mayoukou, Côme Musiker Männlich Religion Republik Kongo "},"conceptURI":"https://d-nb.info/1054616795","_standard":{"text":"Tanawa"},"conceptName":"Tanawa"}	028E	$B:	Tanawa	1946-	
366631411	1079108475	Mobeti, Dona	{"frontendLanguage":"de","_fulltext":{"text":"Commandant Dona-Mobeti Demokratische Republik Kongo Dona, Sabuela Dona-Mobeti Kinshasa Kongo (Demokratische Republik) Musiker Männlich Religion Singstimme Songwriter "},"conceptURI":"https://d-nb.info/1079108475","_standard":{"text":"Mobeti, Dona"},"conceptName":"Mobeti, Dona"}	028A	$4:cmp	Mobeti, Dona	1953-	
366631845	1062802179	Bokelo, Johnny	{"frontendLanguage":"de","_fulltext":{"text":"Bokelo Essenge, Jean Bokelo Essenge, Johnny Bokelo Isenge, Johnny Bokelo, J. Bokelo, Johny Demokratische Republik Kongo Dewayon Johnny Kongo (Demokratische Republik) Léopoldville Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1062802179","_standard":{"text":"Bokelo, Johnny"},"conceptName":"Bokelo, Johnny"}	028E	$B:	Bokelo, Johnny	193X-1995	
366631845	1071502239	Africa-Mbonda	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Mbonda Africa Ngonga Musikgruppe Orchestre Africa Mbonda Tanzgruppe "},"conceptURI":"https://d-nb.info/1071502239","_standard":{"text":"Africa-Mbonda"},"conceptName":"Africa-Mbonda"}	029E	$B:	Africa-Mbonda		
366636553	1079177965	Coopérative Un Point Un Trait (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Frankreich Gabun Kongo (Demokratische Republik) Musikgruppe "},"conceptURI":"https://d-nb.info/1079177965","_standard":{"text":"Coopérative Un Point Un Trait (Musikgruppe)"},"conceptName":"Coopérative Un Point Un Trait (Musikgruppe)"}	029E	$B:	Coopérative Un Point Un Trait		
366639900	1079182373	Orchestre Kadiayi (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kadiayi Kongo (Demokratische Republik) Musikgruppe Orch. Kadiayi "},"conceptURI":"https://d-nb.info/1079182373","_standard":{"text":"Orchestre Kadiayi (Musikgruppe)"},"conceptName":"Orchestre Kadiayi (Musikgruppe)"}	029E	$B:	Orchestre Kadiayi		
366640267	1079182985	Jo-Louv	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Luvangu-Jo-Louv Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1079182985","_standard":{"text":"Jo-Louv"},"conceptName":"Jo-Louv"}	028E	$B:	Jo-Louv		
36666025X	1053981198	Massamba, Sammy	{"frontendLanguage":"de","_fulltext":{"text":"Komponist Kongo (Republik) Massamba, Fidèle Sammy Musiker Männlich Religion Republik Kongo "},"conceptURI":"https://d-nb.info/1053981198","_standard":{"text":"Massamba, Sammy"},"conceptName":"Massamba, Sammy"}	028E	$B:	Massamba, Sammy		
366675583				028A	$4:cmp	Eyoto, Norbert		
366675583	1079226796	Yoro (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Gabun Kongo (Demokratische Republik) Musikgruppe "},"conceptURI":"https://d-nb.info/1079226796","_standard":{"text":"Yoro (Musikgruppe)"},"conceptName":"Yoro (Musikgruppe)"}	029F	$4:prf	Yoro		
366677640				028E	$B:	Isagi De Livulu		
366677640				028E/01	$B:	Igazi Bogania		
366677640	1079240098	Kinshasa United Artists (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Demokratische Republik) Musikgruppe The Kinshasa United Artists "},"conceptURI":"https://d-nb.info/1079240098","_standard":{"text":"Kinshasa United Artists (Musikgruppe)"},"conceptName":"Kinshasa United Artists (Musikgruppe)"}	029E	$B:	Kinshasa United Artists		
366677640	1079240357	Orchestre Belmouza (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Belmouza Kongo (Demokratische Republik) Musikgruppe "},"conceptURI":"https://d-nb.info/1079240357","_standard":{"text":"Orchestre Belmouza (Musikgruppe)"},"conceptName":"Orchestre Belmouza (Musikgruppe)"}	029E/01	$B:	Orchestre Belmouza		
366683209	1060469049	Loubassou, Denis	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Kifoueti Loubassou, Denis Kongo (Republik) La @Cloche Loubassou, Denis "La Cloche" Loubassou, Fifoueti Denis Loubassou, K. D. Loubassou, Kifoueti Denis Musiker Männlich Religion Republik Kongo "},"conceptURI":"https://d-nb.info/1060469049","_standard":{"text":"Loubassou, Denis"},"conceptName":"Loubassou, Denis"}	028E	$B:	Loubassou, Denis	1948-	
366683209	1079303146	Muinkoa Mvura, Tino	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Muinkoa Mvura Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1079303146","_standard":{"text":"Muinkoa Mvura, Tino"},"conceptName":"Muinkoa Mvura, Tino"}	028E/01	$B:	Muinkoa Mvura, Tino		
366683209	1079303375	Mavoungou, Bernard Mav	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Mavungu, Alphonse Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1079303375","_standard":{"text":"Mavoungou, Bernard Mav"},"conceptName":"Mavoungou, Bernard Mav"}	028E/02	$B:	Mavoungou, Bernard Mav		
366683209	1071004948	Orchestre Le Peuple	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Le Peuple Musikgruppe "},"conceptURI":"https://d-nb.info/1071004948","_standard":{"text":"Orchestre Le Peuple"},"conceptName":"Orchestre Le Peuple"}	029E	$B:	Orchestre Le Peuple		
366684744	1078760705	Kawongolo, Buffalo Kalo	{"frontendLanguage":"de","_fulltext":{"text":"Buffalo Demokratische Republik Kongo Kawongolo, Buffalo Kawongolo, Buffalo Kibwanga Kawongolo, Buffalo Kimwanga Kimwanga, Buffalo Kongo (Demokratische Republik)(Zaire) Musiker Männlich Reims Religion "},"conceptURI":"https://d-nb.info/1078760705","_standard":{"text":"Kawongolo, Buffalo Kalo"},"conceptName":"Kawongolo, Buffalo Kalo"}	028C	$4:arr	Kawongolo, Buffalo Kalo	1945-2010	
366684744	1078760993	Tontons (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Demokratische Republik) Les Tontons Musikgruppe "},"conceptURI":"https://d-nb.info/1078760993","_standard":{"text":"Tontons (Musikgruppe)"},"conceptName":"Tontons (Musikgruppe)"}	029E	$B:	Tontons		
366687646	1079248951	Makengo Kapesa	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Grand Maître Maka Pe Kapesa, Makengo Kongo (Demokratische Republik) Makape Makengo Kapesa "Makape" Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1079248951","_standard":{"text":"Makengo Kapesa"},"conceptName":"Makengo Kapesa"}	028E	$B:	Makengo Kapesa		
366687646	107924879X	Yamba-Yamba Beto-Ba (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Demokratische Republik) Makengo Kapesa Musikgruppe Orchestre Yamba-Yamba Beto Ba Yamba Yamba Beto Ba "},"conceptURI":"https://d-nb.info/107924879X","_standard":{"text":"Yamba-Yamba Beto-Ba (Musikgruppe)"},"conceptName":"Yamba-Yamba Beto-Ba (Musikgruppe)"}	029E	$B:	Yamba-Yamba Beto-Ba		
366688197	1034731157	Mounk'a, Pamelo	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Komponist Kongo (Republik) M'Bemba-Bingui, Yves André Mounka, Pamelo Männlich Pablito Religion Sänger "},"conceptURI":"https://d-nb.info/1034731157","_standard":{"text":"Mounk'a, Pamelo"},"conceptName":"Mounk'a, Pamelo"}	028E	$B:	Mounk'a, Pamelo	1945-1996	
366691848	1204381216	Mpoyi, Joe	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Djoe Mpoy Jo Mpoy Kaninda, Joe Mpoyi Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Mpoy, Jo Mpoyi Kaninda Musiker Männlich Religion Songwriter "},"conceptURI":"https://d-nb.info/1204381216","_standard":{"text":"Mpoyi, Joe"},"conceptName":"Mpoyi, Joe"}	028E	$B:	Mpoyi, Joe		
366693581	1034715895	Orchestre Minzoto (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik)(Zaire) Minzoto Minzoto ya Zaire Minzoto ya Zaïre Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Grand Minzoto "},"conceptURI":"https://d-nb.info/1034715895","_standard":{"text":"Orchestre Minzoto (Musikgruppe)"},"conceptName":"Orchestre Minzoto (Musikgruppe)"}	029E	$B:	Orchestre Minzoto		
366861735	1063749794	Langa, Roy	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Religion Roy Langa Sadrak Roy-Langa Unbekannt "},"conceptURI":"https://d-nb.info/1063749794","_standard":{"text":"Langa, Roy"},"conceptName":"Langa, Roy"}	028E	$B:	Langa, Roy		
366861735	1034623648	Yenga-Yenga, Junior	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Libreville Musiker Religion Unbekannt Yenga Yenga, Junior Yenga-Yenga, jr. "},"conceptURI":"https://d-nb.info/1034623648","_standard":{"text":"Yenga-Yenga, Junior"},"conceptName":"Yenga-Yenga, Junior"}	028E/01	$B:	Yenga-Yenga, Junior	19XX-2011	
366861735	1079302352	Zaïchoc (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Demokratische Republik)(Zaire) Musikgruppe Orchestre Zaïchoc Zaichoc "},"conceptURI":"https://d-nb.info/1079302352","_standard":{"text":"Zaïchoc (Musikgruppe)"},"conceptName":"Zaïchoc (Musikgruppe)"}	029E	$B:	Zaïchoc		
366863452	1060469049	Loubassou, Denis	{"frontendLanguage":"de","_fulltext":{"text":"Brazzaville Kifoueti Loubassou, Denis Kongo (Republik) La @Cloche Loubassou, Denis "La Cloche" Loubassou, Fifoueti Denis Loubassou, K. D. Loubassou, Kifoueti Denis Musiker Männlich Religion Republik Kongo "},"conceptURI":"https://d-nb.info/1060469049","_standard":{"text":"Loubassou, Denis"},"conceptName":"Loubassou, Denis"}	028E	$B:	Loubassou, Denis	1948-	
366863452	1079303146	Muinkoa Mvura, Tino	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Muinkoa Mvura Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1079303146","_standard":{"text":"Muinkoa Mvura, Tino"},"conceptName":"Muinkoa Mvura, Tino"}	028E/01	$B:	Muinkoa Mvura, Tino		
366863452	1079303375	Mavoungou, Bernard Mav	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Mavungu, Alphonse Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1079303375","_standard":{"text":"Mavoungou, Bernard Mav"},"conceptName":"Mavoungou, Bernard Mav"}	028E/02	$B:	Mavoungou, Bernard Mav		
366863452	1079303421	Mackosso, François	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1079303421","_standard":{"text":"Mackosso, François"},"conceptName":"Mackosso, François"}	028E/03	$B:	Mackosso, François		
366863452	1071004948	Orchestre Le Peuple	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Le Peuple Musikgruppe "},"conceptURI":"https://d-nb.info/1071004948","_standard":{"text":"Orchestre Le Peuple"},"conceptName":"Orchestre Le Peuple"}	029E	$B:	Orchestre Le Peuple		
366883488	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
366883488	3058909-5	African Fiesta	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3058909-5 African-Fiesta Nationale Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. African Fiesta Nationale Le Peuple Orchestre African Fiesta Orchestre African Fiesta Nationale Orchestre African Fiesta Sukisa Orchestre Fiesta National Republik Kongo "},"conceptURI":"https://d-nb.info/3058909-5","_standard":{"text":"African Fiesta"},"conceptName":"African Fiesta"}	029E	$B:	African Fiesta		
366892770	1034709887	Mopero Wa Maloba	{"frontendLanguage":"de","_fulltext":{"text":"Abidjan Geistlicher Kongo (Republik) Maloba, Mopero wa Musiker Orchestre Shama-Shama Religion Unbekannt "},"conceptURI":"https://d-nb.info/1034709887","_standard":{"text":"Mopero Wa Maloba"},"conceptName":"Mopero Wa Maloba"}	028E	$B:	Mopero Wa Maloba	19XX-2008	
366892770	16120907-5	Orchestre Shama-Shama	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)16120907-5 Kongo (Demokratische Republik) Kongo (Republik) Kultur, Erziehung, Bildung, Wissenschaft Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Shama Shama Orchestre Shama Shama Shama Shama Shama Shama de Mopero Shama-Shama "},"conceptURI":"https://d-nb.info/16120907-5","_standard":{"text":"Orchestre Shama-Shama"},"conceptName":"Orchestre Shama-Shama"}	029E	$B:	Orchestre Shama-Shama		
367130777	3059201-X	Bantous	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3059201-X Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Les Bantous Les Bantous de la Capitale Musik (Allgemeines), Musikgeschichte Musikgruppe "},"conceptURI":"https://d-nb.info/3059201-X","_standard":{"text":"Bantous"},"conceptName":"Bantous"}	029E	$B:	Bantous		
367451468	134782542	Ley, Tabu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310472547 (DE-588a)129065609 (DE-588a)134782542 (DE-588c)7659722-2 Allgemeines, Interdisziplinäre Allgemeinwörter Komponist Kongo (Demokratische Republik) Ley LeRochereau, Tabu Ley Rocherau, Tabu Ley Rochereau, Tabu Musiker Pascal, Tabu Personen zu Musik Rochereau Rochereau, ... Rochereau, Ley Rochereau, Tabu L. Rochereau, Tabu Ley Rochereau, Tabuley Seigneur Rocherau Seigneur Rochereau Tabu Ley Tabu, Ley Unbekannt "},"conceptURI":"https://d-nb.info/134782542","_standard":{"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
367451468	3058909-5	African Fiesta	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3058909-5 African-Fiesta Nationale Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. African Fiesta Nationale Le Peuple Orchestre African Fiesta Orchestre African Fiesta Nationale Orchestre African Fiesta Sukisa Orchestre Fiesta National Republik Kongo "},"conceptURI":"https://d-nb.info/3058909-5","_standard":{"text":"African Fiesta"},"conceptName":"African Fiesta"}	029E	$B:	African Fiesta		
367460890	1012128296	Abeti	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588a)1012128296 Demokratische Republik Kongo Finant, Elisabeth Kisangani Kongo (Demokratische Republik) Masikini, Abeti Masikini, Abumba Musikerin Religion Weiblich "},"conceptURI":"https://d-nb.info/1012128296","_standard":{"text":"Abeti"},"conceptName":"Abeti"}	028E	$B:	Abeti	1951-1994	
367465124	1079856439	Chorale mixte de Lemfu	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kirchenchor Kongo (Demokratische Republik) Lemfu "},"conceptURI":"https://d-nb.info/1079856439","_standard":{"text":"Chorale mixte de Lemfu"},"conceptName":"Chorale mixte de Lemfu"}	029E	$B:	Chorale mixte de Lemfu		
367465124	5528856-X	Chorale Mixte du N'Kaandu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588)1079856668 (DE-588b)5528856-X Allgemeines, Interdisziplinäre Allgemeinwörter Kirchenchor Kisantu Kongo (Demokratische Republik) Mixed Choirs of N'Kaandu "},"conceptURI":"https://d-nb.info/5528856-X","_standard":{"text":"Chorale Mixte du N'Kaandu"},"conceptName":"Chorale Mixte du N'Kaandu"}	029E/01	$B:	Chorale Mixte du N'Kaandu		
36746585X	1079913351	Duvelle, Charles	{"frontendLanguage":"de","_fulltext":{"text":"Duvelle, C. Duvelle, Ch. Frankreich Komponist Musikwissenschaftler Männlich Paris Pianist Religion "},"conceptURI":"https://d-nb.info/1079913351","_standard":{"text":"Duvelle, Charles"},"conceptName":"Duvelle, Charles"}	028C	$4:edt	Duvelle, Charles	1937-2017	
368951790	1034623648	Yenga-Yenga, Junior	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Libreville Musiker Religion Unbekannt Yenga Yenga, Junior Yenga-Yenga, jr. "},"conceptURI":"https://d-nb.info/1034623648","_standard":{"text":"Yenga-Yenga, Junior"},"conceptName":"Yenga-Yenga, Junior"}	028A	$4:cmp	Yenga-Yenga, Junior	19XX-2011	
368951790	1034623648	Yenga-Yenga, Junior	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Libreville Musiker Religion Unbekannt Yenga Yenga, Junior Yenga-Yenga, jr. "},"conceptURI":"https://d-nb.info/1034623648","_standard":{"text":"Yenga-Yenga, Junior"},"conceptName":"Yenga-Yenga, Junior"}	028C	$4:prf	Yenga-Yenga, Junior	19XX-2011	
368951790	1081465131	Trio los Julemo (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Demokratische Republik) Le Trio los Julemo Musikgruppe "},"conceptURI":"https://d-nb.info/1081465131","_standard":{"text":"Trio los Julemo (Musikgruppe)"},"conceptName":"Trio los Julemo (Musikgruppe)"}	029F	$4:prf	Trio los Julemo		
368952886	1081465867	Bitshou, Celi	{"frontendLanguage":"de","_fulltext":{"text":"Bitshoumanou Boniface, Francis Bitshu, Celi Bittsu, Celi Celi Bittsu Doba (Tschad) Kongo (Republik) Musiker Männlich Religion Republik Kongo Songwriter Tschad Tschad "},"conceptURI":"https://d-nb.info/1081465867","_standard":{"text":"Bitshou, Celi"},"conceptName":"Bitshou, Celi"}	028A	$4:cmp	Bitshou, Celi	1943-	
368952886	1081465867	Bitshou, Celi	{"frontendLanguage":"de","_fulltext":{"text":"Bitshoumanou Boniface, Francis Bitshu, Celi Bittsu, Celi Celi Bittsu Doba (Tschad) Kongo (Republik) Musiker Männlich Religion Republik Kongo Songwriter Tschad Tschad "},"conceptURI":"https://d-nb.info/1081465867","_standard":{"text":"Bitshou, Celi"},"conceptName":"Bitshou, Celi"}	028C	$4:prf	Bitshou, Celi	1943-	
368974936	13511263X	Mangwana, Sam	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310802636 (DE-588a)13511263X Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Léopoldville Manguana, Sam Manguana, San Mangwana, Samuel Muana Nzoku Musiker Männlich Sammangwana Schlagzeug Singstimme Songwriter "},"conceptURI":"https://d-nb.info/13511263X","_standard":{"text":"Mangwana, Sam"},"conceptName":"Mangwana, Sam"}	028A	$4:cmp	Mangwana, Sam	1945-	
368974936	1022953087	African All Stars	{"frontendLanguage":"de","_fulltext":{"text":"Elfenbeinküste Kongo (Republik) Kounkou, Théo Blaise Musik (Allgemeines), Musikgeschichte Musikgruppe Religion "},"conceptURI":"https://d-nb.info/1022953087","_standard":{"text":"African All Stars"},"conceptName":"African All Stars"}	029F	$4:prf	African All Stars		
368975258	13511263X	Mangwana, Sam	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310802636 (DE-588a)13511263X Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Léopoldville Manguana, Sam Manguana, San Mangwana, Samuel Muana Nzoku Musiker Männlich Sammangwana Schlagzeug Singstimme Songwriter "},"conceptURI":"https://d-nb.info/13511263X","_standard":{"text":"Mangwana, Sam"},"conceptName":"Mangwana, Sam"}	028A	$4:cmp	Mangwana, Sam	1945-	
368975258	1205489940	Mandjèkou, Dizzy	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Mandjèkou, Dizzy, Maître Manzekou, Dizzi Musiker Männlich Papa Dizzy Religion Songwriter "},"conceptURI":"https://d-nb.info/1205489940","_standard":{"text":"Mandjèkou, Dizzy"},"conceptName":"Mandjèkou, Dizzy"}	028C	$4:cmp	Mandjèkou, Dizzy		
368975258	107841100X	Moya, Ringo	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kanyama Moya Cotula Komponist Kongo (Demokratische Republik) Musiker Männlich Paris Religion Schlagzeug "},"conceptURI":"https://d-nb.info/107841100X","_standard":{"text":"Moya, Ringo"},"conceptName":"Moya, Ringo"}	028C	$4:cmp	Moya, Ringo	1953-1993	
368975258	13511263X	Mangwana, Sam	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310802636 (DE-588a)13511263X Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Kongo (Demokratische Republik) Kongo (Demokratische Republik)(Zaire) Léopoldville Manguana, Sam Manguana, San Mangwana, Samuel Muana Nzoku Musiker Männlich Sammangwana Schlagzeug Singstimme Songwriter "},"conceptURI":"https://d-nb.info/13511263X","_standard":{"text":"Mangwana, Sam"},"conceptName":"Mangwana, Sam"}	028C	$4:prf	Mangwana, Sam	1945-	
368975258	1022953087	African All Stars	{"frontendLanguage":"de","_fulltext":{"text":"Elfenbeinküste Kongo (Republik) Kounkou, Théo Blaise Musik (Allgemeines), Musikgeschichte Musikgruppe Religion "},"conceptURI":"https://d-nb.info/1022953087","_standard":{"text":"African All Stars"},"conceptName":"African All Stars"}	029F	$4:prf	African All Stars		
368983501	1081510226	Djo El	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Songwriter "},"conceptURI":"https://d-nb.info/1081510226","_standard":{"text":"Djo El"},"conceptName":"Djo El"}	028A	$4:cmp	Djo El		
368983501	1081510226	Djo El	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Songwriter "},"conceptURI":"https://d-nb.info/1081510226","_standard":{"text":"Djo El"},"conceptName":"Djo El"}	028C	$4:prf	Djo El		
368983501	1034115146	Grand Zaiko Wawa (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Grand Zaiko "Bayaka" Grand Zaïko Grand-Zaiko Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Le Grand Zaiko "},"conceptURI":"https://d-nb.info/1034115146","_standard":{"text":"Grand Zaiko Wawa (Musikgruppe)"},"conceptName":"Grand Zaiko Wawa (Musikgruppe)"}	029F	$4:prf	Grand Zaiko Wawa		
368985555	13543159X	Nyboma	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)311121594 (DE-588a)13543159X Demokratische Republik Kongo Kongo (Republik) Muan Dido Muan'dido, Nyboma Musiker Mwan'dido, Nyboma Männlich Nyboma Mwan'Dido Danos Canta Nyboma-Canta Quatres Étoiles - Four Stars (Musikgruppe) Religion Singstimme "},"conceptURI":"https://d-nb.info/13543159X","_standard":{"text":"Nyboma"},"conceptName":"Nyboma"}	028A	$4:cmp	Nyboma	1952-	
368985555	1081513799	Mulembu	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Mulembu Tshagar Tshibao Musiker Männlich Religion Songwriter Tshibau, Mulembu "},"conceptURI":"https://d-nb.info/1081513799","_standard":{"text":"Mulembu"},"conceptName":"Mulembu"}	028C	$4:cmp	Mulembu		
368985555	1081514086	Vata Mombassa	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Elfenbeinküste Kongo (Demokratische Republik) Musiker Männlich Prof. Vata Mombasa Prof. Vata Mombassa Religion Songwriter Vata Mombasa Vata, Diantima "},"conceptURI":"https://d-nb.info/1081514086","_standard":{"text":"Vata Mombassa"},"conceptName":"Vata Mombassa"}	028C	$4:cmp	Vata Mombassa		
368985555	3060488-6	Orchestre Lipua-Lipua (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3060488-6 Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Republik) Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Lipwa Lipwa Republik Kongo "},"conceptURI":"https://d-nb.info/3060488-6","_standard":{"text":"Orchestre Lipua-Lipua (Musikgruppe)"},"conceptName":"Orchestre Lipua-Lipua (Musikgruppe)"}	029F	$4:prf	Orchestre Lipua-Lipua		
368993736	1081521333	Bidens, Sec	{"frontendLanguage":"de","_fulltext":{"text":"Bidiampasi, Monanga Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Songwriter "},"conceptURI":"https://d-nb.info/1081521333","_standard":{"text":"Bidens, Sec"},"conceptName":"Bidens, Sec"}	028A	$4:cmp	Bidens, Sec	1954-	
368993736	1081521333	Bidens, Sec	{"frontendLanguage":"de","_fulltext":{"text":"Bidiampasi, Monanga Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Songwriter "},"conceptURI":"https://d-nb.info/1081521333","_standard":{"text":"Bidens, Sec"},"conceptName":"Bidens, Sec"}	028C	$4:prf	Bidens, Sec	1954-	
