PPN	Signatur	Signatur_PPN	weitere Signaturen	Objekttitel	Reihentiteltitel	"Sprachen"	Objektbeschreibung	Umfang	"Weitere Nummer (Typ)"	"Weitere Nummer (Wert)"	Datum	"Ort"	"Ort-System-ID"	Label	"Schlagwörter"	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	Ereignis	"GND-URL"	"Import-Name"	"Name"	"Rolle"	"Bemerkung"
401738345	TK 404	TK 404 401738345		Daaly / Thione Seck & Le Raam-Daan		"und"	Enth.: Daaly. Madjiguene. Diyelo. France - Papa. Momy. Gaddaye. Raam Daan Mbalax	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 404|SYL 83199"	1997	"Paris"	"17840"	Syllart Productions	"Musik|Senegal|Populäre Musik"	1996/518				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1070287040|http://d-nb.info/gnd/1070287040|http://d-nb.info/gnd/3059298-7"	"Seck, Thione|Seck, Thione|Raam Daan|Syllart Productions"	"Seck, Thione|Seck, Thione|Raam Daan|Syllart Productions"	"Komposition (von)|Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1955-2021|1955-2021|"
401908453	TK 405	TK 405 401908453		Kor Dior / Coumba Gawlo		"und"	Enth.: Waxkatbi. Dieuf. Djirim - Dagotte. Kor Dior. Sama Xol	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 405|SYL 83194"	1995	"Paris"	"17840"	Syllart Production	"Musik|Senegal|Populäre Musik"	1996/519				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1126281328"	"Seck, Coumba Gawlo|Syllart Production"	"Seck, Coumba Gawlo|Syllart Production"	"Interpretation (durch)|Musiklabel"	"1972-"
401909441	TK 406	TK 406 401909441		Né La Thiass / Cheikh Ndiguël Lô		"und"	Enth.: Ne la Thiass. Boul di Tagal. Set - Cheikh Ibra Fall. Bamba sunu Goorgui. Guiss Guiss	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 406|Saprom Prod 11-95"	1995	"Senegal"	""	Saprom Productions	"Musik|Senegal|Populäre Musik"	1996/520				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129632733|http://d-nb.info/gnd/119093553"	"Lô, Cheikh|N'Dour, Youssou|Saprom Productions"	"Lô, Cheikh|N'Dour, Youssou|Saprom Productions"	"Interpretation (durch)|?|Musiklabel"	"1955-|1959-"
401909794	TK 407	TK 407 401909794		Lionnes du Sénégal / Lare International ex"Étoile 2000"		"und"	Enth.: Lionne du Sénégal. Gagnenga. Domou Guewel - Youma Modji. M'Balakh international. Bassine	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 407|-"	1995	"Dakar"	"44728"	Studio 2000	"Musik|Senegal|Populäre Musik"	1996/521				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129633179"	"Lare International|Studio 2000"	"Lare International|Studio 2000"	"Interpretation (durch)|Musiklabel"	""
40197040X	TK 452	TK 452 40197040X		My sweet heart / K.K. Kabobo		"und"	Enth.: Asem da nyimpa no do. My sweet heart. Nyame wɔ hɔ (Nyame wo ho) - Nyame ehu wo. Nyame ye ɔdɔ (Nyame ye odo). Gye w'ahom	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 452|-"	1992	"Accra?"	"721355"	Stebo Records International	"Musik|Ghana|Hughlife|Populäre Musik"	1996/616				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129708365"	"Kabobo, K. K.|Stebo Records International"	"Kabobo, K. K.|Stebo Records International"	"Interpretation (durch)|Musiklabel"	""
401971406	TK 453	TK 453 401971406		Yen Agya A Wowɔ Soro / Onyame Nkrabea Nwomkrɔ Ntri-Buoho		"und"	Enth.: Yen Agya Wowɔ Soro. Bue Me. Ɔhene Faro. Ye Bobɔ Adini. Me Wɔ Dom. Mebo Wo Mrane - Monye Koom. Adam Nana. Elijah. Yaba No Gyan. Ka Me To Mu. Onyame Ye. Aman Mma. Onyame Adwuma	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 453|-"	1995	""	""		"Musik|Ghana|Traditionelle Musik|Religiöse Musik <christl.>"	1996/617				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129709280"	"Onyame Nkrabea Nwomkro"	"Onyame Nkrabea Nwomkro"	"Interpretation (durch)"	""
401972585	TK 454	TK 454 401972585		Ɔfre a yesu Afre / Esther Nyamekye		"und"	Enth.: Ɔfre a yesu Afre. Yehowa te ase yi. Asennua no so. Oguanma a wɔkum no - Mesi Medan. Yesu bra. Sɔre gyina w'anamon so	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 454|Mummy Vol. 1/Box 8117 Ksi"	1990	"Kumasi"	""	House of Faith Ministries	"Musik|Ghana|Religiöse Musik <chritl.>|Gospel"	1996/618				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129709973"	"Nyamekye, Esther|House of Faith Ministries"	"Nyamekye, Esther|House of Faith Ministries"	"Interpretation (durch)|Musiklabel"	""
401973751	TK 455	TK 455 401973751		Agya na Ohwe Nema So / Ɔkatakye Kwame Nti		"und"	Enth.: Agya na Ohwe Nema So. Ma atamfo Nka. Medo wo - Nnipa bawu na Sika tease. Onsene me biribiara mu. Odo anware mea	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 455|-"	1990	"Accra"	"721355"	Daniels Music Production	"Musik|Ghana|Populäre Musik"	1996/619				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129711145"	"Okatakye Kwame Nti|Daniels Music Production"	"Okatakye Kwame Nti|Daniels Music Production"	"Interpretation (durch)|Musiklabel"	""
401974383	TK 456	TK 456 401974383		Going crazy! / Puncho		"und"	Enth.: Matse Onitso. Fools & money. Living for music. Bitchy witch - Going crazy. Think B4 'U' talk. Ɔdɔ Soronko	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 456|-"	1995	"Ghana"	"43113"	P & P Productions	"Musik|Ghana|Populäre Musik"	1996/622				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129712540"	"Puncho|P & P Productions"	"Puncho|P & P Productions"	"Interpretation (durch)|Musiklabel"	""
401997758	TK 457	TK 457 401997758		Daadaa Nyinaa / Stella Dugan		"und"	Enth.: Jesus. Ebenezer. Daadaa Nyinaa. Yesu okasa - Onyame Tumfo. Praise medley. Jesus (instrumental). Osoro Hen	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 457|-"	1990	"Ghana"	"43113"	[Verlag nicht ermittelbar]]	"Musik|Ghana|Gospel|Religiöse Musik <christl.>"	1996/620				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129794792"	"Dugan, Stella|[Verlag nicht ermittelbar]]"	"Dugan, Stella|[Verlag nicht ermittelbar]]"	"Interpretation (durch)|Musiklabel"	""
401998517	TK 458	TK 458 401998517		Soomei - sonka / D.J. Harry Lord		"und"		1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 458|-"	1993	"Ghana?"	"43113"	Doris Day Production	"Musik|Ghana|Populäre Musik|Comedy"	1996/623				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129795144"	"D.J. Harry Lord|Doris Day Production"	"D.J. Harry Lord|Doris Day Production"	"Interpretation (durch)|Musiklabel"	""
401999165	TK 459	TK 459 401999165		Hi-Life special / Awura Ama		"und"	Enth.: Medofo Adaadaa Me. Ɔbaatan. Ɔdɔ tie - Kom Na Maye. Nyarko Abronoma. Maninfɔɔ Kɔ	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 459|-"	1992	"Accra?"	"721355"	Kox Production	"Musik|Ghana|Populäre Musik"	1996/625				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129803538|http://d-nb.info/gnd/1129803538"	"Ama, Awura|Ama, Awura|Kox Production"	"Ama, Awura|Ama, Awura|Kox Production"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
402001443	TK 460	TK 460 402001443		Eheye wo bo / Kumapim Royals International Band. Led by Akwasi Ampofo Adjei (A.A.A.)		"und"	Enth.: Ehye wo bo. Awisia. Hu mani so mame - Pe me saa. Sana Nipa Tee. Were bra	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 460|HRF 1004"	1996	"Accra?"	"721355"	[Brobisco]	"Musik|Ghana|Populäre Musik"	1996/-				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129805425||http://d-nb.info/gnd/3060141-1"	"Ampofo-Adjei, Akwasi|Brobbey, A.K.|Kumapim Royal's Band|[Brobisco]"	"Ampofo-Adjei, Akwasi|Brobbey, A.K.|Kumapim Royal's Band|[Brobisco]"	"Interpretation (durch)|Produktion (von)|Interpretation (durch)|Musiklabel"	"1947-2004||"
402002083	TK 461	TK 461 402002083		Megyidzi So / Pat Thomas		"und"	Enth.: Megyidzi So. Wonka. Me Da Me Nyame Ase - Odo Adaa Daa Me. Womma Menka Bi. Megyidzi So (dub mix)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 461|GDR-001"	1995	"Toronto"	""	Gold Dust Records	"Musik|Ghana|Highlife|Populäre Musik"	1996/626				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1075326230|http://d-nb.info/gnd/1075326230"	"Thomas, Pat|Thomas, Pat|Gold Dust Records"	"Thomas, Pat|Thomas, Pat|Gold Dust Records"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1951-|1951-"
402004191	TK 462	TK 462 402004191		Qui sème le vent récolte le tempo / MC Solaar		"und"	Enth.: Intro. Qui sème le vent récolte le tempo. Matière grasse contre matière grise. Victime de la mode. L'histoire de l'art. Armand est mort. Quartier Nord - Interlude. À temps partiel. Caroline. La @musique adoucit les mœurs. Bouge de là. Ragga jam. La @dévise. Funky dreamer	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer|Produkt-Nummer"	"TK 462|Polydor 511 133-4|7-31451-11334-5"	1991	"Paris"	"17840"	Polydor	"Musik|Frankreich|Rap|Populäre Musik|Senegal"	1996/1007				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134788508"	"MC Solaar|Polydor"	"MC Solaar|Polydor"	"Interpretation (durch)|Musiklabel"	"1969-"
402004450	TK 463	TK 463 402004450		Prose combat / MC Solaar		"und"	Enth.: Aubade. Obsolète. Nouveau Western. À la Claire Fontaine. Superstarr. La @concubine de l'hémoglobine. Dévotion. Temps mort - L'NMIACCD'HTCK72KPDP. Séquelles. Dieu et son âme. À dix de mes disciples. La @fin justifié les moyen. Relations humaines. Prose combat	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer|Produkt-Nummer"	"TK 463|Polydor 521 289-4|7-31452-12894-2"	1994	"Paris"	"17840"	Polydor	"Musik|Frankreich|Rap|Populäre Musik|Senegal"	1996/1006				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134788508"	"MC Solaar|Polydor"	"MC Solaar|Polydor"	"Interpretation (durch)|Musiklabel"	"1969-"
40200471X	TK 464	TK 464 40200471X		L'expérience / Amy Koïta		"und"	Enth.: Magoyena. Seme Djiri. Yayo - Tounya-Tigui. N'Darila. Wale-Yuman	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 464|DK37"	1995	""	""		"Musik|Mali|Populäre Musik"	1996/1213	"Enregistrement: JBZ Recording  Studio, Abidjan CI"			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/106539103X"	"Koïta, Amy"	"Koïta, Amy"	"Interpretation (durch)"	"1952-"
402005600	TK 465	TK 465 402005600		La princesse / Aminata Kamissoko		"und"	Enth.: Yebo Lami. Nayo. Djene. Momandi Djouye - Papa Anne. Douba. Khili Kane. Larici. Djiguiya	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 465|BGDA 95002"	1992	""	""		"Musik|Guinea ?|Mali ?|Populäre Musik"	1996/1214				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129809595"	"Kamissoko, Aminata"	"Kamissoko, Aminata"	"Interpretation (durch)"	""
402007506	TK 466	TK 466 402007506		Père Noël confiance / Bozi-Boziana rt l'Anti-Choc		"und"	Enth.: Père Noël confiance. Vérité. Rayon soleil. Benson nostalgique - Va et vient. Que Dieu soit loué. Muana mawa. Influence Lunda. Animation folklore	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer|Verlags-Bestellnummer"	"TK 466|RMP 015/96|FDB 300271"	1997	"Paris"	"17840"	Flash Diffusion Business	"Musik|Kongo|Populäre Musik"	1996/1215				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1022218875|http://d-nb.info/gnd/102221957X"	"Bozi Boziana|Anti Choc (Musikgruppe)|Flash Diffusion Business"	"Bozi Boziana|Anti Choc|Flash Diffusion Business"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1952-|"
402014693	TK 467	TK 467 402014693		Gardez votre souffle / Pépé Kallé. Empire Bakuba		"und"	Enth.: Guyguy Madimba. Don't cry dube. Keba na mopepe. Karibu. Muana m'mobowa - Allo chérie. Rigo teka. Young Africa. Mayimona	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 467|-"	1995	""	""		"Musik|Kongo|Populäre Musik"	1996/1216				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/138677433|http://d-nb.info/gnd/3029979-2"	"Pépé Kallé|Empire Bakuba"	"Pépé Kallé|Empire Bakuba"	"Interpretation (durch)|Beteiligte Person/Körperschaft"	"1951-1998|"
402014898	TK 469	TK 469 402014898		Sah'lomon en concert à Paris / Sah'lomon		"und"	Enth.: Taxi Diarabi. Morveux se mouche. sarah. Madou - Mac Mina. Mycha. Africantilles. Mamamia	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 469|DK62"	1990	""	""		"Musik|kongo|Populäre Musik"	1996/1218				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054570965"	"Sah'lomon"	"Sah'lomon"	"Interpretation (durch)"	""
402046501	TK 470	TK 470 402046501		EuLeuk Sibir! / You - Pene		"und"	Enth.: EuLeuk SiBir. Silmaxa. Tongo - Warougar. Indépendance. Ndanane	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 470|-"	1996	"Dakar"	"44728"	Xippi Inc.	"Musik|Senegal|Populäre Musik"	1996/1219	"Une production de Omar Pène & Youssou NDour			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/119093553|http://d-nb.info/gnd/1065416989|http://d-nb.info/gnd/3027408-4|http://d-nb.info/gnd/3016189-7"	"N'Dour, Youssou|Pene, Omar|Super Diamono|Super-Etoile de Dakar|Xippi Inc."	"N'Dour, Youssou|Pene, Omar|Super Diamono|Super-Etoile de Dakar|Xippi Inc."	"Komposition (von)|Komposition (von)|Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1959-|1956-||"
402063554	TK 472	TK 472 402063554		Mayoni Don P. / Mayaula Mayoni		"und"	Enth.: L'@amour au kilo. Ousmane Bakayoko. Mbongou. Alpha B.C. - Ko tika te. Mamiwata. Doudou a Mwen. O.B.D.P.	1 Tonkassette ; Mono-Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer|Produkt-Nummer"	"TK 472|Tamaris TMS 92011 K7|3-468280-922110"	1992	""	""		"Musik|Kongo|Populäre Musik"	1996/1221				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1053235844"	"Mayaula Mayoni"	"Mayaula Mayoni"	"Arrangement (von)"	"1945-2010"
402076621	TK 473	TK 473 402076621		Bize Ma'ndundu / L'Orchestre Super Choc de Shora Mbemba		"und"	Enth.: Ma'ndundu. Mofiti. Bize. Shabani. Licencié - Orphélin. Losambo. Moura. Maniasa	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 473|BMP 960072"	1995	"Kinshasa|Köln"	"23928|721396"	Shabani Records	"Musik|Kongo|Populäre Musik"	1996/1222				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129879208|http://d-nb.info/gnd/1129879291"	"Mbemba, Shora|Super Choc|Shabani Records"	"Mbemba, Shora|Super Choc|Shabani Records"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"|"
402083644	TK 499	TK 499 402083644		Soukouss Express / Soukouss Express		"und"	Enth.: Zot le' en pointe. Dou d'amitié. Rencontre - Cafrina. Femme de l'île. Carry soukouss	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 499|MCP 5202"	1990	"Kinshasa?"	"23928"	MCP	"Musik|Kongo|Populäre Musik"	1996/1581				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129894533"	"Soukouss Express|MCP"	"Soukouss Express|MCP"	"Interpretation (durch)|Musiklabel"	""
402084470	TK 500	TK 500 402084470		Ambiance 2000 / Djodji [Georges Dickson]		"und"	Enth.: Ambiance 2000. Silane. Mariage et misère. Muléma Mwam - Baby come back. Benyengue ba nkondo. Afric en péril (Esimala). Dube	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 500|TJR ATK139"	1995	"Paris"	"17840"	TJR Touré Jim's Records	"Musik|Kamerun|Populäre Musik"	1996/1582				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129895246|http://d-nb.info/gnd/1129895246"	"Djodji|Djodji|TJR Touré Jim's Records"	"Djodji|Djodji|TJR Touré Jim's Records"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
402085620	TK 501	TK 501 402085620		V12 / Koffi Olomide		"und"	Enth.: Andrada. Chantou. État civil - Dosier du jour. Nouveau Testament. Miss Toutsi (Miss Tutsi)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 501|Sonodisc MC 76913"	1995	"Paris"	"17840"	Sonodisc	"Musik|Kongo|Populäre Musik"	1996/1588				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023168456|http://d-nb.info/gnd/1023168456"	"Olomidé, Koffi|Olomidé, Koffi|Sonodisc"	"Olomidé, Koffi|Olomidé, Koffi|Sonodisc"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1956-|1956-"
402086074	TK 502	TK 502 402086074		Masoma / Charlotte M'Bango		"und"	Enth.: Malea. Sengane mo. Musea. Makaki. A moto - Douala serenade. Na wasi. Ndol'a bwindea. Angel'a loba. Mutated'am	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 502|REF CP 1295"	1990	"Kamerun"	""	Charlotte M'Bango	"Musik|Kamerun|Populäre Musik"	1996/1584				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1064720811"	"Mbango, Charlotte|Charlotte M'Bango"	"Mbango, Charlotte|Charlotte M'Bango"	"Interpretation (durch)|Musiklabel"	"1960-2009"
402086457	TK 503	TK 503 402086457		Another part of me  / Prince Ndedi Eyango		"und"	Enth.: Mind your business. Manyaka. A Loba na som. Didier Bikong (Akwedi) - Viji. Na mongele binyo. Home is home. Binyama	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 503|PMI"	1996	"Los Angeles|Douala"	"721379"	PMI Preya Music International, EMMA Records, Groupe Duplic International (Licence Cameroun)	"Musik|Kamerun|Populäre Musik"	1996/1585				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1080503293|http://d-nb.info/gnd/1080503293"	"Prince Eyango|Prince Eyango|PMI Preya Music International|EMMA Records, Groupe Duplic International (Licence Cameroun)"	"Prince Eyango|Prince Eyango|PMI Preya Music International|EMMA Records, Groupe Duplic International (Licence Cameroun)"	"Komposition (von)|Interpretation (durch)|Musiklabel|Musiklabel"	"1960-|1960-"
402086996	TK 504	TK 504 402086996		KORTA (les dignitaires) / L'Orchestre Les Sans Visas de la star des stars Petit Pays le turbo d'Afrique		"und"	Enth.: Même les chefs d'état meurent (Janéa). We ndolo. Pogna Sukka - Muto. Sango Loba. Pogna Sukka	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 504|TURBO"	1995	"Kamerun"	""	Turbo Production	"Musik|Kamerun|Populäre Musik"	1996/1586	Abweichende Trackfolge auf Cover			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/143129341|http://d-nb.info/gnd/143129341|http://d-nb.info/gnd/10128655-7"	"Petit-Pays|Petit-Pays|Sans Visas|Turbo Production"	"Petit-Pays|Petit-Pays|Sans Visas|Turbo Production"	"Komposition (von)|Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1967-|1967-|"
402087372	TK 505	TK 505 402087372		100° de Bikutsi à l'ombre : "c'est quoi même" / Nkodo Si Tony		"und"	Enth.: Dolo Eibe (10 F). Eban - Mon Nkoulou. Mane na	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 505|NEK 5004"	1995	"Douala"	"721379"	Energy Productions	"Musik|Kamerun|Populäre Musik"	1996/1587				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1127261045|http://d-nb.info/gnd/1127261045"	"Nkodo Si Tony|Nkodo Si Tony|Energy Productions"	"Nkodo Si Tony|Nkodo Si Tony|Energy Productions"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
402088719	TK 506	TK 506 402088719		240 à l'heure : 30ème anniversaire vol 1 / Johnny Tezano		"und"	Enth.: Tu m'as tout donné. Carreau magique. Mauvais camara - Menenge c'est bon. Mef "a". Faya and Djindja	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 506|003/95"	1996	"Yaoundé"	""	JT Production	"Musik|Kamerun|Populäre Musik"	1996/1588				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1081118903"	"Tezano, Johnny|JT Production"	"Tezano, Johnny|JT Production"	"Interpretation (durch)|Musiklabel"	""
402089200	TK 507	TK 507 402089200		Derkedjo / Kawtal		"und"	Enth.: Derkedjo. Waï. Magie - Adili. Dambo. Dioulde	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 507|-"	1995	""	""		"Musik|Kamerun|Populäre Musik"	1996/1589				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10128645-4"	"Faadah Kawtal (Musikgruppe)"	"Faadah Kawtal"	"Interpretation (durch)"	""
402089960	TK 508	TK 508 402089960		N'Daya International / Sali Sidibé		"und"	Enth.: Yacouba Sylla. N'Daya International. Muso Nyebato - N'Dia. Sidikile. Fote Ma Ban. Maliden Nyuman	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 508|C.K.7 003"	1993	"Paris"	"17840"	Camara C.K.7	"Musik|Guinea|Mali|Populäre Musik"	1996/1590				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1124713093"	"Sidibé, Sali|Camara C.K.7"	"Sidibé, Sali|Camara C.K.7"	"Interpretation (durch)|Musiklabel"	"1960-2020"
40209042X	TK 509	TK 509 40209042X		Wale Gnouma Don / Sali Sidibé		"und"	Enth.: Wale Gnouma Don. Kolola. Musée - Aimée. Douga Diabira. Wassolon Foli	1 Tonkassette ; Stereo  /  Mono ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer|Verlags-Bestellnummer|Verlags-Bestellnummer"	"TK 509|5|KBK 910|CK7 Camara Production KBK910"	1990	"Erscheinungsort nicht ermittelbar|Paris"	"4035|17840"	[Verlag nicht ermittelbar], Camara / Production CK7	"Musik|Guinea|Mali|Populäre Musik"	1996/1591				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1124713093"	"Sidibé, Sali|[Verlag nicht ermittelbar]|Camara / Production CK7"	"Sidibé, Sali|[Verlag nicht ermittelbar]|Camara / Production CK7"	"Interpretation (durch)|Musiklabel|Musiklabel"	"1960-2020"
402091108	TK 510	TK 510 402091108		Emotion / Papa Wemba		"und"	Enth.: Yolele. Mandola. Show me the way. Rail on. Shofele. Awa Y'Okeyi - Fa Fa Fa Fa Fa. Image. Sala Kemba (Be careful). Ah ouais (Oh yes). Epelo	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 510|40322-4 (40322-2)"	1995	"U.K."	"4799"	Real World/Virgin	"Musik|Kongo|Populäre Musik"	1996/1592				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134756258|http://d-nb.info/gnd/134756258"	"Papa Wemba|Papa Wemba|Real World/Virgin"	"Papa Wemba|Papa Wemba|Real World/Virgin"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1949-2016|1949-2016"
402092228	TK 511	TK 511 402092228		Molobali 92 / Molobali Traoré		"und"	Enth.: Diandjo. Tindro. Dely Magnin - Monian. Laban Kasi. Nia	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 511|276"	1992	""	""		"Musik|Mali|Populäre Musik"	1996/1593	Auch erschienen mit vertauschter A- und B-Seite			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1129903281"	"Traoré, Molobali"	"Traoré, Molobali"	"Interpretation (durch)"	""
