PPN	Signatur	Signatur_PPN	weitere Signaturen	Objekttitel	Reihentiteltitel	"Sprachen"	Objektbeschreibung	Umfang	"Weitere Nummer (Typ)"	"Weitere Nummer (Wert)"	Datum	"Ort"	"Ort-System-ID"	Label	"Schlagwörter"	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	Ereignis	"GND-URL"	"Import-Name"	"Name"	"Rolle"	"Bemerkung"
404876811	TK 1002	TK 1002 404876811		I love you / Sah'lomon		"und"	Enth.: Tu me rends fou. I love you. Les uns et les autres. Les uns et les autres(club). Mami wata Nicole. Bidibip - Rokiatou. Madou. Morveux se Mouche. Rama. Aïssa Koumba. Mycha	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1002|SM 737"	1996	"Paris|Freetown"	"17840|721384"	[Sonima Music], Super Sound Ltd.	"Musik|Kongo|Populäre Musik"	2001/85				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054570965|http://d-nb.info/gnd/1054570965"	"Sah'lomon|Sah'lomon|[Sonima Music]|Super Sound Ltd."	"Sah'lomon|Sah'lomon|[Sonima Music]|Super Sound Ltd."	"Komposition (von)|Interpretation (durch)|Musiklabel|Musiklabel"	"|"
404877648	TK 1003	TK 1003 404877648		Asouka (Sucré) / Lutchiana 100%. Orchestre International Karawa Musica	Editions Espérance	"und"	Enth.: Asouka. As Diop. Bougez bougez - Nasalanini-Sousa. Yaka Sousa. Angola	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer|Produkt-Nummer"	"TK 1003|Sonodisc MCS 6841|3-252411-684172"	1995	"Paris"	"17840"	Sonodisc	"Musik|Kongo|Populäre Musik"	2001/83				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1071093797|http://d-nb.info/gnd/1136139141"	"Lutchiana Mobulu|Karawa Musica|Sonodisc"	"Lutchiana Mobulu|Karawa Musica|Sonodisc"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"|"
404888038	TK 1004	TK 1004 404888038		MENSAH mensah / King Mensah		"und"	Enth.: Topodola. Néné. Babadé. Fetou - Djoka. Elava. Mawu-Ena. Meneou	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1004|-"	2000	"Lomé"	"44372"	Shell Togo	"Musik|Togo|Populäre Musik"	2001/118				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135087570|http://d-nb.info/gnd/135087570"	"King Mensah|King Mensah|Shell Togo"	"King Mensah|King Mensah|Shell Togo"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1971-|1971-"
404888291	TK 1005	TK 1005 404888291		Makafu Yehova / Tassivi Tobias		"und"	Enth.: Makafu Yehova. Akpe na Yehova. Yehova li daa. Miwo blewu - Agbe nya ye. Dela Yesue le wuame. Je crois en toi mon Dieu. Ma po edegbekple wo nko	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1005|007"	1990	"Lomé"	"44372"	Melo-Togo	"Musik|Togo|Religiöse Musik <christl.>"	2001/1081				Veröffentlichung (musikalisches Werk)	"|"	"Tassivi, Tobias|Tassivi, Tobias|Melo-Togo"	"Tassivi, Tobias|Tassivi, Tobias|Melo-Togo"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
404888674	TK 1006	TK 1006 404888674		Kafu kafu kple akpe dada / Adjeh Téophil		"und"	Enth.: Louanges: Kafu kafu. Fia Salomon. Agbe mavo. Kpe gba to. Aseda. Jerico. Matu nye xo de agakpedzi. Yesu ye nye gbadza la. Yehowa ye nyi kplolanye - Adorations: Le @grand jour s'est levé. Adonaï. Miséricorde. Saint Esprit. Les cieux proclament. Akpe mada na mawu	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1006|MO 820"	1990	"Lomé"	"44372"	M'Bolo Music Production/La Voix de son Maître	"Musik|Togo|Religiöse Musik <christl.>"	2001/120				Veröffentlichung (musikalisches Werk)	""	"Adjeh, Téophil|M'Bolo Music Production/La Voix de son Maître"	"Adjeh, Téophil|M'Bolo Music Production/La Voix de son Maître"	"Interpretation (durch)|Musiklabel"	""
404897142	TK 983	TK 983 404897142		Boum tonnerre / Diblo & Matchatcha		"und"	Enth.: Boum-tonnerre. Papa et maman. Riche en amour - Weya. Vouma	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 983|43"	1990	"Erscheinungsort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Komgo|Populäre Musik"	2000/923				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1053547196|http://d-nb.info/gnd/1053547196|http://d-nb.info/gnd/16171162-5"	"Dibala, Diblo|Dibala, Diblo|Matchatcha|[Verlag nicht ermittelbar]"	"Dibala, Diblo|Dibala, Diblo|Matchatcha|[Verlag nicht ermittelbar]"	"Komposition (von)|Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1954-|1954-|"
404898181	TK 984	TK 984 404898181		Soukous Stars in Hollywood / Soukous Stars		"und"	Enth.: Robin pretty. Sophia. Morenita. Rhoda - Rosy. Aba guimo. Cayina	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 984|Malaika MC71616"	1993	"Erscheinungsort nicht ermittelbar"	"4035"	Malaika	"Musik|Afrika|Populäre Musik"	2000/922				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10363034-X"	"Soukous Stars|Malaika"	"Soukous Stars|Malaika"	"Interpretation (durch)|Musiklabel"	""
404899404	TK 985	TK 985 404899404		Amour interdit / Defao & the Big Stars		"und"	Enth.: Radio trottoir. 2ème mi-temps Famille Kikuta. Willy Bwa Papa - Madova: amour interdit. Mata mbugu-love. Mal à l'aise	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 985|Scorpions Productions"	1996	"Paris"	"17840"	Scorpion Productions Clesh Atipo Ngapi (Scorpions Productions Clesh Atipo Ngapi)	"Musik|Kongo|Populäre Musik"	2000/926	Verlagsname auf Kassette: Scorpions Productions Clesh Atipo Ngapi			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/103434675X|http://d-nb.info/gnd/1132721180"	"Defao|Defao & The Big Stars|Scorpion Productions Clesh Atipo Ngapi (Scorpions Productions Clesh Atipo Ngapi)"	"Defao|Defao & The Big Stars|Scorpion Productions Clesh Atipo Ngapi (Scorpions Productions Clesh Atipo Ngapi)"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1958-|"
404905676	TK 1007	TK 1007 404905676		Edzo bibi / Evangelist John Star		"und"	Enth.: Edzo bibi. Woe nye Yehowa. Va kaba. Madidi o - Yehowa wɔm. Dzidzɔ wo nye nam. Ne Yesu mele asiwoa. Migana wo able mi o	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1007|-"	1992	"Lomé"	"44372"	Studio DS	"Musik|Togo|Religiöse Musik <christl.>"	2001/122				Veröffentlichung (musikalisches Werk)	""	"Star, John|Studio DS"	"Star, John|Studio DS"	"Interpretation (durch)|Musiklabel"	""
404910041	TK 1008	TK 1008 404910041		Nè Ngbo Nzi / Monia Tchangaï		"und"	Enth.: Nè Ngbo Nzi. Eya yozou nê dou - Evèna. Kpédem yo	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer|Produkt-Nummer"	"TK 1008|MJ 001|7-010147-85000-8"	1998	"Lomé"	"44372"	JAT Music Togo/EMI	"Musik|Togo|Populäre Musik"	2001/123				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/113629404X|http://d-nb.info/gnd/113629404X"	"Tchangaï, Monia|Tchangaï, Monia|JAT Music Togo/EMI"	"Tchangaï, Monia|Tchangaï, Monia|JAT Music Togo/EMI"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
404910572	TK 1009	TK 1009 404910572		Vato̱nam / Sandra		"und"	Enth.: Menya wò. Vato̱nam. Yesu. Yesu nazakoya - I need your presence. Tout se brise. Hlè wò yayra. I need you (reprise)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1009|S001.99"	1999	"Togo"	""	M'Bolo Music	"Musik|Togo|Religiöse Musik <christl.>"	2001/121				Veröffentlichung (musikalisches Werk)	""	"Sowu, Sandra|M'Bolo Music"	"Sowu, Sandra|M'Bolo Music"	"Interpretation (durch)|Musiklabel"	""
404912672	TK 986	TK 986 404912672		Ibe miri mouna / Dienaba Diakite		"und"	Enth.: Ibe miri mouna. Diabira. Dougoudassiri - Nalenale. Konya. Diarabi	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 986|20"	1995	"Erscheinungsort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Mali|Populäre Musik"	2000/925				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1126202983"	"Diakité, Dienaba|[Verlag nicht ermittelbar]"	"Diakité, Dienaba|[Verlag nicht ermittelbar]"	"Interpretation (durch)|Musiklabel"	""
404912788	TK 1010	TK 1010 404912788		Lomé Nana Benz / Monia Tchangaï		"und"	Enth.: Lomé Nana Benz. Esso hana. Mongon hezou - Système D. Tognea wena wo. Seim Woè	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer|Produkt-Nummer"	"TK 1010|-|8-01014S-G5000-8"	1992	"Lomé?"	"44372"	Monia Tchangaï Organisation	"Musik|Togo|Populäre Musik"	2001/124				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/113629404X|http://d-nb.info/gnd/113629404X"	"Tchangaï, Monia|Tchangaï, Monia|Monia Tchangaï Organisation"	"Tchangaï, Monia|Tchangaï, Monia|Monia Tchangaï Organisation"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
404913717	TK 1011	TK 1011 404913717		1er Gaou / Magic System		"und"	Enth.: 1er Gaou. Amoulanga. Secret d'Africain. Delinquance juvenile - Mi wan gno. Complainte. Pourquoi ça. Gazekagnon	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1011|MGS 3362"	1995	"Abidjan?"	"44730"	MGS	"Musik|Côte d'Ivoire|Populäre Musik"	2001/125	Direct digital recording			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10135566-X"	"Magic System (Musikgruppe)|MGS"	"Magic System|MGS"	"Interpretation (durch)|Musiklabel"	""
40491375X	TK 987	TK 987 40491375X		Set jamm / Youssou N'dour et le Super Étoile		"und"	Enth.: Set. Myoko strong. Fakastallu. Ay coonola - Salimata. Toxique. Jamm. Diamono	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 987|3"	1995	"Erscheinungsort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Senegal|Populäre Musik"	2000/919				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/119093553|http://d-nb.info/gnd/3016189-7"	"N'Dour, Youssou|Super-Etoile de Dakar|[Verlag nicht ermittelbar]"	"N'Dour, Youssou|Super-Etoile de Dakar|[Verlag nicht ermittelbar]"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1959-|"
404914209	TK 1012	TK 1012 404914209		Sabina / Les Youles		"und"	Enth.: Sabina. Agbrim. Les enfants s'amusent - Eyoule. La vie est un combat. Ondjele	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1012|MGS 2989 (2096A-0893)"	1995	"Abidjan?"	"44730"	MGS	"Musik|Côte d'Ivoire|Populäre Musik"	2001/126				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136299041"	"Les Youles|MGS"	"Les Youles|MGS"	"Interpretation (durch)|Musiklabel"	""
404914616	TK 1013	TK 1013 404914616		Extraterrestre / Meiway		"und"	Enth.: Genoux. Makoh. Babyere. Le @Gbouniac. Fred et Jo. Katharina - Extraterrestre. Ma maman. Je suis guiri. Adjale. P.C.A. Le @dernier siècle	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1013|MGS 3391"	1999	"Abidjan?"	"44730"	MGS	"Musik|CÔte d'Ivoire|Populäre Musik"	2001/127				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1127361651|http://d-nb.info/gnd/1127361651"	"Meiway|Meiway|MGS"	"Meiway|Meiway|MGS"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1962-|1962-"
404915116	TK 988	TK 988 404915116		The guitar and the gun / Verschiedene Interpreten		"und"	Enth.: Momma mo akoma ntutu - Mama shile oga - Ye beko Yesu  - Nyameco - Noko nya m'akire - Mmra ye tiaseyi Moma Yen Sum - Awurade Yesu - Oh papa - Nulake kple fuwo - Munyi awarde - Engame ma menko - Moko baba - Me nyame boame - Nwan na oodo me - Enye sika ni ahu to - Nsu abo boz - Amama	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 988|-"	1985	"Erscheinungsort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Ghana|Populäre Musik, Highlife"	2000/982				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1011298503"	"Collins, John|[Verlag nicht ermittelbar]"	"Collins, John|[Verlag nicht ermittelbar]"	"Produktion (von)|Musiklabel"	"1944-"
404915345	TK 1014	TK 1014 404915345		Tout le monde et personne / Black So Man		"und"	Enth.: Adji. Système du vampire. Tu peux encore revenir - On s'en fou. J'etais au procès. Maman	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1014|MGS 1087"	1995	"Abidjan?"	"44730"	MGS	"Musik|Burkina Faso|Populäre Musik"	2001/128				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1135924899"	"Black So Man|MGS"	"Black So Man|MGS"	"Interpretation (durch)|Musiklabel"	"1955-2002"
404915655	TK 1015	TK 1015 404915655		Sens interdit / Arc-en-Ciel Musica		"und"	Enth.: Sens interdit. In memorium. Davie. Thete. Louzolo - Reanimator. Coup sur. Rain-Bow. Heritier. Dechirure	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1015|MC 0043"	1999	""	""		"Musik|Kamerun|Populäre Musik"	2001/185				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10128637-5"	"Arc-en-Ciel Musica"	"Arc-en-Ciel Musica"	"Interpretation (durch)"	""
404915930	TK 989	TK 989 404915930		Ah simm !! / Pee Froiss		"und"	Enth.: Ah simm !! Kani. Dio. Tangana - Yaye. Seumeula. Conquérants. Génération sacrifiée	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 989|-"	1999	"Dakar?"	"44728"	Pee Froiss & KSF	"Musik|Senegal|Populäre Musik, Hip Hop"	2000/887	"Conquérants" : Adaption E. Djédjé + Zao. "Yaye" contient le sample de "Si Boute"			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1131812107|http://d-nb.info/gnd/1131812107"	"Pee Froiss|Pee Froiss|Pee Froiss & KSF"	"Pee Froiss|Pee Froiss|Pee Froiss & KSF"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
404927084	TK 1016	TK 1016 404927084		Le bizou sur la tomate / Les enfants de Petit Pays		"und"	Enth.: Mut'a beyaye. Les @raisons du cœur. O buki. Prends-moi. Malea. La @responsabilité - Wala. PMUC bizou sur la tomate. Ongwane mba. Notre papa. Le @cheval de base	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1016|FK510"	1995	"Douala"	"721379"	Fotso Kamgue René	"Musik|Kamerun|Populäre Musik"	2001/186				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/113631086X"	"Les enfants de Petit Pays|Fotso Kamgue René"	"Les enfants de Petit Pays|Fotso Kamgue René"	"Interpretation (durch)|Musiklabel"	""
404928285	TK 1017	TK 1017 404928285		Shalaî / Extra-Musica		"und"	Enth.: Amnistie shalaî. Matongi. Horizon 2000. Zinera (Zineba). À vous de voir. Laissez passer - Ndzima. Solitude. Tu me manques. Sissi l'impératrice. Complaite (Complainte)	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1017|MC JPS 48"	1997	"Paris|Douala"	"17840|721379"	JPS France, JPS Cameroun	"Musik|Kongo|Kamerun|Populäre Musik"	2001/187	Abweichende Titelschreibweise auf Einleger: Shalaï			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10128653-3"	"Extra Musica|JPS France|JPS Cameroun"	"Extra Musica|JPS France|JPS Cameroun"	"Interpretation (durch)|Musiklabel|Musiklabel"	""
404929087	TK 1018	TK 1018 404929087		Freddy-Nelson / Extra Musica		"und"	Enth.: Freddy-Nelson. Na ko bala yo na ko. Chagrin plus plus - Dieu l'eternel. Amie reviens. Detresse	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1018|50488-2"	1995	"Erscheinungsort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Kongo|Kamerun|Populäre Musik"	2000/630				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10128653-3"	"Extra Musica|[Verlag nicht ermittelbar]"	"Extra Musica|[Verlag nicht ermittelbar]"	"Interpretation (durch)|Musiklabel"	""
404929621	TK 1019	TK 1019 404929621		Douala-Paris / Guy Lobé		"und"	Enth.: Nya moulema. Sondja. Ala. O'Ndolo - Gilou. Mowen'a makai. Timba oné. Ann'	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1019|MC JPS 59"	1995	"Paris|Douala"	"17840|721379"	JPS France, JPS Cameroun	"Musik|Kamerun|Populäre Musik"	2001/188				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1032680199|http://d-nb.info/gnd/1032680199"	"Lobè, Guy|Lobè, Guy|JPS France|JPS Cameroun"	"Lobè, Guy|Lobè, Guy|JPS France|JPS Cameroun"	"Komposition (von)|Interpretation (durch)|Musiklabel|Musiklabel"	"1959-2015|1959-2015"
404931529	TK 1020	TK 1020 404931529		Coupé Bibamba / Awilo Longomba		"und"	Enth.: Gâté le coin. Mobimba ya mama. Coupé Bibamba. Manon. Porokondo - Sans papier. J'en ai marre. Mwana mama. Gâté le coin (bonus mix)	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1020|JIP 150"	1998	"Paris|Douala"	"17840|721379"	JIP-Jimmy's International Production, Eyab's Productions	"Musik|Kongo|Populäre Musik"	2001/189				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1136337253"	"Longomba, Awilo|JIP-Jimmy's International Production|Eyab's Productions"	"Longomba, Awilo|JIP-Jimmy's International Production|Eyab's Productions"	"Interpretation (durch)|Musiklabel|Musiklabel"	""
404932363	TK 1022	TK 1022 404932363		Appolo 95 - 400% Zoblazo / Meiway		"und"	Enth.: Appolo. As man. Zosonic. Le @dernier des federes. Nanan - Astrid. Death society. Top canon. Lovely melodie. Abissa beat	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1022|EDP 95004"	1995	"Abidjan"	"44730"	JAT Music/EMI	"Musik|Côte d'Ivoire|Populäre Musik"	2000/699				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1127361651|http://d-nb.info/gnd/1127361651"	"Meiway|Meiway|JAT Music/EMI"	"Meiway|Meiway|JAT Music/EMI"	"Komposition (von)|Arrangement (von)|Musiklabel"	"1962-|1962-"
404933556	TK 1023	TK 1023 404933556		Mboka Mboka / Victoria [Eleison]. King Kester Emeneya	Victoria - King Kester Emeneya	"und"	Enth.: Moto na tembe - Kimpiatu. Dandy	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1023|2-220"	1990	"Abidjan"	"44730"	Showbiz	"Musik|Côte d'Ivoire|Populäre Musik"	2001/190				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023569302|http://d-nb.info/gnd/1023568942"	"Emeneya|Victoria Eleison (Musikgruppe)|Showbiz"	"Emeneya|Victoria Eleison|Showbiz"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1956-2014|"
404946585	TK 1024	TK 1024 404946585		Nessy de London / Senchal Defao		"und"	Enth.: Jamais jamais. Fondation Etienne Mundele. Hommage à Pepe Kalle. Mon Colonel. Place Schengen - Nessy de London. Makelele. Rigobert song. Claude Manzila. Kam's Kinguyi	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1024|MC1 JPS 0076"	1990	"Paris|Douala"	"17840|721379"	JPS France, JPS Cameroun	"Musik|Kongo|Populäre Musik"	2001/436	Tracks der A- und B-Seite sind vertauscht			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/103434675X|http://d-nb.info/gnd/103434675X"	"Defao|Defao|JPS France|JPS Cameroun"	"Defao|Defao|JPS France|JPS Cameroun"	"Komposition (von)|Interpretation (durch)|Musiklabel|Musiklabel"	"1958-|1958-"
404946763	TK 1025	TK 1025 404946763		Jakarta / Jean Pierre Essome		"und"	Enth.: Mambo ma wase. Jakarta. Nyol'a Ngo. Coup d'état. Mouna Nyouwe - Sœur a Pata. Mabola Mongo. Nyam'a Bobe. Eliane. Makossa fou-rire	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1025|MC JPS 75"	1995	"Paris|Douala"	"17840|721379"	JPS France, JPS Cameroun	"Musik|Kamerun|Populäre Musik"	2001/435				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1130157113|http://d-nb.info/gnd/1130157113"	"Essome, Jean Pierre|Essome, Jean Pierre|JPS France|JPS Cameroun"	"Essome, Jean Pierre|Essome, Jean Pierre|JPS France|JPS Cameroun"	"Komposition (von)|Interpretation (durch)|Musiklabel|Musiklabel"	"|"
404946895	TK 1026	TK 1026 404946895		Kibuisa  Mpimpa / Werra Son		"und"	Enth.: Opération Dragon. 13 ans. Un prince au Congo. Fair-Play - Fleur d'amour. Waka-Waka. Destin ya moto. Ntima mbote. Croix Rouge	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1026|MC JPS 132"	1995	"Douala"	"721379"	JPS [Cameroun]	"Musik|Kongo|Populäre Musik"	2002/196				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1077582455|http://d-nb.info/gnd/1077582455"	"Werrason|Werrason|JPS [Cameroun]"	"Werrason|Werrason|JPS [Cameroun]"	"Beteiligte Person/Körperschaft|Interpretation (durch)|Musiklabel"	"1965-|1965-"
404947069	TK 1027	TK 1027 404947069		Tribu / Sally Nyolo		"und"	Enth.: Tribu. Shana. Tamtam. Awono. Ovouni. Mamterry - Nkoule. Akwou. Bidjong Bimane. Djine. Ndongo. Meguem	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1027|Lusafrica 08795-4"	1996	"Paris"	"17840"	Lusafrica	"Musik|Kamerun|Populäre Musik"	2001/322				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/135112257|http://d-nb.info/gnd/135112257"	"Nyolo, Sally|Nyolo, Sally|Lusafrica"	"Nyolo, Sally|Nyolo, Sally|Lusafrica"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1965-|1965-"
404954146	TK 1028	TK 1028 404954146		Feeling / Zaïko Langa-Langa		"und"	Enth.: Daniel. Tshibawu - Moti Pole-Pole. Daniel	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1028|-"	1997	"Douala"	"721379"	JPS Cameroun	"Musik|Kongo|Populäre Musik"	2002/197				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3059219-7"	"Zaïko Langa Langa (Musikgruppe)|JPS Cameroun"	"Zaïko Langa Langa|JPS Cameroun"	"Interpretation (durch)|Musiklabel"	""
404954545	TK 1029	TK 1029 404954545		Swèga Menzui / Kouchouam Mbada		"und"	Enth.: Swèga Menzui. Ton Ngoùla (Jolie Jolie). Lendè-Lec - Bin-Lânam. Adonis. Noudà. Zuit-Tchap	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1029|-"	1997	"Douala"	"721379"	JPS Cameroun	"Musik|Kamerun|Populäre Musik"	2002/195				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10129018-4"	"Kouchouam Mbada|JPS Cameroun"	"Kouchouam Mbada|JPS Cameroun"	"Interpretation (durch)|Musiklabel"	""
404955681	TK 1030	TK 1030 404955681		Injection / M.B. Mbongo & l'orchestre Royaume 1er C.C.C		"und"	Enth.: Injection. Rassemblement. Mikili. Exclamation. Amour de miel - Option l'an 2000. Silvie l'Ivorienne. Bo Zo Ba. S.O.S. Mikili (dub)	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1030"	1995	"Douala"	"721379"	Data Investido	"Musik|Kamerun|Populäre Musik"	2002/198				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1130615529|http://d-nb.info/gnd/1136379762"	"Mbongo, Martial|Royaume 1er Muna Maye|Data Investido"	"Mbongo, Martial|Royaume 1er Muna Maye|Data Investido"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"|"
404956041	TK 1032	TK 1032 404956041		Force de frappe / Koffi Olomide		"und"	Enth.: Force de frappe. Eternellement. Au secours. Dulciné. Kompressor. Number two - Pragmatisme. Aquarelle. Arche de Noé. Cotisation. Mea culpa. Moprete Lendila	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1032|-"	1995	"Doula|Garoua"	"721379|721386"	Promo Music, Septocam	"Musik|Kongo|Populäre Musik"	2002/199				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023168456|http://d-nb.info/gnd/1023168456"	"Olomidé, Koffi|Olomidé, Koffi|Promo Music|Septocam"	"Olomidé, Koffi|Olomidé, Koffi|Promo Music|Septocam"	"Komposition (von)|Interpretation (durch)|Musiklabel|Musiklabel"	"1956-|1956-"
404956688	TK 1031	TK 1031 404956688		Embargo / Patrouille des Stars		"und"	Enth.: Embargo. Noble Parisienne. Fruit d'amour. Roi de mon cœur. Sissi l'intrépide - Valeur ajoutée. JD le spécial. 100% ingratitude. Contradiction. Elembo	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1031|MC 0500.4"	1995	"Douala"	"721379"	Musico Center	"Musik|Kamerun|Populäre Musik"	2002/200	"Une Licence de DENIDE Production"			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/113638071X"	"Patrouille des Stars|Musico Center"	"Patrouille des Stars|Musico Center"	"Interpretation (durch)|Musiklabel"	""
