PPN	Signatur	Product	DateCreated	Artist	
221704043	RS 1155	Talaka : part 1 / Juwata Jazz Band. Saidi Mabera - A.I.T. Records	1970	Ahmed, Ahid / Mabera, Saidi / Juwata Jazz Band	
22199467X	RS 1174	Mzee Kenyatta no. 3 / Super Mambo Jazz. Juma Mwina - A.I.T. Records	1974	Kanindo, Phares Oluoch / Mwina, Juma / Super Mambo Jazz	
22258873X	RS 1209	Mabala / L'Orchestre Amical Succès Katanga - Equator Sound Studios	1969	Sycaut / Worrod, Charles / Epito, Clovis / Orchestre Amical Succès Katanga	
222588985	RS 1210	Camarade mabe / L'Orchestre Amical Succès Katanga - Equator Sound Studios	1969	Sycaut / Worrod, Charles / Madoudou, Samuel / Orchestre Amical Succès Katanga	
222649852	RS 1211	Eme mwasi ya sortie / L'Orchestre Amical Succès Katanga - Equator Sound Studios	1969	Madoudou, Samuel / Worrod, Charles / Mwelaa / Sycaut / Orchestre Amical Succès Katanga	
222650265	RS 1212	Kiri kiri chérie / L'Orchestre Amical Succ`s Katanga - Equator Sound Studios	1969	Madoudou, Samuel / Worrod, Charles / Sycaut / Orchestre Amical Succès Katanga	
22268156X	RS 1218	Bolingo eleki diamond (love is more expensive than diamonds) : (Kiriki dance) / Alphonse Billy ; Lingomba Naye - Equator Sound Studios	1968	Billy, Alphonse / Naye, Lingomba / Worrod, Charles	
222687363	RS 1224	A letter to Job / Benson Simbeye & Equator Sound Band - Equator Sound Studios	1969	Worrod, Charles / Simbeye, Benson / Equator Sound Band	
223728306	RS 1297	Extrait show Kasanda-Nico : Excitation - Makwandungu - Ngombele / Orchestre African Fiesta Sukisa - African	1972	Nico <Docteur> / African Fiesta	
223734284	RS 1302	Masumu 1 / Orchestre Kiam - African	1975	Ngunga, Muzola / Orchestre Kiam	
223734691	RS 1303	Lemba-Lemba 1 / Orchestre Lipua-Lipua - African	1975	Malanda, Mbubi / Orchestre Lipua-Lipua	
223735272	RS 1304	Kumisa ngai 1 / Orchestre Bella-Bella - African	1976	Soki Vangu / Orchestre Bella-Bella	
223735477	RS 1305	Na welate 1 / Orchestre Bella-Bella - African	1976	Shaba Kahamba / Orchestre Bella-Bella	
223735957	RS 1306	Ngolela wa motema / Orchestre Super Negro - African	1968	Pierrot, Don / Orchestre Super-Negro	
223736880	RS 1310	Libala ya ngai na Zozo / Orchestre Negro Succes. Zozo - African	1968	Zozo Amba / Orchestre Negro Succes	
223738441	RS 1307	Bandoki ba profiter / Orchestre: Africa Mode Matata - African	1973	Kieya, Simon / Ngolo, Michel / Africa Mode Matata	
223856371	RS 1308	Mbila 1 / Orchestre Grand Pinza - African	1975	Roy, Makengo / Orchestre Grand Pinza	
223857173	RS 1309	Mea culpa 1 / Orchestra Bella Bella - African	1976	Kahamba, Shaba / Orchestre Bella-Bella	
223858188	RS 1311	Ki camarade / Orchestre G. O. Malebo - African	1974	Mylyampene, Menghe / Orchestre G. O. Malebo	
223859109	RS 1312	Mobali ya ngelele / Orchestre Vox Africa - African	1968	Bombenga / Orchestre Vox Africa	
22385980X	RS 1313	Naboyi ba débordements / Orchestre African-Jazz - African	1970	Kwamy / African Jazz	
223877123	RS 1314	Likala ya moto / Rochereau. Orchestre African Fiesta - African	1966	Ley, Tabu / African Fiesta	
223877875	RS 1315	Nganda ya diallo / Rochereau. Orchestre African Fiesta - African	1966	Ley, Tabu / African Fiesta	
223878405	RS 1316	Oh madame de la maison / Orchestre O. K. Jazz - African	1966	Verckys / Tout-Puissant OK Jazz	
223888443	RS 1318	Animez - 1 / Orchestre Lokoko - African	1975	Makanga, Ulima / Lok Lok Lokoko	
223888648	RS 1319	Bumba - 1 / Orchestre Baya Baya - African	1975	Ndolo wa Dola / Orchestre Baya Baya	
223893455	RS 1320	Mamileli - 1 / Orchestre Mombo Mombo - African	1976	Misamu, Yedi / Orchestre Mombo Mombo	
223894389	RS 1321	Bango nionso bambanda / Orchestre O.K. Jazz - African	1969	Tout-Puissant OK Jazz	
223959774	RS 1322	Photo Madjesi - A / Orchestre Sosoliso - African	1974	Matadidi, Mario / Orchestre Sosoliso	
223960748	RS 1323	Kopalangana  - 1 / Orchestre Bella-Bella [auf der Plattenhülle: Les Frères Soki] - African	1974	Soki Vangu / Soki Dianzenza / Orchestre Bella-Bella	
22396347X	RS 1324	Zain[?]o / Docteur Nico et l'orchestre African Fiesta - African	1967	Nico <Docteur> / African Fiesta	
223965448	RS 1325	Limbisa ngai / Orchestre African Fiesta - African	1968	Ngwalau, Michel / African Fiesta	
223968714	RS 1326	Tu m'as deçu chouchou / Orchestre African Fiesta - African	1968	Nico <Docteur> / African Fiesta	
22401000X	RS 1327	Marie Anne / Orchestre African Fiesta Sukisa - African	1970	Nico <Docteur> / Josky / African Fiesta	
224010522	RS 1328	Nzotu tambo loposo ntaba / Dr. Nico et l'African Fiesta Sukisa - African	1970	Nico <Docteur> / African Fiesta	
224011294	RS 1329	Asala malekoun : danse Matracfort / Dr. Nico et l'African Fiesta Sukisa - African	1970	Nico <Docteur> / African Fiesta	
224528580	RS 1330	Obesisi ngai lokumu / Dr. Nico et l'African Fiesta Sukisa - African	1970	Nico <Docteur> / African Fiesta	
224529129	RS 1331	Bolingo ezali mpo na kisite / Orchestre African Fiesta Sukisa - African	1970	Josky / Nico <Docteur> / African Fiesta	
22452948X	RS 1332	Fanta Diara / Dr. Nico et l'African Fiesta Sukisa - African	1970	Nico <Docteur> / African Fiesta	
224529986	RS 1333	Linga mobali alin gi yo / Orchestre African Fiesta Sukisa - African	1972	Nico <Docteur> / African Fiesta	
224538519	RS 1334	Mansanga / Dr. Kasanda Nico et Orchestre African Fiesta - African	1972	Nico <Docteur> / African Fiesta	
224539043	RS 1335	Extrait show Kasanda-Nico / Nico. Orchestre African Fiesta Sukisa - African	1972	Nico <Docteur> / African Fiesta	
22453940X	RS 1336	Dr. Nico et tour d'Afrique / Nico. Orchestre Fiesta National - African	1968	Nico <Docteur> / African Fiesta	
224539647	RS 1337	Masanga / Orchestre Bella-Bella - African	1971	Soki Vangu / Orchestre Bella-Bella	
224542494	RS 1338	Nakomitunaka / Orchestre Vévé - African	1972	Verckys / Orchestre Veve	
22454280X	RS 1339	Milly / Orchestre Bella-Bella - African	1972	Barel, Billy / Soki Vangu / Orchestre Bella-Bella	
224543148	RS 1340	Lusamba / Orchestre Lipua-Lipua - African	1973	Orchestre Lipua-Lipua	
224583328	RS 1341	Mbondo 1 / Orchestre Lipua-Lipua - African	1975	Vata Mombassa / Orchestre Lipua-Lipua	
224584456	RS 1342	Muana Kiam / Orchestre Kiam - African	1975	Bola, Mboyo / Ilonge, Botuli / Orchestre Kiam	
224584804	RS 1343	9ème Commendement - 1 / Orchestre Lipua-Lipua - African	1975	Tedia, Wunumbakidi / Orchestre Lipua-Lipua	
226190617	RS 1414	V. C. Monica (Highlife) / Daddy Locomotive ; N'gabu Marcel. Congo Star Band - 	1980	Daddy Locomotive / N'gabu, Marcel / Congo Star Band	
226247708	RS 1416	Aqui Congo Star (Pachanga) / Marcelin. Congo Star Band - S. A. Faraj	1980	Marcelin / Congo Star Band	
226251659	RS 1420	Mandona : danse Kono / Dr. Kasanda Nico et Orchestre African Fiesta Sukisa - African	1972	Nico <Docteur> / African Fiesta	
226284492	RS 1421	Asala malekoun / Dr. Nico et l'African Fiesta Sukisa - DECCA	1970	Nico <Docteur> / African Fiesta	
226285278	RS 1422	Mimi Ley / Orchestre Afrisa L'International - African	1974	Ley, Tabu / Deyes / Afrisa International Orchestra	
228296447	RS 1717	Ba pensées nounou Part 1 / Orch. Vévé. Nguendi Aladji - Phonogram	1970	Nguendi Aladji / Orchestre Veve	
228297079	RS 1718	Haraka baina baraka : Part 1 / Orch. Bana Ekanga. Nana Akumu - Umoja	1970	Akumu, Nana / Orchestre Bana Ekanga	
228297648	RS 1719	Dunia mambo part 1 / O[r]che. Zeir-Ken-Show. Diana - NMS	1970	Diana / Orchestre Zeir-Ken-Show	
228411270	RS 1720	Kaful Mafay Part 1 / Orch. Afrisa. Tabu Ley - Polygram	1982	Ley, Tabu / Afrisa International Orchestra	
228411785	RS 1721	Bois noir Part 1 / Kiesse Diambu - Polygram	1982	Kiesse, Diambu	
228412706	RS 1722	Sisili Part 1 / Orch. Shika Shika. Jimi Moni Mambo ; Siama - Hit Parade/Audio Productions	1981	Monimambo, Jim / Siama / Orchestre Shika Shika	
228423783	RS 1723	Kamulewa Part 1 / Orch. Les Jaca - A.C. Kochomo	1975	Wa Mandefu, Mandefu / Orchestre Les Jaca	
228425379	RS 1724	Namona yo wapi Part 1 / Orch. Lipua Lipua - Sakumuna	1975	Maluku / Orchestre Lipua-Lipua	
228432146	RS 1725	Habari yako Part 1 / Orch. Shika Shika. Jim Moni Mambo - Umoja Mwanashambe/Umoja Record Prod.	1981	Monimambo, Jim / Orchestre Shika Shika	
228437296	RS 1728	Bella Amicha Part 1 / Théo Blaise Kounkou - Polygram	1981	Kounkou, Théo Blaise	
228437873	RS 1729	Bebe / Orch. Jambo Jambo. Kazembe Ngandu (Gerald) - Phonogram	1980	Kazembe, Gérard / Orchestre Jambo-Jambo	
228438810	RS 1730	Samedi soir Part 1 : (Saturday night) / Bopol Mansiamina - AIT (Syllart Records)	1975	Mansiamina, Bopol / Tina, B.M.	
228440009	RS 1731	Ya ngai mbongo Part 1 / Orch. Emagi. Madjo Abdallah - Polygram	1982	Abdallah, Madjo / Orchestre Emagi	
22844246X	RS 1732	Ole Mama Part 1 / Orch. Shika Shika. Moni Mambo - Editions Mau-Mau Afrique/Karura Productions	1981	Monimambo, Jim / Orchestre Shika Shika	
228531659	RS 1750	Celebration Zigo Part 1 / L'orch. Village Kombe-Kombe Stars - BIEM	1975	Amolo, Mary / Zigo, Coco / Kombe-Kombe Stars	
228532906	RS 1752	Cido Part 1 / Orch. Virunga (Keep Left). Samba Mapangala - Polygram	1981	Mpangala, Samba / Samba Mapangala & Orchestre Virunga	
228533317	RS 1753	Célibataire Part 1 / L'orch. Baba National. Ilunga wa Ilunga - AIT Records	1975	wa Ilunga, Ilunga / Orchestre Baba National	
228533813	RS 1754	Maggy Part 1 / L'orch. Makassy. Seye Cadimoke. Mzee Makassy - AIT Records	1975	Njakumu, Felix G.M. / Cadimoke, Seye / Mzee Makassy / Orchestre Makassy	
228534844	RS 1755	Tuna (Eliza) Part 1 / Tabu Ley & Orch. Afrisa - Polygram	1985	Ley, Tabu / Afrisa International Orchestra	
228582784	RS 1757	Bilangwela Part 1 / Bana Likasi. Lovy Longomba - Audio Productions	1984	Longomba, Lovy / Bana Likasi	
228584620	RS 1760	Kampete Part 1 / Orch. Viva Makale. Kalombo Mwanza (George) - Polygram	1983	Kalombo Mwanza, George / Orchestre Viva Makale	
228585686	RS 1761	Kamulewa Part 1 / Orch. Les Jaca. Mandefu Wa Mandefu - A.C. Kochomo	1975	Wa Mandefu, Mandefu / Orchestre Les Jaca	
228586305	RS 1762	Nazonga mboka Part 1 / Orch. Baba National. Baba Gaston - Polygram	1975	Baba Gaston / Orchestre Baba National	
228588286	RS 1765	Wasi wasi ya nini? : Part 1 / Orch. Bana Ekanga. Nana Akumu - Polygram	1981	Akumu, Nana / Orchestre Bana Ekanga	
228593530	RS 1771	Sugar Mummy Part 1 / Orch. Viva Makale. Kalombo Mwanza - Audio Productions	1975	Kalombo Mwanza, George / Orchestre Viva Makale	
228594847	RS 1773	Walter - Part 1 / Orch. Les Mangelepa. Badibanga wa Tshilumba (Kai-Kai) - [Polygram]	1980	Tshilumba, Badibanga wa / Orchestre Les Mangelepa	
228602610	RS 1776	Atemo Mama Part 1 / L'Orch. Les Mambo Jazz. John Kazungu - AIT Records	1975	Jakomo, Felix / Kazungu, John / Orchestre Les Mambo Jazz	
228652596	RS 1777	Maggy Part 1 / Orch. Super Vedet.Nkusia Nzuzi - Audio Productions	1980	Nzuzi, Nkusia / Orchestre Super Vedet	
228653762	RS 1778	Mosese Part 1 / L'Orch. Makassy. Mose Fan Fan - AIT Records	1980	Mose Fan Fan / Orchestre Makassy	
228654637	RS 1780	Bokilo senga Part 1 / Orch. Conga International. Bokelo Isenge - Melodica	1975	Isenge, Bokelo / Conga Succès	
228662583	RS 1785	Se maloba Part 1 / Orch. Conga International. Bokelo Isenge - Melodica	1980	Isenge, Bokelo / Conga Succès	
229007961	RS 1794	Bombanda Part 1 / Dailu Antoine dit Lukoki Diatho - AIT Records	1975	Diatho, Lukoki / Maikano, A.A.	
229117341	RS 1825	Amba (Part 1) / Orch. Shika Shika. Moni Mambo - Daraja	1981	Monimambo, Jim / Orchestre Shika Shika	
229129471	RS 1832	Batata baliya / Serenje Kalindula Band - Zambia Music Parlour Ltd.	1975	Khuzwayo, Edward Godfrey / Serenje Kalindula Band	
229202802	RS 1838	Bana mayo / Spokes Chola - Zambia Music Parlour Ltd.	1975	Chola, Spokes / Khuzwayo, Edward Godfrey	
229439330	RS 1862	M'Fono yami / Papa Wemba - EMI/Pathé Marconi	1988	Papa Wemba	
229621252	RS 1873	Mama opikaka pende / Composer Victor Longomba with Orchestra Negro-Succes - His Master's Voice	1961	Longomba, Victor / Orchestre Negro Succes	
229629547	RS 1875	Nzorba / Orchestre O.K. Jazz - Fiesta	1969	Franco <Musiker> / Tout-Puissant OK Jazz	
22971031X	RS 1882	Chants populaires du Congo - Populaire liederen uit Kongo / Les Troubadours du Roi Baudouin - De Troubadours van Koning Boudewijn. Direction générale P. Guido Haazen o.f.m. - Philips	1975	Haazen, P. Guido / Troubadours du Roi Baudouin	
229758673	RS 1898	K.J. Nawela te / Orchestre Conga Succes - African Records	1968	Conga Succès	
229758932	RS 1899	Matinda / L'Orchestre O.K. Jazz - ZRC	1968	Tout-Puissant OK Jazz	
229994245	TK 914	Souci / Fede Lawu et Matchatcha - [Maciste Productions]	1985	Lawu, Fédé / Matchatcha	
231087470	CD 153	Ethnophony / FredyMassamba - Skinfama	2010	Massamba, Fredy	
231183364	CD 352	Afro Rock : a collection of rare and unreleased Afro-Beat quarried from across the continent / Includes music by Geraldo Pino ... - Kona Records / Strut Records	2010	Jingo, Ishmael / Beauttah, Steele / Dackino, Dackin / Nkansah, John / Geraldo Pino & The Heartbeats / Mercury Dance Band / K. Frimpong & His Cubano Fiestas / Orchestra Lissanga / Super Mambo Jazz / Fathili & The Yahoos / Bokoor Band	
231743041	TK 1253	Bluff Wabalonzo / Papa Wemba & Viva la Musica - -	1980	Papa Wemba / Viva la Musica	
246730668	R 002	Kongo-Muziek : muziek van de Mpangu / G. Ciparisse - Koninklijk Museum voor Midden-Afrika - Musée Royal de l'Afrique Centrale [u.a.]	1970	Ciparisse, Gérard	
24673549X	R 004	Luba - Shankadi : vocale muziek / P. Tempels - Koninklijk Museum voor Midden-Afrika ; [Brussel] : Belgische Radio en Televisie	1969	Tempels, Placide	
26134806X	R 008	Musique de l'ancien royaume Kuba / Enregistrements réaliser en Rép. du Zai͏̈re par Benoit Quersin - Disques Ocora (Radio France)	1970	Quersin, Benoit	
261366238	R 019	Tango ya ba vieux Kalle / Le Seigneur Rocherau et l'Orchestre African Fiesta National - African	1969	Ley, Tabu / African Fiesta	
265135796	R 045	Marie Jeanne / Les Bantous de la Capitale - Sonafric	1976	Les Bantous de la Capitale	
265690439	R 053	Franco et l'Orchestre TP OK Jazz / Franco et l'Orchestre TP OK Jazz - African	1974	Franco <Musiker> / Tout-Puissant OK Jazz	
266030793	R 070	OK Jazz : vol. 3 / Orch. O. K. Jazz - African	1966	Franco <Musiker> / Tout-Puissant OK Jazz	
267638752	R 138	Sons et chants de l'Afrique noire - Sonodisc (Sonafric)	1975		
267684045	R 146	Missa Luba et Messe des savannes / Les Troubadours du Roi Baudouin, dirigés par Guido Haazen ; Chorale africaine à 4 voix du Petit Séminaire de Pabré (Haute-Volta), sous la direction de Robert Wedraogho - Philips	1964	Haazen, Guido / Wedraogho, Robert / Troubadours du Roi Baudouin / Chorale Africaine à 4 Voix du Petit Séminaire de Pabré (Haute-Volta)	
26849147X	R 165	Zai͏̈re : musique des Salampasu / Enregistrements Jos Gansemans - Radio France (Ocora)	1981	Gansemans, Jos	
27849725X	R 287	Seigneur Tabu Ley in America : USA & Canada / Le Seigneur Tabu Ley Rochereau avec l'Orchestre Afrisa International - Genidia	1984	Ley, Tabu / Afrisa International Orchestra	
278512011	R 288	Tabu Ley et Mbilia Bel / Tabu Ley et Mbilia Bel avec l'Afrisa International - Sonodisc (Genidia)	1983	Ley, Tabu / Bel, M'bilia / Afrisa International Orchestra	
278516726	R 289	Mobutu, peuple ba vote yo massivement / Tabu Ley et Mbilia Bell avec l'accompagnement de l'orchestre Afrisa International - Sonodisc (Genidia)	1984	Ley, Tabu / Bel, M'bilia / Afrisa International Orchestra	
278520189	R 290	Seigneur Tabu Ley Rochereau / Tabu Ley Rochereau. Orchestre Afrisa - Sonodisc (Genidia)	1985	Ley, Tabu / Afrisa International Orchestra	
279887981	R 291	Haffi Déo - l'eau de Dieu : maracas d'or 1985-86 avec l'orchestre AFRISA / Seigneur Tabu Ley Rochereau - Genidia	1985	Ley, Tabu / Afrisa International Orchestra	
279889062	R 292	Nadina / Seigneur Tabu Ley, Mbilia Bel, Faya Tess et L'Orchestre Afrisa - Genidia [u.a.]	1987	Ley, Tabu / Bel, M'bilia / Tess, Faya / Afrisa International Orchestra	
280075812	R 301	Eternel Docteur Nico [1] / Docteur Nico et l'African Fiesta - African (Sonodisc)	1986	Nico <Docteur> / African Fiesta	
280794576	R 308	Los Nickelos / Los Nickelos - African (Sonodisc)	1986	Los Nickelos	
280797028	R 310	Les Grands Maquisards / Orchestre Les Grands Maquisards - African (Sonodisc)	1986	Orchestre Les Grands Maquisards	
280797699	R 311	Franklin Boukaka / Franklin Boukaka. Cercul Jazz ; Negro Band ; Negro-Succès - African (Sonodisc)	1986	Boukaka, Franklin / Orchestre Cercul Jazz / Orchestre Negro Band / Orchestre Negro Succes	
280798490	R 312	Vicky - Kwamy - Edo et l'O.K. Jazz / Orchestre O.K. Jazz. Vicky ; Kwamy ; Edo - African (Sonodisc)	1987	Longomba, Victor / Kwamy / Edo / Tout-Puissant OK Jazz	
280801912	R 313	Eternel Docteur Nico [2] / Docteur Nico et l'Orchestre African Fiesta - African (Sonodisc)	1985	Nico <Docteur> / African Fiesta	
284842354	R 320	Special 30 ans par le poète Simaro et le Grand Maître Franco / Franco. Lutumba Simaro. Le T.P.O.K. Jazz - African Sun Music	1986	Franco <Musiker> / Simaro <Musiker> / Tout-Puissant OK Jazz	
28484294X	R 321	Furaha ya Bibi : the international Sam Mangwana in Nairobi [[Tonträger]] / Sam Mangwana - ASL (Phonogram)	1984	Mangwana, Sam	
287517365	R 332	The sound of Kinshasa : guitar classics from Zaire / Compiled & produced by John Storm Roberts - Original Music	1980	Roberts, John Storm	
287526224	R 345	Rochereau et Franco à Paris / Tabu Ley ; Luambo-Makiadi - Sonodisc	1980	Ley, Tabu / Franco <Musiker>	
287531481	R 346	Ley, Ley, Seigneur Ley Rochereau / Rochereau Tabu Ley et l'Afrisa International - Sonodisc	1983	Ley, Tabu / Afrisa International Orchestra	
287591530	R 347	L'explosive Mbilia Bel avec seigneur Ley Rochereau / Mbilia Bel avec Tabu Ley Rochereau et l'Afrisa International - Sonodisc (Genidia)	1980	Ley, Tabu / Bel, M'bilia / Afrisa International Orchestra	
287591751	R 348	Mbilia Bel dans "faux pas" / Mbilia Bel avec Seigneur Rochereau et l'Afrisa International - GENIDIA (Sonodisc)	1983	Ley, Tabu / Bel, M'bilia / Afrisa International Orchestra	
288848020	R 353	Resurrection / Le Grand Seigneur Tabu Ley Et Afrisa - INA Productions; (Disco Stock)	1986	Ley, Tabu / Afrisa International Orchestra	
288850394	R 355	Je m'en fou / Merveilleux Celi Bitsou - Alia Music	1986	Bitsou, Celi	
288850874	R 356	Sanza misato / Seigneur Tabu Ley Rochereau. Orchestre Afrisa - Sonodisc (Genidia)	1985	Ley, Tabu / Afrisa International Orchestra	
300629249	R 406	Viva la musica / Papa Wemba - R&M - Rythmes et Musique	1985	Papa Wemba	
300631936	R 404	Embargo / Aurlus Mabele et le Groupe Loketo - J.I.P. - Jimmy Hoetinou Intern. Production	1985	Mabélé, Aurlus / Loketo	
300634625	R 403	Dansez nza wissa : reponse lipapa ya wara / Bozi-Boziana et l'Anti Chock - Anytha-Ngapy	1985	Bozi Boziana / Anti Choc	
300636199	R 402	Les "on" dit / Le grand maître Franco - Baniel et Nana et le T.P.O.K. Jazz - Choc (African Sun Music)	1985	Tout-Puissant OK Jazz / Baniel et Nana	
300642989	R 401	Keba na moniato / Le Prince Youlou Mabiala et l'Orchestre Kamikaze Loningisa - Flash Diffusion Business	1989	Mabiala, Youlou / Kamikaze Loningisa	
300644728	R 400	Patron / Zao - Bleu Caraïbes	1989	Zao	
300645252	R 399	Péché de la femme / L'orchestre Choc Stars au grand complet - Bono-Music ; Kinshasa : Union of Number One	1989	Choc Stars	
300645694	R 398	La reine du soukous / Abeti - Jimmy Internat. Productions	1989	Abeti	
300646615	R 397	N'kolo m'boka / Zai͏̈ko Langa Langa - Tamaris	1989	Zaïko Langa Langa	
300951000	R 408	Editions populaires : 10e anniversaire 1965-1975 / Luambo Makiadi et orchestre OK Jazz - African (Sonodisc)	1982	Franco <Musiker> / Tout-Puissant OK Jazz	
300953194	R 409	Vol. 3 : (1962 - 1964) Bantous Jazz / Bantous Jazz - African (Sonodisc)	1985	Les Bantous de la Capitale	
300957971	R 412	The flying stars / Tshala Muana - Tamaris	1989	Muana, Tshala	
300959567	R 413	Longindo ya kassapard / J. P. Buse du Clan Langa Langa - Bono Music	1988	Buse, J. P.	
300960891	R 414	Ba gérants ya Mabala - Paka Wewe / Mbilia Bel - Eds. GENIDIA ; Kinshasa : Afrisa Intern.	1984	Bel, M'bilia	
300973926	R 418	Le monde à l'envers / Seigneur Tabu Ley Rochereau lance Faya Tess avec l'Orchestre C.M. Afrisa Int'l - Genidia (Sonodisc)	1987	Ley, Tabu / Tess, Faya / Afrisa International Orchestra	
300992238	R 419	Meko / Lady Talata - Satel Productions	1985	Lady Talata	
30099351X	R 421	Exclusivité ya l'amour / M'Pongo Love et Alexandre Sambat - Production Ivindo	1985	Love, M'Pongo / Sambat, Alexandre	
300994141	R 422	Petite Mbemba / Fernand Mabala - M.G.A.	1985	Mabala, Fernand	
300998716	R 423	Droit d'aimer : / Papy-Ipepy avec Sam Mangwana et Kourou Yaka Bokoul - Editions Kaluila	1985	Papy-Ipepy / Mangwana, Sam / Bokoul, Kourou Yaka	
301010544	R 424	Bel'ami / Likinga Redo - Flash Diffusion Business	1985	Redo, Likinga / Rigo Star	
301011915	R 425	Cadeau d'amitié / Joly Baki Emen Mubiala. Viva la Musica de Papa wemba - Flash Diffusion Business	1990	Joly Baki Emen Mubiala / Viva la Musica	
301013640	R 426	Opération soukous 1978-1980 ... / Afro Festival dirigé par Fantastic Thico "Golden Voice" - Sonafric (Sonodisc)	1979	Tchicaya, Tchico / Afro Festival	
301094756	R 429	Maïka invite : dans Saint Cro / Maïka Mounan. Special guests: Myriam Betty, Papa Wemba, Rigo Star ... - Afric'Music	1989	Munan, Maika / Betty, Myriam / Papa Wemba / Rigo Star	
301096465	R 432	Tyka 'ngai / Pablo Lubadika - Voix d'Afrique	1985	Pablo <Musiker>	
301652872	R 440	La Zai͏̈komania : l'amour du travail bien fait / J.P. Buse ... - Bono Music (Sonodisc)	1989	Buse, J. P. / Yaya M'buta Mashakado / Popolipo, Zangilu	
30167258X	R 442	Subissez les conséquences / Zai͏̈ko Langa-Langa - Disques Espérance (Sonodisc)	1987	Zaïko Langa Langa	
301681376	R 446	Massassi calculé à Abidjan / Empire Bakuba du Grand Kalle avec Emoro "le nain danseur" - A.C.M.P.I. (Sonodisc)	1986	Emoro / Empire Bakuba	
301766118	R 450	Allo Paris / Seigneur Tabu Ley ; Faya Tess et Beyou Ciel - Genidia, Sonodisc (Distr.)	1989	Ley, Tabu / Tess, Faya / Ciel, Beyou	
301767394	R 451	Les champions / African All Stars - Tangent - Celluloid	1988	African All Stars	
30214238X	R 456	Mama N'Zondo / Bana Congo - Black Music	1985		
302258841	R 460	Haut de gamme - Kowei͏̈t Rive Gauche / Koffi Olomidé - Tamaris	1992	Olomidé, Koffi	
302260250	R 461	Tout choc - anti choc : Bako Bandela / Zaiko Langa Langa Familia Dei - Sonodisc	1992	Zaïko Langa Langa	
302260668	R 462	Monument / Les Bantous - Sonodisc	1992	Bantous	
302264558	R 463	38116-1 / Deyess - Syllart Records	1990	Mukangi, Déesse	
302884319	R 464	Ekumani / Papa Wemba - Disques Espérance (Sonodisc)	1987	Papa Wemba	
302888632	R 467	Avec l'Orchestre Stukas - African	1979	Stukas	
303191457	R 481	Animation non stop : retro / Le grand maître Franco et le T.P.O.K. Jazz - Edipop (African Sun Music)	1987	Franco <Musiker> / Tout-Puissant OK Jazz	
303192178	R 482	Mbelengo Zouk & Inongo / Bimi-Ombale - Bono Music, Sonodisc (Distr.)	1989	Ombale, Bimi	
30332631X	R 484	FC 105 : danse nzobé, life and full disco / Seigneur Tabu Ley Rochereau. Orchestre AFRISA - Genidia (Sonodisc)	1985	Ley, Tabu / Afrisa International Orchestra	
303382406	R 491	Sango / Kanda Bongo Man - Celluloid	1992	Kanda Bongo Man	
303382732	R 492	Feu d'artifice / Pepe Kalle et Rochereau - Sonodisc	1992	Pépé Kallé / Ley, Tabu	
303391006	R 493	Triple force / Mav Cacharel & Kebo - Axile Productions	1992	Cacharel, Mav / Kebo	
30339403X	R 494	Wabi / Ngouma Lokito - Touré Jim's Records	1990	Lokito, N'Gouma	
303398078	R 496	Réponse Polo Kina / Victoria-Eleyson d'Emenya ya Mukolo - AMG Prod.	1985	Emeneya / Victoria Eleison	
30361191X	R 508	Music from the Ituri forest / Recorded in the Belgian Congo by Colin M. Turnbull and Francis S. Chapman - Folkways Records	1965	Turnbull, Colin M. / Chapman, Francis S.	
318664909	R 562	Nzenze / M'Pongo Love - Fiesta	1979	Love, M'Pongo	
320727270	R 626	Conflit / Lita Bembo - Disques Esperance	1983	Bembo, Lita / Bokken, Joss / Bembo, Lita	
320910253	R 664	Langa Langa Stars et Choc Stars / Langa Langa Stars ; Choc Stars - Eds. Veve Internat. (EVVI)	1985	Langa Langa Stars / Choc Stars	
320947238	R 665	Kobange / Mimi Ley. Afro International - Eds. Veve Internat.	1990	Ley, Mimi / Afro-International	
320947750	R 666	Ngouashi / Afro International de Mimi Ley - Eds. Veve Internat.	1990	Ley, Mimi / Afro-International	
320949028	R 667	Effacer le tableau / Afro International - Eds. Veve Internat. (Zai͏̈re)	1990	Ley, Mimi / Afro-International	
320950743	R 668	Vol. 1 / Verckys et l'immortel Veve - Eds. Veve Internat.	1981	Verckys / Orchestre Veve	
320950816	R 669	Vol. 2 / Verckys et l'immortel Veve - Eds. Veve Internat.	1982	Verckys / Orchestre Veve	
320953092	R 670	Dribling ya somo / Verckys - Eds. Veve Internat.	1985	Verckys	
320953599	R 671	Vol. 1 : ces jeunes qui font courir les mélomanes de la bonne musique / Langa-Langa Stars - Eds. Veve Internat.	1985	Verckys / Langa Langa Stars	
320976335	R 672	Vol. 2 : danse Weke-Weke / Langa-Langa Stars - Eds. Veve Internat.	1985	Verckys / Langa Langa Stars	
320976726	R 673	Zaiko Langa-Langa, l'orchestre de tous les âges / Zaiko Langa-Langa - Eds. Veve Internat.	1988	Zaïko Langa Langa	
320977137	R 674	Les 7 patrons de l'orchestre Langa-Langa Stars / Langa-Langa Stars - Eds. Veve Internat.	1985	Langa Langa Stars	
320979156	R 675	Ça c'est toi / Diatho Lukoki et le Veve International - Eds. Veve Internat.	1985	Diatho, Lukoki / Orchestre Veve	
