PPN	Signatur	Product	DateCreated	Artist	
125671393	RS 237	A la Confiance / Roger Salmon ; Khim Valentino et l'Orchestre Dynamic Jazz - Ngoma - Jeronimidis	1970	Salmon, Roger / Khim, Valentino / Dynamic Jazz	
125671474	RS 233	Tobongisa libala / Canadien ; Desholey. L'Orchestre Dynamic Jazz - Ngoma. Jeronimidis	1965	Canadien / Desholey / Dynamic Jazz	
125671636	RS 235	Yo keba na ngai / Depiano et l'Orchestre "La Palma" - Ngoma	1962	Depiano / Orchestre La Palma	
12567175X	RS 239	Change ekeseni / Kwamy et son Ensemble - Ngoma - Jeronimidis	1965	Kwamy / Kwamy et son ensemble	
125802226	RS 254	Mbuto 1er / Orchestre Bella-Bella. Dynamite Verckys - African	1972	Verckys / Orchestre Bella-Bella	
125802544	RS 144	Kanu / Orchestre Empire des Bakuba - African	1973	Dilumona, Dilu / Pépé Kallé / Empire Bakuba	
125803826	RS 253	Amba na boyi bombanda / Orchestre Conga. Mateso Mamposi. Malonga - African	1972	Mamposi, Mateso / Malonga, Samuel / Conga Succès	
125804628	RS 148	Sola 1er / Orchestre Bella-Bella - African	1972	Orchestre Bella-Bella	
125806353	RS 06	Konda / Orchestre Mandalala - Edition Bonga. AIT Records	1977	Roy, Makengo / Orchestre Mandalala	
125806426	RS 05	Toboya soni / Djemba Etuwe, Orchestre Lokole - Editions Bonga/A.I.T. Records	1977	Etuwe, Djemba / Orchestre Isifi	
125806485	RS 04	Odia / Djemba Etuwe, Orchestre Lokole - Editions Bonga/A.I.T. Records	1977	Etuwe, Djemba / Orchestre Isifi	
12580668X	RS 392	Chants et Danses Pygmees : Documents sonores enregistrés par C. Huchin et L. Demesse chez les pygmées Babinga au nord du Moyen-Congo - Le Chant du Monde	1965	Huchin, Claude / Demesse, Lucien	
125822138	RS 271	Vicky / Monimanbo. Special Liwanza Band - Editions Ba-Ba/A.I.T. Records	1976	Monimambo, Jim / Special Liwanza Band	
125822340	RS 268	Kamikaze / Orchestre Isso Babeti. Mabusele - A.I.T. Records	1976	Mabusele / Orchestre Isso Babeti	
125829116	RS 267	Towumelite / Special Liwanza Band. Tule Wa Lupini - A.I.T. Records	1976	Tule wa Lupini / Special Liwanza Band	
125829183	RS 270	Union fait la force / Orchestre Isifi. Vadia Mambenga - Editions Ba-Ba/A.I.T. Records	1976	Mambenga, Vadia / Orchestre Isifi	
125829264	RS 269	Mokili / Orchestre Isso Babeti. Mabusele - A.I.T. Records	1976	Mabusele / Orchestre Isso Babeti	
125829353	RS 264	Mapalakale / Orchestre Afro Zaire. Dackin Dackino - A.I.T. Records	1976	Dackin, Dackino / Orchestre Afro Zaire	
125829396	RS 261	Maboko Makasi / Orchestre Afro Zaire. Medico Bwala - A.I.T. Records	1976	Bwala, Medico / Orchestre Afro Zaire	
125829469	RS 265	Kanai / Special Liwanza Band. Tshimba Monimambo - Editions Ba-Ba/A.I.T. Records	1977	Fambe, G. / Monimambo, Jim / Special Liwanza Band	
125829590	RS 266	Ayoma / Special Liwanza Band. Lifenya Lifulenge - A.I.T. Records	1976	Fambe, G. / Lifulenge, Lifenya / Special Liwanza Band	
125829663	RS 272	Maria Chantale / Tshimba Monimambo. Special Liwanza Band - Editions Ba-Ba/A.I.T. Records	1977	Monimambo, Jim / Special Liwanza Band	
125829779	RS 263	Aori / Mukala Coco. Mange-Ngenge Orchestra - A.I.T. Records	1977	Mukala, Coco / Mange-Ngenge Orchestra	
125829809	RS 262	Sugar Mami / Mukala Coco. Mange-Ngenge Orchestre - A.I.T. Records	1977	Mukala, Coco / Mange-Ngenge Orchestra	
125837313	RS 134	Mombila / Par Makanga Ulima; Abeli Pene Wangi. Or[chestre] Lok Lok Lokoko. - Soneca Zaire	1970	Ulima, Makanga / Wangi, Abeli Pene / Lok Lok Lokoko	
125837615	RS 132	Kimasi / Kintueni Sukisa - Soneca Zaire	1970	Kitsusu, Mabiala / Kintueni Sukisa	
125837712	RS 161	Macro / Orch[estre] Kintueni Sukisa - Soneca Zaire	1970	Mabiala, Kitsusu / Kintueni Sukisa	
125837844	RS 162	Zongisa Bolingo (1) / Orchestre Makinalo-Ka - Soneca Zaire	1970	Opetun, Ndombe / Orchestre Makinalo-Ka	
125837941	RS 160	Amazone (1) / Orchestre Isifi - Soneca Zaire	1970	Shungu / Orchestre Isifi	
125837992	RS 130	Soyotina / Orchestre Isifi - Soneca Zaire	1970	Mavuela / Orchestre Isifi	
125838107	RS 133	Belobi / Orchestre Lokole "Isifi" - Soneca Zaire	1970	Bozi / Orchestre Isifi	
125838212	RS 129	Animez - 1 / Par Makanga Ulima [et] or[chestre] Lokoko - Soneca Zaire	1970	Ulima, Makanga / Lok Lok Lokoko	
12583828X	RS 135	Ainsi va la vie Makalolo / Orchestre Isifi - Soneca Zaire	1970	Wembadio, Shungu / Orchestre Isifi	
125838379	RS 159	2x2x2 / Isifi - Soneca Zaire	1970	Lay, Evoloko / Orchestre Isifi	
125838484	RS 131	Kania / Orchestre Isifi - Soneca Zaire	1970	Mavuela / Orchestre Isifi	
125838662	RS 155	Malisi 1ère / Orchestre Tabou-National - Soneca Zaire	1970	Lutula / Orchestre Tabou-National	
125838867	RS 154	Mambuene 1re / Madilu. Or[chestre] Bakuba Mayopi - Soneca Zaire	1970	Madilu System / Bakuba Mayopi	
125838972	RS 153	Mwana Wabi / Bimi Ombale. Orch. Zaiko Langa Langa - Soneca	1970	Ombale, Bimi / Zaïko Langa Langa	
125839006	RS 163	Liwa ya somo 1er / Shungu. Orch[estre] Zaiko Langa Langa - Soneca Zaire	1970	Shungu / Zaïko Langa Langa	
125839057	RS 141	Mbeya Mbeya : Disque d'Or 1973  / Orchestre Zaiko Langa Langa - Soneca Zaire ; [S.l.] : Parions Mondenge [Vertrieb]	1973	Lay, Evoloko / Zaïko Langa Langa	
125840241	RS 08	Tika kotongo / Makengo Roy, Orchestre Mandalala - AIT Records	1977	Roy, Makengo / Orchestre Mandalala	
125840381	RS 09	Minakufa / Tambwe, Orchestre Saka-Yonsa - AIT Records	1977	Tambwe / Orchestre Saka-Yonsa	
125840934	RS 07	Nawela te / Chumu Lala, Orchestre Mandalala - AIT Records	1977	Lala, Chumu / Orchestre Mandalala	
125840977	RS 10	Nabangi makambo / Tambwe, Orchestre Saka-Yonsa - AIT Records	1977	Tambwe / Orchestre Saka-Yonsa	
125841035	RS 11	Nakufeli ye / Tambwe, Orchestre Saka-Yonsa - AIT Records	1977	Tambwe / Orchestre Saka-Yonsa	
125842058	RS 152	Francois Loug'ah au Zaire / François Loug'ah - Sonafric	1976	Lougah, François / Abeti / Ley, Tabu / Joe, Wawanko	
125842163	RS 245	Grievement blessé / Trio Madjesi et Orch. Sosoliso. - Soneca Mondenge	1970	Saakul, Saak / Trio Madjesi / Orchestre Sosoliso	
125842244	RS 149	Kulu ku ngana / Super Kintueni National - Soneca	1970	Petit Jazz Bilendo / Kintueni Sukisa	
12584235X	RS 260	Nati ye goal / Afrisa L'International. Tabu Ley ; Mavatiku Visi - isa	1975	Ley, Tabu / Mavatiku Visi, Michelino / Afrisa International Orchestra	
125842406	RS 145	Kebo / Orchestre Empire Bakuba - Soneca Zaire	1975	Dilumona, Dilu / Empire Bakuba	
125842465	RS 249	Nakei Abidjan / Sangana ; Nico. Orchestre African Fiesta - Sukisa	1975	Sangana / Nico <Docteur> / African Fiesta	
125842554	RS 243	Sisi moke / Orch. Les Grands Maquisards - Soneca Zaire	1970	Dalienst, Ntesa / Orchestre Les Grands Maquisards	
125842600	RS 241	Bolingo ya mokuse / Soki Dianzenzi et son ensemble ; Vula et son ensemble - Soneca Zaire	1970	Soki Dianzenza / Vula / Soki Dianzenza et son ensemble	
125842643	RS 244	Nabeli panzi - 1 / Loko Deckain. Orchestre G O Malebo - Soneca Zaire	1970	Deckain, Loko / Orchestre G. O. Malebo	
125842686	RS 242	Kalanda - I / Prince Soki-Dianzenza. Or[ch]. Bella Mambo Renove - Soneca Zaire	1970	Soki Dianzenza / Bella Mambo Renove	
125842708	RS 248	Yalulendo (1) / par Yossa [et] Or. Bakuba Mayopi - Soneca Zaire	1970	Taluki, Yossa / Bakuba Mayopi	
125842732	RS 247	Nazali mwasi / Orch. Tabu-Engombi - Soneca Zaire	1970	Zangilu / Djoboke / Orchestre Tabu-Engombi	
125842740	RS 246	Chou Maika / Mayalibo ; Fataki. Or. Tabou Engombi - Soneca Zaire	1970	Mayalibo / Fataki, Joe / Orchestre Tabu-Engombi	
125842775	RS 158	Faute ya mama leki / Suki Mayanga. Or[chestre] Comet Mambo. Kiala Zoi Sala - Soneca Zaire	1970	Mayanga, Suki / Sala, Kiala Zoi / Comet Mambo	
126165947	RS 255	Yondo Jeanine / African Soul de Kinshasa. Mizele ; Sangana - Sonafric	1970	Mizele, Paul / Sangana / African Soul de Kinshasa	
126165971	RS 256	Balobi nako yoka eloko / African Soul de Kinshasa. Ngwalali ; Sangana - Sonafric	1970	Ngwalali, Michel / Sangana / African Soul de Kinshasa	
126166056	RS 257	Tshiela zala na nzai sincere / African Soul de Kinshasa. Mizele ; Sangana - Sonafric	1970	Mizele, Paul / Sangana / African Soul de Kinshasa	
126166102	RS 258	Nzeba nalinga / African Soul de Kinshasa. Zorro ; Mizele - Sonafric	1970	Zorro / Mizele, Paul / African Soul de Kinshasa	
12616634X	RS 357	Faux Promesse / Orchestre Hi-Fives - Pathé Marconi	1970	Orchestre Hi-Fives	
12616651X	RS 358	Mariam Nirudie / Orchestre Hi-Fives - Pathé Marconi	1970	Orchestre Hi-Fives	
126166552	RS 359	Nichukume twende kwako / Orchestre Hi-Fives - Pathé Marconi	1971	Orchestre Hi-Fives	
126166749	RS 405	Na lingaka ngai koleka / Orchestre Pierre et les Loulous - Pathé Marconi	1971	Loukouamoussou, Pierre / Orchestre Pierre et les Loulous	
126166803	RS 360	Mokili ya makmbo / Orchestre Hi-Fives - Pathé Marconi	1971	Orchestre Hi-Fives	
126166897	RS 361	Emny mon chou-chou / Orchestre Hi-Fives - Pathé Marconi	1971	Orchestre Hi-Fives	
126166978	RS 404	Kotazo J.B.B. / Orchestre Pierre et les Loulous. Pierre Loukouamoussou - Pathé Marconi	1971	Loukouamoussou, Pierre / Orchestre Pierre et les Loulous	
126167621	RS 435	Lola / Franco et l'Orchestre OK Jazz - Pathé Marconi.	1970	Franco <Musiker> / Tout-Puissant OK Jazz	
126167648	RS 434	Marceline / Franco et l'Orchestre OK-Jazz - Pathé Marconi.	1972	Franco <Musiker> / Tout-Puissant OK Jazz	
126167702	RS 403	Mokolo ya Mardi Jeanette / Pierre et les Loulous - Pathé Marconi	1972	Loukouamoussou, Pierre / Orchestre Pierre et les Loulous	
126167761	RS 139	Ma Loukoula / Orchestre Sinza - Pathé Marconi	1971	Moutouari, Pierre / Anatole, Bokassa / Orchestre Sinza	
126358389	RS 138	Daudet lingaka / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Binsangou, Agnes / Maouakany, Marcel / Orchestre Mando Negro Kwala Kwa	
126360324	RS 367	Olongi Maria / Les Bantous de la Capitale - Pathé Marconi	1971	Abangui, Gilbert / Les Bantous de la Capitale	
126360405	RS 368	Trois mois de tristesse / Les Bantous de la Capitale - Pathé Marconi	1971	Siméon, Rikky / Les Bantous de la Capitale	
126360561	RS 372	Le monde est méchant / Orchestre Negro-Band (A Tout Casser) - Pathé Marconi	1972	Tomba, Rubin Major / Orchestre Negro Band	
126360650	RS 369	Marceline bosana bambanda / Orchestre Negro-Band (A Tout Casser). M'Bongolo Maurice - Pathé Marconi	1972	M'Bongolo, Maurice / Orchestre Negro Band	
12636074X	RS 370	Yomba Emilie / Orchestre Negro Band (A tout casser) - Pathé Marconi	1972	Matondo, Titi / Orchestre Negro Band	
126362432	RS 419	Mwasi ya kulutu / Orchestre Negro Vox - Pathé Marconi	1971	Negro Vox	
126362505	RS 252	Pasi namonaka / Orchestre Negro Vox. Max Brown - Pathé Marconi	1971	Brown, Max / Negro Vox	
126362548	RS 363	O chancer motema / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Sita, Alphonse / Maouakany, Marcel / Orchestre Mando Negro Kwala Kwa	
126362599	RS 364	Lokumu wapi : (rumba) / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	N'Couba, Jean Jhon / Diambouana, David / Orchestre Mando Negro Kwala Kwa	
126362653	RS 493	Mosaka / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1970	Daudi, Daniel / Moumpala, Michel / Orchestre Mando Negro Kwala Kwa	
126362890	RS 143	Déception / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1970	Fidel Zizi / Binsangou, Ange Beckosse / Orchestre Mando Negro Kwala Kwa	
12636303X	RS 362	Na boyi banzinzi / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Milembolo, Ferdinand / Fidel Zizi / Orchestre Mando Negro Kwala Kwa	
126363129	RS 497	M.J. Makanga / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Nkounkou, Ignace / Doudi, Daniel / Orchestre Mando Negro Kwala Kwa	
126363242	RS 365	Gabio No. 2 / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Siscala, Didi / Fidel Zizi / Orchestre Mando Negro Kwala Kwa	
126363366	RS 366	Joselita / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1973	Ngouba, Jean / Fidel Zizi / Orchestre Mando Negro Kwala Kwa	
126363420	RS 498	Yambi / Orchestre Mando-Negro Kwala-Kwa - Pathé Marconi	1972	Fidel Zizi / Bisangu, Ange Beckosse / Orchestre Mando Negro Kwala Kwa	
126363560	RS 495	Na pont yo Marceline / Orchestre Sinza - Pathé Marconi	1971	Dianzolo, Gabriel / Samba, Fidèle / Orchestre Sinza	
126363609	RS 406	Magali / Orchestre Sinza - Pathé Marconi	1971	Nfouilou, Daniel / Kounkou, Luc / Orchestre Sinza	
126363668	RS 408	N'tsiela / Orchestre Sinza. Samba Fidèle - Pathé Marconi	1972	Samba, Fidèle / Orchestre Sinza	
126363749	RS 407	Bolingo Celia / Orchestre Sinza - Pathé Marconi	1972	Moutouari, Pierre / Orchestre Sinza	
126363854	RS 415	Il est né / Orchestre Sinza - Pathé Marconi	1972	Orchestre Sinza	
126364060	RS 418	Gabon rénové / Orchestre Super-Jazz - Pathé Marconi	1971	Moina, Christophe / Martin, Mata / Orchestre Super-Jazz	
126364109	RS 137	Séraphine / Orchestre Super-Jazz - Pathé Marconi	1971	Anachet, Jean / Orchestre Super-Jazz	
126364168	RS 374	Bea nakokufa / Orchestre Négro-Succès - Pathé Marconi	1972	Orchestre Negro Succes	
126364192	RS 375	M.T. naboyi mbamba / Orchestre Négro-Succès - Pathé Marconi	1972	Orchestre Negro Succes	
126364427	RS 373	Kimobange wenze te / Orchestre Négro-Succès - Pathé Marconi	1972	Orchestre Negro Succes	
126364486	RS 417	Na Tamboli Moto Godee / Orchestre Les Maestros - Pathé Marconi	1970	Zangelo, M'Konga / Lujeba, Jacques / Orchestre Les Maestros	
126364516	RS 416	Mwasi abongi na libala / Orchestre Les Maestros - Pathé Marconi	1970	Zangelo, M'Konga / Lujeba, Jacques / Orchestre Les Maestros	
126408610	RS 423	Bolingo ya kisi / Orchestre Négritta - Pathé Marconi	1971	Rouby, Papa / Orchestre Negritta	
126514496	RS 424	Dachatsu / Orchestre Négritta - Pathé Marconi	1971	Rouby, Papa / Orchestre Negritta	
126514623	RS 426	O mbima ma me / Anne-Marie Nzié - Pathé Marconi	1971	Nzié, Anne-Marie	
126515026	RS 492	Paulina / Les Grands Maquisards - Pathé Marconi	1972	Dalienst, Ntesa / Orchestre Les Grands Maquisards	
126515204	RS 428	Salsa Na Ma / Laba Sosseh y Su Conjunto - Pathé Marconi	1970	Sosseh, Laba / Laba Sosseh y Su Conjunto	
126515360	RS 378	Colette / Les Rebelles - Pathé Marconi	1970	Kasanaut, Denon / Rebelles	
126615233	RS 377	Conseil ya Mampouya / Les Rebelles - Pathé Marconi	1970	Tomba, Rubin Major / Rebelles	
126615314	RS 376	Toucas tala ewawa / Les Rebelles - Pathé Marconi	1970	Tomba, Rubin Major / Rebelles	
12661539X	RS 430	You you nabosana numéro / Thu Zahina - Pathé Marconi	1971	Thu Zahina	
126615780	RS 488	Julienne / Orchestre Cercul Jazz - Pathé Marconi	1970	Orchestre Cercul Jazz	
126616000	RS 410	Loe Marthe / Orchestre Manta Lokoka - Pathé Marconi	1973	Mangouani, Simon / Orchestre Manta Lokoka	
12661606X	RS 412	Dougbor Mar / Lawrence Haney - Pathé Marconi	1972	Haney, Lawrence	
126616655	RS 432	Mabinli / Turesco and His Shurbu Kings - Pathé Marconi	1972	Turesco / Turesco and His Shurbu Kings	
126616779	RS 401	Likambe / Orchestre African Kings. Philippe Lendzoungou - Pathé Marconi	1972	Lendzoungou, Philippe / Orchestre African Kings	
126616825	RS 402	Tsuza Tsuza / Orchestre African Kings. Philippe Lendzoungou - Pathé Marconi	1972	Lendzoungou, Philippe / Orchestre African Kings	
126616973	RS 414	Mbanza Velela / Les Grands Maquisards - Pathé Marconi	1972	Lokombe, P.M. / Diana, P.M. / Orchestre Les Grands Maquisards	
126617031	RS 409	Wa ntama / Orchestre Manta Lokoka - Pathé Marconi	1973	Mayouma, Jean / Voka, Daniel / Orchestre Manta Lokoka	
126617104	RS 411	Mabiala / Orchestre Manta Lokoka - Pathé Marconi	1973	Likia, Joseph / Ngoubi, Christophe / Orchestre Manta Lokoka	
126617384	RS 140	Africa autentic / Michel Boybanda et son ensemble - Pathé Marconi	1973	Boyibanda, Michel / Michel Boybanda et son orchestre	
12661749X	RS 494	Kiula / Orchestre Dynamic Jazz - Pathé Marconi	1973	Desholey / Dynamic Jazz	
126617554	RS 431	Bolingo Viviane / Orchestre Dynamic Jazz. Khim Valentino - Pathé Marconi	1973	Khim, Valentino / Dynamic Jazz	
12661816X	RS 421	Libala bombanda / Super Baka "Le Veritable" - Pathé Marconi	1971	Super Baka Le Veritable	
126618240	RS 422	Esta oyokisi ngai soni / Super Baka "Le Veritable" - Pathé Marconi	1971	Super Baka Le Veritable	
12661850X	RS 425	Bolingo pasi kisi te / Orchestre "Vipères Jazz" - Pathé Marconi	1970	Rapha, Kaumba / Orchestre Viperes Jazz	
126618569	RS 427	Jane Marie bolingo / Orchestre "Vipères Jazz" - Pathé Marconi	1970	Rapha, Kaumba / Orchestre Viperes Jazz	
12661864X	RS 487	Bolingo Eponi Ekolo Te / Orchestre Cercul Jazz - Pathé Marconi	1971	Orchestre Cercul Jazz	
126618739	RS 420	Sophiya / Orchestre Cercul Jazz - Pathé Marconi	1971	Mpassi, Fidele Dorss / Tounga, Norbert Melgy / Orchestre Cercul Jazz	
12661881X	RS 142	Motema makambo mingi / Michel Boybanda et son orchestre - Pathé Marconi/EMI	1971	Boyibanda, Michel / Michel Boybanda et son orchestre	
126618895	RS 136	Mokili / Michel Boybanda et son orchestre - Pathe Marconi	1971	Boyibanda, Michel / Michel Boybanda et son orchestre	
183089804	TK 1049	Nico / Docteur Nico & l'African Fiesta Sukisa - African	1995	Nico <Docteur> / African Fiesta	
185231667	R 2201	Kinshasa / Kawende et ses copains - Plainisphare	1984	Kawende et ses copains	
188078886	TK 1103	Vol. 1: Pont sur le Zaire / Essous, Franco,... Orch. Bantous, Orch. Cercul, O.K. Jazz - Pathé Marconi/EMI	1977	Essous, Jean Serge / Franco <Musiker> / Les Bantous de la Capitale / Orchestre Cercul Jazz / Tout-Puissant OK Jazz	
188079076	TK 1104	Vol. 2 / Orchestre OK Jazz - Pathé Marconi/EMI	1977	Tout-Puissant OK Jazz	
199248133	RS 798	Le téléphone sonne / Souzy Kasseya - Mercury	1983	Kasseya, Souzy	
199266689	RS 797	Bo mbanda  / Pablo Lubadika Porthos - Island Records	1981	Pablo <Musiker>	
207908702	CD 933	Zai͏̈re : Ekonda ; Bobongo ; Sortie de la Walé  / enreg. Benoît Quersin 1971 et 1978 ; collection de la Sonothèque de l'Institut des Musées nationaux du Zai͏̈re - Fonti musicali	1994	Quersin, Benoit	
207908990	RS 1855	Kufa ntangu civilisé / Orchestre TP OK-Jazz - Fiesta	1971	Tout-Puissant OK Jazz	
207909148	RS 1856	Par 3 L 1 : Luambo lo-kanga Iwa-djo makiadi / Tout-Puissant OK. Jazz - Fiesta	1973	Tout-Puissant OK Jazz	
211254819	RS 01	Falalingua gueno sabe : Cha-Cha-Cha / Dihunga Hubert with Orchestra Negro Succes - E.M.I. Records	1962	Dihunga, Hubert / Orchestre Negro Succes	
211257249	RS 02	Bueno pesto : Cha-Cha-Cha / Leon Bolombo with Orchestra Negro-Succes - E.M.I. (Nigeria)	1962	Bolombo, Leon / Orchestre Negro Succes	
211492949	RS 63	Musik von Belgisch-Kongo / Joseph Kasabelle ... - Grammmophone	1960	Malongansomi / Kabasele, Joseph / Nico <Docteur> / La section C	
211493341	RS 13	Constitution / Laurent Botseke - Sonafric [u.a.]	1975	Botseke, Laurent	
212002627	RS 74	Anna / Verckys et son Ensemble - Pathé	1971	Verckys / Verckys et son Ensemble	
212003208	RS 75	Mbongo / Alberthos. Orchestre Alberthos - Pathé	1971	Alberthos / Orchestre Alberthos	
212006088	RS 76	Bon anniversaire / Pathé Marconi. Roger M'Pikou Mboykou. African Kings - Pathé	1972	Marconi, Pathé / M'Pikou Mboykou, Roger / Orchestre African Kings	
212007343	RS 77	Photo témoin / Verckys and His Veve Band - Pathé	1972	Verckys / Orchestre Veve	
212008463	RS 78	Traficant / Verckys and His Veve Band - Pathé	1972	Verckys / Orchestre Veve	
212009419	RS 79	Na bali / OK Jazz - 	1972	Franco <Musiker> / Tout-Puissant OK Jazz	
212012185	RS 83	Georgette / R. Kaumba. The Vipers Jazz - Pathé	1972	Kaumba, R. / Vipers Jazz	
212013491	RS 82	Nakufa / Les Ngembo - Pathé	1972	Ntumba, B. / Les Ngembo	
212026291	RS 85	Bolingo B-B / Les Ngembo - Pathé	1972	Ntumba, B. / Les Ngembo	
212027972	RS 86	Laissez moi voir Franco / Franco & O.K. Jazz - Pathé	1973	Franco <Musiker> / Tout-Puissant OK Jazz	
212028359	RS 87	Azda no. 1 / Franco Luambo. Franco & O.K. Jazz - Pathé	1973	Franco <Musiker> / Tout-Puissant OK Jazz	
212028855	RS 88	Lukika / Lola Checain ; Brazzos. OK Jazz - Pathé [EMI Kenya]	1973	Lola Checain / Brazzos / Tout-Puissant OK Jazz	
212030116	RS 89	Zando ya Tipotipo / Boy Banda; Franco. O.K. Jazz - 	1973	Boy Banda / Franco <Musiker> / Tout-Puissant OK Jazz	
212380745	RS 240	Ki soyo te / Fauvette Bhelmodos et l'Orchestre Jamel Jazz - Ngoma Records - Jeronimidis	1962	Bhelmodos, Fauvette / Orchestre Jamel Jazz	
