PPN	GND-ID	GND-Name	GND-JSON	Kategorie	Rolle	Name	Bemerkung	
365413739	http://d-nb.info/gnd/10186292-1	Langa Langa Stars	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/10186292-1","_standard":"text":"Langa Langa Stars"},"conceptName":"Langa Langa Stars"}	029E	$B:	Langa Langa Stars		
365551678	http://d-nb.info/gnd/105436592X	Tchicaya, Tchico	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/105436592X","_standard":"text":"Tchicaya, Tchico"},"conceptName":"Tchicaya, Tchico"}	028E	$B:	Tchicaya, Tchico		
365551678	http://d-nb.info/gnd/1077773862	Afro Festival	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1077773862","_standard":"text":"Afro Festival"},"conceptName":"Afro Festival"}	029E	$B:	Afro Festival		
365556122	http://d-nb.info/gnd/105436592X	Tchicaya, Tchico	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/105436592X","_standard":"text":"Tchicaya, Tchico"},"conceptName":"Tchicaya, Tchico"}	028E	$B:	Tchicaya, Tchico		
365564389	http://d-nb.info/gnd/105436592X	Tchicaya, Tchico	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/105436592X","_standard":"text":"Tchicaya, Tchico"},"conceptName":"Tchicaya, Tchico"}	028E	$B:	Tchicaya, Tchico		
365564389	http://d-nb.info/gnd/107782498X	Soukous-Machine	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/107782498X","_standard":"text":"Soukous-Machine"},"conceptName":"Soukous-Machine"}	029E	$B:	Soukous-Machine		
365728608	http://d-nb.info/gnd/1034896679	Nyamabo, Ben	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1034896679","_standard":"text":"Nyamabo, Ben"},"conceptName":"Nyamabo, Ben"}	028E	$B:	Nyamabo, Ben		
365728608	http://d-nb.info/gnd/3017839-3	Choc Stars (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3017839-3","_standard":"text":"Choc Stars (Musikgruppe)"},"conceptName":"Choc Stars (Musikgruppe)"}	029E	$B:	Choc Stars		
365759465	http://d-nb.info/gnd/3017839-3	Choc Stars (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3017839-3","_standard":"text":"Choc Stars (Musikgruppe)"},"conceptName":"Choc Stars (Musikgruppe)"}	029E	$B:	Choc Stars		
365986720	http://d-nb.info/gnd/134782542	Ley, Tabu	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/134782542","_standard":"text":"Ley, Tabu"},"conceptName":"Ley, Tabu"}	028E	$B:	Ley, Tabu	1940-2013	
365986720	http://d-nb.info/gnd/107824085X	Wawali	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/107824085X","_standard":"text":"Wawali"},"conceptName":"Wawali"}	028E/01	$B:voc	Wawali		
365986720	http://d-nb.info/gnd/1078242259	Dje Mag'num	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078242259","_standard":"text":"Dje Mag'num"},"conceptName":"Dje Mag'num"}	028E/02	$B:voc	Dje Mag'num		
365993379	http://d-nb.info/gnd/1078251509	Lokassa ya M'Bongo	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078251509","_standard":"text":"Lokassa ya M'Bongo"},"conceptName":"Lokassa ya M'Bongo"}	028E	$B:	Lokassa ya M'Bongo	1946-	
365994154	http://d-nb.info/gnd/16171162-5	Matchatcha	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16171162-5","_standard":"text":"Matchatcha"},"conceptName":"Matchatcha"}	029E	$B:	Matchatcha		
365995088	http://d-nb.info/gnd/16035195-9	Wenge Musica BC BG	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/16035195-9","_standard":"text":"Wenge Musica BC BG"},"conceptName":"Wenge Musica BC BG"}	029F	$4:prf	Wenge Musica BC BG		
366004077	http://d-nb.info/gnd/1078265798	Beau Frère Mabiala	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078265798","_standard":"text":"Beau Frère Mabiala"},"conceptName":"Beau Frère Mabiala"}	028E	$B:	Beau Frère Mabiala		
366004891	http://d-nb.info/gnd/1060741113	Kosmos, Musiker	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1060741113","_standard":"text":"Kosmos, Musiker"},"conceptName":"Kosmos, Musiker"}	028E	$B:	Kosmos <Musiker>	1944-	
366005960	http://d-nb.info/gnd/105436592X	Tchicaya, Tchico	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/105436592X","_standard":"text":"Tchicaya, Tchico"},"conceptName":"Tchicaya, Tchico"}	028E	$B:	Tchicaya, Tchico		
366005960	http://d-nb.info/gnd/1054618232	Groupe Kilimandjaro	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1054618232","_standard":"text":"Groupe Kilimandjaro"},"conceptName":"Groupe Kilimandjaro"}	029E	$B:	Groupe Kilimandjaro		
366014765	http://d-nb.info/gnd/1071068474	Kandanda, Ngeleka	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1071068474","_standard":"text":"Kandanda, Ngeleka"},"conceptName":"Kandanda, Ngeleka"}	028E	$B:	Kandanda, Ngeleka		
366018795	http://d-nb.info/gnd/1078283974	Yondo Sister	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078283974","_standard":"text":"Yondo Sister"},"conceptName":"Yondo Sister"}	028C	$4:sng	Yondo Sister	1958-	
36602244X	http://d-nb.info/gnd/1036608115	Les Officiers of African Music	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1036608115","_standard":"text":"Les Officiers of African Music"},"conceptName":"Les Officiers of African Music"}	029E	$B:	Les Officiers of African Music		
366023314	http://d-nb.info/gnd/134979044	Kanza, Lokua	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/134979044","_standard":"text":"Kanza, Lokua"},"conceptName":"Kanza, Lokua"}	028C	$B:Komp.	Kanza, Lokua	1958-	
366023314	http://d-nb.info/gnd/1078288925	Elali	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078288925","_standard":"text":"Elali"},"conceptName":"Elali"}	028E	$B:	Elali		
366024256	http://d-nb.info/gnd/1053547196	Dibala, Diblo	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1053547196","_standard":"text":"Dibala, Diblo"},"conceptName":"Dibala, Diblo"}	028E	$B:	Dibala, Diblo	1954-	
366024256	http://d-nb.info/gnd/3059198-3	Loketo	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3059198-3","_standard":"text":"Loketo"},"conceptName":"Loketo"}	029E	$B:	Loketo		
366026364	http://d-nb.info/gnd/1053364326	Djonolo, Givé	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1053364326","_standard":"text":"Djonolo, Givé"},"conceptName":"Djonolo, Givé"}	028E	$B:	Djonolo, Givé		
366036165	http://d-nb.info/gnd/107832008X	Bovick	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/107832008X","_standard":"text":"Bovick"},"conceptName":"Bovick"}	028E	$B:	Bovick	1948-	
366040111	http://d-nb.info/gnd/1053547196	Dibala, Diblo	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1053547196","_standard":"text":"Dibala, Diblo"},"conceptName":"Dibala, Diblo"}	028E	$B:	Dibala, Diblo	1954-	
366040111	http://d-nb.info/gnd/3059198-3	Loketo	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3059198-3","_standard":"text":"Loketo"},"conceptName":"Loketo"}	029E	$B:	Loketo		
366045903	http://d-nb.info/gnd/1053364326	Djonolo, Givé	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1053364326","_standard":"text":"Djonolo, Givé"},"conceptName":"Djonolo, Givé"}	028E	$B:	Djonolo, Givé		
366046446	http://d-nb.info/gnd/105216076X	Mbenza, Syran	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/105216076X","_standard":"text":"Mbenza, Syran"},"conceptName":"Mbenza, Syran"}	028E	$B:	Mbenza, Syran	1950-	
366047361	http://d-nb.info/gnd/1078336784	Les 5 Vénus (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078336784","_standard":"text":"Les 5 Vénus (Musikgruppe)"},"conceptName":"Les 5 Vénus (Musikgruppe)"}	029E	$B:	Les 5 Vénus		
366048910	http://d-nb.info/gnd/1060116375	Wuta Mayi	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1060116375","_standard":"text":"Wuta Mayi"},"conceptName":"Wuta Mayi"}	028E	$B:	Wuta Mayi	1949-	
366053175	http://d-nb.info/gnd/1060116057	Kimoko, Dally	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1060116057","_standard":"text":"Kimoko, Dally"},"conceptName":"Kimoko, Dally"}	028E	$B:	Kimoko, Dally	1955-	
366054031	http://d-nb.info/gnd/3060565-9	Orchestre Bella-Bella (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/3060565-9","_standard":"text":"Orchestre Bella-Bella (Musikgruppe)"},"conceptName":"Orchestre Bella-Bella (Musikgruppe)"}	029E	$B:	Orchestre Bella-Bella		
366054325	http://d-nb.info/gnd/1053235844	Mayaula Mayoni	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1053235844","_standard":"text":"Mayaula Mayoni"},"conceptName":"Mayaula Mayoni"}	028E	$B:	Mayaula Mayoni	1945-2010	
366059920	http://d-nb.info/gnd/105216076X	Mbenza, Syran	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/105216076X","_standard":"text":"Mbenza, Syran"},"conceptName":"Mbenza, Syran"}	028E	$B:	Mbenza, Syran	1950-	
366059920	http://d-nb.info/gnd/135819202	Mansiamina, Bopol	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/135819202","_standard":"text":"Mansiamina, Bopol"},"conceptName":"Mansiamina, Bopol"}	028E/01	$B:	Mansiamina, Bopol	1949-	
366059920	http://d-nb.info/gnd/1060116375	Wuta Mayi	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1060116375","_standard":"text":"Wuta Mayi"},"conceptName":"Wuta Mayi"}	028E/02	$B:	Wuta Mayi	1949-	
366059920	http://d-nb.info/gnd/1078362483	Bellow, Komba	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078362483","_standard":"text":"Bellow, Komba"},"conceptName":"Bellow, Komba"}	028E/03	$B:	Bellow, Komba		
366059920	http://d-nb.info/gnd/1078424233	Quatres Étoiles - Four Stars (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078424233","_standard":"text":"Quatres Étoiles - Four Stars (Musikgruppe)"},"conceptName":"Quatres Étoiles - Four Stars (Musikgruppe)"}	029E	$B:	Quatres Étoiles - Four Stars		
366064800	http://d-nb.info/gnd/107836656X	Samba, Sam	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/107836656X","_standard":"text":"Samba, Sam"},"conceptName":"Samba, Sam"}	028C	$B:Komp.	Samba, Sam		
366064800	http://d-nb.info/gnd/10129004-4	Stukas (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/10129004-4","_standard":"text":"Stukas (Musikgruppe)"},"conceptName":"Stukas (Musikgruppe)"}	029E	$B:	Stukas		
366166220	http://d-nb.info/gnd/107841016X	Bouanga, Fulgence	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/107841016X","_standard":"text":"Bouanga, Fulgence"},"conceptName":"Bouanga, Fulgence"}	028E	$B:	Bouanga, Fulgence		
366167278	http://d-nb.info/gnd/107841100X	Moya, Ringo	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/107841100X","_standard":"text":"Moya, Ringo"},"conceptName":"Moya, Ringo"}	028E	$B:	Moya, Ringo	1953-1993	
366171151	http://d-nb.info/gnd/1034404075	Mavuela	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1034404075","_standard":"text":"Mavuela"},"conceptName":"Mavuela"}	028E	$B:	Mavuela		
366172603	http://d-nb.info/gnd/1078419868	Beya, Meta	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078419868","_standard":"text":"Beya, Meta"},"conceptName":"Beya, Meta"}	028E	$B:	Beya, Meta		
366172603	http://d-nb.info/gnd/1078419930	Shamamba, Feza	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078419930","_standard":"text":"Shamamba, Feza"},"conceptName":"Shamamba, Feza"}	028E/01	$B:	Shamamba, Feza		
366176285	http://d-nb.info/gnd/1060741113	Kosmos, Musiker	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1060741113","_standard":"text":"Kosmos, Musiker"},"conceptName":"Kosmos, Musiker"}	028E	$B:	Kosmos <Musiker>	1944-	
366178458	http://d-nb.info/gnd/1060116375	Wuta Mayi	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1060116375","_standard":"text":"Wuta Mayi"},"conceptName":"Wuta Mayi"}	028E	$B:	Wuta Mayi	1949-	
366178458	http://d-nb.info/gnd/13543159X	Nyboma	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/13543159X","_standard":"text":"Nyboma"},"conceptName":"Nyboma"}	028E/01	$B:	Nyboma	1952-	
366178458	http://d-nb.info/gnd/105216076X	Mbenza, Syran	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/105216076X","_standard":"text":"Mbenza, Syran"},"conceptName":"Mbenza, Syran"}	028E/02	$B:	Mbenza, Syran	1950-	
366178458	http://d-nb.info/gnd/135819202	Mansiamina, Bopol	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/135819202","_standard":"text":"Mansiamina, Bopol"},"conceptName":"Mansiamina, Bopol"}	028E/03	$B:	Mansiamina, Bopol	1949-	
366178458	http://d-nb.info/gnd/1078424233	Quatres Étoiles - Four Stars (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078424233","_standard":"text":"Quatres Étoiles - Four Stars (Musikgruppe)"},"conceptName":"Quatres Étoiles - Four Stars (Musikgruppe)"}	029E	$B:	Quatres Étoiles - Four Stars		
366178865	http://d-nb.info/gnd/1078425426	Orchestre Télé-Music de Brazzaville	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078425426","_standard":"text":"Orchestre Télé-Music de Brazzaville"},"conceptName":"Orchestre Télé-Music de Brazzaville"}	029E	$B:	Orchestre Télé-Music de Brazzaville		
36618105X	http://d-nb.info/gnd/1078426791	Ngonda, Wally	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078426791","_standard":"text":"Ngonda, Wally"},"conceptName":"Ngonda, Wally"}	028E	$B:	Ngonda, Wally		
36618105X	http://d-nb.info/gnd/1070828408	Mukangi, Déesse	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1070828408","_standard":"text":"Mukangi, Déesse"},"conceptName":"Mukangi, Déesse"}	028E/01	$B:	Mukangi, Déesse		
36618105X	http://d-nb.info/gnd/1078426848	Alibaba, Kofi	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078426848","_standard":"text":"Alibaba, Kofi"},"conceptName":"Alibaba, Kofi"}	028E/02	$B:	Alibaba, Kofi		
36618105X	http://d-nb.info/gnd/102221957X	Anti Choc (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/102221957X","_standard":"text":"Anti Choc (Musikgruppe)"},"conceptName":"Anti Choc (Musikgruppe)"}	029E	$B:	Anti Choc		
366181572	http://d-nb.info/gnd/1054404402	Canta, Ballou	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1054404402","_standard":"text":"Canta, Ballou"},"conceptName":"Canta, Ballou"}	028E	$B:	Canta, Ballou		
366181572	http://d-nb.info/gnd/1078428174	Soukouss-Time (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078428174","_standard":"text":"Soukouss-Time (Musikgruppe)"},"conceptName":"Soukouss-Time (Musikgruppe)"}	029E	$B:	Soukouss-Time		
366181823	http://d-nb.info/gnd/1078428387	Mavatiku Visi, Michelino	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078428387","_standard":"text":"Mavatiku Visi, Michelino"},"conceptName":"Mavatiku Visi, Michelino"}	028E	$B:	Mavatiku Visi, Michelino	1946-	
366234242	http://d-nb.info/gnd/1078642346	Master Mwana Congo	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078642346","_standard":"text":"Master Mwana Congo"},"conceptName":"Master Mwana Congo"}	028E	$B:	Master Mwana Congo		
366234242	http://d-nb.info/gnd/1078641595	Majunga, Freddy de	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078641595","_standard":"text":"Majunga, Freddy de"},"conceptName":"Majunga, Freddy de"}	028E/01	$B:	de Majunga, Freddy		
366260820	http://d-nb.info/gnd/1078702756	Mokombi, Menga	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078702756","_standard":"text":"Mokombi, Menga"},"conceptName":"Mokombi, Menga"}	028E	$B:	Mokombi, Menga		
366295713	http://d-nb.info/gnd/1078760705	Kawongolo, Buffalo Kalo	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078760705","_standard":"text":"Kawongolo, Buffalo Kalo"},"conceptName":"Kawongolo, Buffalo Kalo"}	028E	$B:	Kawongolo, Buffalo Kalo	1945-2010	
366295713	http://d-nb.info/gnd/1078760837	Basséky, Yonna	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078760837","_standard":"text":"Basséky, Yonna"},"conceptName":"Basséky, Yonna"}	028E/01	$B:	Basséky, Yonna		
366295713	http://d-nb.info/gnd/1078760993	Tontons (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078760993","_standard":"text":"Tontons (Musikgruppe)"},"conceptName":"Tontons (Musikgruppe)"}	029E	$B:	Tontons		
366296531	http://d-nb.info/gnd/107876333X	M'Pompon	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/107876333X","_standard":"text":"M'Pompon"},"conceptName":"M'Pompon"}	028E	$B:	M'Pompon		
366558269	http://d-nb.info/gnd/107876333X	M'Pompon	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/107876333X","_standard":"text":"M'Pompon"},"conceptName":"M'Pompon"}	028E	$B:	M'Pompon		
366582712	http://d-nb.info/gnd/1079042458	Kahamba, Shaba	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1079042458","_standard":"text":"Kahamba, Shaba"},"conceptName":"Kahamba, Shaba"}	028E	$B:	Kahamba, Shaba	1947-2016	
366582712	http://d-nb.info/gnd/1079043071	Esprits Saints (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1079043071","_standard":"text":"Esprits Saints (Musikgruppe)"},"conceptName":"Esprits Saints (Musikgruppe)"}	029E	$B:	Esprits Saints		
366584405	http://d-nb.info/gnd/1078760705	Kawongolo, Buffalo Kalo	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078760705","_standard":"text":"Kawongolo, Buffalo Kalo"},"conceptName":"Kawongolo, Buffalo Kalo"}	028E	$B:	Kawongolo, Buffalo Kalo	1945-2010	
366618342	http://d-nb.info/gnd/1079072403	Kazi-Ndona	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1079072403","_standard":"text":"Kazi-Ndona"},"conceptName":"Kazi-Ndona"}	028E	$B:	Kazi-Ndona		
366625802	http://d-nb.info/gnd/1078641595	Majunga, Freddy de	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078641595","_standard":"text":"Majunga, Freddy de"},"conceptName":"Majunga, Freddy de"}	028E	$B:	de Majunga, Freddy		
366625802	http://d-nb.info/gnd/107910299X	Kings Stars (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/107910299X","_standard":"text":"Kings Stars (Musikgruppe)"},"conceptName":"Kings Stars (Musikgruppe)"}	029E	$B:	Kings Stars		
366626140	http://d-nb.info/gnd/1060116375	Wuta Mayi	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1060116375","_standard":"text":"Wuta Mayi"},"conceptName":"Wuta Mayi"}	028E	$B:	Wuta Mayi	1949-	
366626140	http://d-nb.info/gnd/13543159X	Nyboma	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/13543159X","_standard":"text":"Nyboma"},"conceptName":"Nyboma"}	028E/01	$B:	Nyboma	1952-	
366626140	http://d-nb.info/gnd/105216076X	Mbenza, Syran	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/105216076X","_standard":"text":"Mbenza, Syran"},"conceptName":"Mbenza, Syran"}	028E/02	$B:	Mbenza, Syran	1950-	
366626140	http://d-nb.info/gnd/135819202	Mansiamina, Bopol	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/135819202","_standard":"text":"Mansiamina, Bopol"},"conceptName":"Mansiamina, Bopol"}	028E/03	$B:	Mansiamina, Bopol	1949-	
366626140	http://d-nb.info/gnd/1078424233	Quatres Étoiles - Four Stars (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078424233","_standard":"text":"Quatres Étoiles - Four Stars (Musikgruppe)"},"conceptName":"Quatres Étoiles - Four Stars (Musikgruppe)"}	029E	$B:	Quatres Étoiles - Four Stars		
366629972	http://d-nb.info/gnd/1054616795	Tanawa	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1054616795","_standard":"text":"Tanawa"},"conceptName":"Tanawa"}	028E	$B:	Tanawa	1946-	
366631411	http://d-nb.info/gnd/1079108475	Mobeti, Dona	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1079108475","_standard":"text":"Mobeti, Dona"},"conceptName":"Mobeti, Dona"}	028A	$4:cmp	Mobeti, Dona	1953-	
366631845	http://d-nb.info/gnd/1062802179	Bokelo, Johnny	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1062802179","_standard":"text":"Bokelo, Johnny"},"conceptName":"Bokelo, Johnny"}	028E	$B:	Bokelo, Johnny	193X-1995	
366631845	http://d-nb.info/gnd/1071502239	Africa-Mbonda	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1071502239","_standard":"text":"Africa-Mbonda"},"conceptName":"Africa-Mbonda"}	029E	$B:	Africa-Mbonda		
36666025X	http://d-nb.info/gnd/1053981198	Massamba, Sammy	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1053981198","_standard":"text":"Massamba, Sammy"},"conceptName":"Massamba, Sammy"}	028E	$B:	Massamba, Sammy		
366675583	http://d-nb.info/gnd/			028C	$B:Komp.	Eyoto, Norbert		
366675583	http://d-nb.info/gnd/1079226796	Yoro (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1079226796","_standard":"text":"Yoro (Musikgruppe)"},"conceptName":"Yoro (Musikgruppe)"}	029E	$B:	Yoro		
366684744	http://d-nb.info/gnd/1078760705	Kawongolo, Buffalo Kalo	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078760705","_standard":"text":"Kawongolo, Buffalo Kalo"},"conceptName":"Kawongolo, Buffalo Kalo"}	028C	$B:Arr.	Kawongolo, Buffalo Kalo	1945-2010	
366684744	http://d-nb.info/gnd/1078760993	Tontons (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1078760993","_standard":"text":"Tontons (Musikgruppe)"},"conceptName":"Tontons (Musikgruppe)"}	029E	$B:	Tontons		
366687646	http://d-nb.info/gnd/1079248951	Makengo Kapesa	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1079248951","_standard":"text":"Makengo Kapesa"},"conceptName":"Makengo Kapesa"}	028E	$B:	Makengo Kapesa		
366687646	http://d-nb.info/gnd/107924879X	Yamba-Yamba Beto-Ba (Musikgruppe)	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/107924879X","_standard":"text":"Yamba-Yamba Beto-Ba (Musikgruppe)"},"conceptName":"Yamba-Yamba Beto-Ba (Musikgruppe)"}	029E	$B:	Yamba-Yamba Beto-Ba		
366688197	http://d-nb.info/gnd/1034731157	Mounk'a, Pamelo	"frontendLanguage":"de","_fulltext":"text":"TBD"},"conceptURI":"http://d-nb.info/gnd/1034731157","_standard":"text":"Mounk'a, Pamelo"},"conceptName":"Mounk'a, Pamelo"}	028E	$B:	Mounk'a, Pamelo	1945-1996	
